Attempt Regex,DeepSeek Output
a|b(a|b)+aaa(a)*,"positive example:[babaaa, baaabaaa, baaaaaabaaa, baaaabaaa, baaaabbaaa, bbaaabaaa, bbabbaaa, bbabaabbbaaa, bbaaaaabaaa, bbbaaa, baabaabbbaaa, baabbaaa, bbaaabbaaa, bbaabaaa],negative example:[, bbaabbb, bab, b, bbaaaba, bbb, baaaaaabb, baaaaba, abbb, bbaaab, bbabaa, aaaa, bbaaaaabb, baaabbb, bbabaaba, baabb, bbabb, baabaaba, baaaab, baabaa]"
(aba+aaa)*(a+b)*,"positive example:[, abaaaaababab, aab, abaabab, abaaabaaabab, abaaaa, abaaaabab, abaaaaa, aaab, abaaaaaaab],negative example:[aaa, abb, bb, a, ababb, abaaaba, abaaa, abaa, aababbaa, aababbbb, abaaaaaaaba, abaaaaaba, abaaba, abaabb, ababa, abaaabb, abaaaaabbb, abaaaaabba, abaaaabb, abaaaaba, ba]"
(a+b)*a*,"positive example:[, ab, aaaba, (a+b)*a*],negative example:[abb, bbabb, baa, aaababb]"
0*|1*|(10+1)*|(01+1)*|((10)+0*1+)*|((01)+1*0+),"positive example: [, 1001101, 1011, 011101101111011, 0101100, 000, 0, 100001111, 01110000, 1010011, 1, 010100, 01000, 01010, 0110, 1001, 1111, 0111, 01010100, 10101, 01011110], negative example: [0110001, 01, 0111101100, 010011011, 1001100101, 1001100100, 0110110100, 0110110101, 011010, 010111101, 100001111010, 0100100, 0100001, 011001, 01011, 011011011110, 0001, 10110, 01011001, 0110110, 0111101, 1010, 0101001, 001, 010101, 0101101, 1101, 1100, 10000, 11110]"
a*b*(ba+ab)*b*a*,"positive example:[aa, baabb, , bbba, aab, aabaa, baabbbaa, aabaabaaa, baabbbbba, baabbaaaab, baabbb],negative example:[bbbab, babb, baaaabbbbbaaaba, baabbbab, baabbaabaab, aababaabba, baabbab, baabbaabab, baabbbabb]"
(ab+ba)*(aa+ab+ba+bb)*,"positive example:[, abba, abbbbaaaaaabbbbaaabbaaabbabb, abbaaaabbabb],negative example:[abbaaaabab, abbbbaaa, abbbbaaaaaabaa, abbaba, abbab, abbaaaabbabbaabb, abbaaaabbaaabaa, abbaaaabbabbba, abbaaaabbabba, abbaaaabbab, abbbbaaaaaa, abbaaaabbabbabb, abbaaaabbabbaba, ab, a, abbbb, abbaaaabbabbaaab, abbaaab, abaa, ababbaab, abbaaaabbbba, abbaaaabb, abbaaaabbabbbb, abbaaaabbabab, abbaaaabbabbaaba, abbabb]"
b*(aa+)*,"positive example:[bb, , bbaaaa],negative example:[abb, bba, bbaababbaa, aba, aaaab, aabb]"
((a|b)*bb(a|b))|a*,"positive example:[aa, , bbaabbbababbb, bbaabbbbba, bbaabbbaabbb, aabbaaaababbb, bbaabbbabbb, bbabbb, baabbb],negative example:[bbbabbaba, bbbaa, bbbabbaaa, bbbbbabbaabb, aabab]"
((aaa)|(aba))*,"positive example: [, abaaba, aaaaaa], negative example: [aa, ab, aaba, baa, bbb, aaab, abbb, abaa, aaaa, abab]"
(ab+ba)*(a+b)+(a+b)?,"positive example:[ab, abbbbaaab, abaab, abbaaaab, aabab, abbaaab, ababaab],negative example:[aaa, aababbbaabb, aabba, abbaa, abbbb, abbabb, ababa, abaa, abbbbaba, abba]"
(a*|baa*),"positive example:[aaa, , baa],negative example:[bba, baaaba, babb, ab, bbbbaab, bab, b, aab]"
(00|01|10|11|000|111|100|010|001|110|101|011),"positive example:[000, 00, 11, 111], negative example:[0, , 1, 111011001, 00010, 11100, 11111, 11110, 00000, 00011, 000011001]"
(aa|bb)*aaa,"positive example:[aabbbbaaa, bbaaa, aaaabbaaa, aaaaa],negative example:[bb, bba, abb, aba, aaaba, aaabb, aabbb, aaaaaabba, aaaab, aaab, aaaa, baaa, babb, aaba]"
(ab)*|(ba)*|(a(bb)*a),"positive example:[baba, aa, , ab, abbbbbba, abbbba, ababab, abba],negative example:[bab, abaaa, abaab, abbaa, abbab, abbbbab, baab, babb, abbbaa, ababba, ababbb, ababa, abbbab, aabbbaab, bba, a, abababa, bbb, abbbb, aaab, aaaa, baaa, babaa, aaba, abbbbb, ababaa]"
(a*)|(a*b*),"positive example:[aa, , aabbb, (a*)|(a*b*)],negative example:[baaa, aabbbabbab, ba]"
0*(0*1+0*1)*,"positive example:[101010111, 00, 101010001101, , 111, 10100011, 101011, 0011011000101, 10101000110111],negative example:[1010110, 1100010, 110110, 10001000, 101010110, 10001000101110, 001111010, 10101]"
(ab*ab*)*a*ba*,"positive example:[aba, baa, aab, aabaaa, aaaaba, abbabaa, abbababbbbaaaba, aabaab, aaab, abbabbbabab, abbababaa],negative example:[aaa, abb, bb, , baababbaa, bbb, abaaaabba, aaabba, aabaababba, abaabbababba, aabaaabba, ababbabbbbabbabba, abaabaabba, abaabbaaa, aababba, abaabba]"
(a*(bb*))*,"positive example:[abb, , (a*(bb*))*, aaabab, bbab],negative example:[abaaabbba]"
(001|10101|110)*,"positive example:[10101110001, , 10101001, 10101110110],negative example:[0011101010, 0011101001, 0011101000, 0011101011, 0010, 00111, 0100110, 0011100, 0011111, 0011110, 011, 00111010, 0000, 0011, 0001]"
(a|b)*abb((a|b)*b)*,"positive example:[ababb, abbabbaaabab, abaabb, abbb, bbaaababb],negative example:[aa, bb, bbababbbbaba, abbabba, abbaaaba, bbabab]"
(b*(aa*)b*)*,"positive example:[aa, , ab, bbbaaa, bbbabb, ba],negative example:[b, bbb]"
0*|1*,"positive example:[000, 11, ],negative example:[011, 100, 0001, 11101, 0101100, 10]"
b*(ab+ba+b)*,"positive example:[bb, , bbabbaaababbab, abbab, abbbbab],negative example:[bbabaabaa, aa, bba, abb, ababb, abbabaab, abbabba, abbbba, abbabab, abbabaaa, abbabbb, abbaaababba]"
a*(bb)*a*b+a*(bb)*a*,"positive example:[babbbb, babb, bbba, bbababb, bbaaa, bbaba, baaabbbb, aabbb, bbaaabbbaa, babbaaa, bbbb, bbab],negative example:[aa, babbba, aabbbaba, bab, bbaaabab, babbaaaba, bbabaaba, bbabbbaba, babaa, babbb, bbbaba, babbaab, babbabb, babbbbab, bbababa, bbbbbaba, bbaababa, baaababaabb, babbab]"
ab|ba|aa|bb|a*b*aaa,"positive example:[bb, baaa, bbaaa, bbbaaa, aabbaaa, aabaaa, abaaa, aaaabaaa, abbaaa, bbbbbaaa, aaaa, ba],negative example:[bba, , a, b, aab, bbb, abbaba, abbaabb, abbaaba, abaa, abbaaabbb, aabb, baab, abbaaaaaa, abab, baba, baaaa, babb, baaab, aaaaba, abbbba, abbabb]"
(a|b)*baa+b*,"positive example:[aabbbabaa, aabbbabaab, babbaab, baaaabbbaababaab],negative example:[aa, babb, aabbbab, baabaaaabbba, baababa]"
((a|b)a*ba)*|((a|b)a*b)*,"positive example: [, bb, ab, baababbab, bbabbabaab, abaab, aaababba, baababba, ababbaaab, abbbaab, bbabbababbaab, bbabbaaab, ababbababbaab, ababbbab, ababbaab, bbabbaab, bbabbbbb, bbaab, bbbbbab, baababbababbbbb, aaababbababbbab, ababbabaab, aaababbab], negative example: [bbababbbb, abababbba, ababb, aaababaa, baababaa, ababbabb, ababbaababb, ababbaaa, abaa, abababbaaba, bbabbabb, bbabbaaa, bbaa, bbabbbbbb, bbabb, bbbbba, bbababbaabb, ababbbaba, abbbaa, bbabbaababb]"
(a)*(b|bb)(a)*(bb)*(a)*,"positive example:[babbaa, babbbb, babb, bbbbba, aabbbaaa, bbabbbb, bbaaabb, baa, aab, aabbb, aabb],negative example:[aa, babbba, aabbabababb, bbabaaa, bab, bbabbb, bbaaab, baab, bbbab, bbbaba, bbbaaab, babbaab, babbbbb, bbbbbabb, babbab]"
aaaa*,"positive example:[aaaaa],negative example:[, aa, abb, aba, a, aaba, baa, bbb, aaaba, aaabb, aaaaab, aabb]"
((a|b)a+b)+,"positive example:[aabaaaab, babbaaab],negative example:[, aa, bba, aba, a, b, aabab, abbbaab, babbaaabbb, babbb, bbbbaab, aabaaaabab, ba]"
a*b(aaa*)*(a|b)*,"positive example:[aabaa, aabbb, a*b(aaa*)*(a|b)*],negative example:[aa]"
(a*ba*ba*)*,"positive example:[abb, bbbab, , aaabb, bbaabb, baabbb, abab],negative example:[aba, bbba, a, baabaabbb, bbb, abbb, aaab]"
1*0*011*0*,"positive example:[01, 11000111000, 010],negative example:[11, 01011, 0101, 11000, 11000111000100110]"
(0*1)*,"positive example: [, (0*1)*, 01000111], negative example: [00010, 11010, 0110]"
(b*)+(a*b*),"positive example:[bb, , bbaaabbb, ab, bbaaa],negative example:[aba, abbba, bbaaabaaabba, abab]"
b(aa+ab+ba+bb)*,"positive example:[baaaaabbbbaaabb, baaabbabb], negative example:[baaabb, baa, baaabbabab, baaabbabaa, baaabbaaab, baaabab, bbbbab, bbaa, baaabaa, baaaaab, baba, baabb, babb, baaa, baaba, baaabbabba, baaabbbba]"
a+(a|b)+a+b,"positive example:[aaabbbab, aaabaab, aabbababbaaab, abbbababbaaab, aaab, ababaab, ababbbab, abab],negative example:[aaa, , a, aba, abababa, baa, bbb, aaaabbb, aabbabaabbaa, aaababa, abbbabaabbaa, abaabbb]"
b*a*b*aaa,"positive example:[aaa, bbabaaa, aabbaaa, aabaaa, aaabbaaa, aaabaaa, aaaaabaaa, abbbaaa],negative example:[bba, bb, aa, abbba, aaaba, ababb, aaaaabb, aaab, bbabaa, aabb, bbabaaabbb, bbabaaaaaa, aaba, abaaba, abaabb, ababa]"
(101)*|(010)*|0*|1*,"positive example:[0, , 010010, 1, 0000, 1111, 101101],negative example:[01, 101110, 101100, 101111, 1000, 1011, 0010, 10110101, 00001, 10110100, 0100110, 010000, 011, 0100010011, 0100101, 0100111, 0011, 1101, 1100, 1001, 0100, 11110, 10]"
(0|1)*1*01*0,"positive example:[11011010, 00110, 000010],negative example:[11, 01, 110011000101]"
(1|0)0*1+,"positive example:[001, 101, 0111, 1111],negative example:[00011100010, 000, , 110, 100, 01011, 11011, 10011100010, 010]"
(ab+ba)(aa+ab+ba+bb)*,"positive example:[abbaaaabbaaabb, abbaaaabbbbabbaaabbabb, abbaaaaaabbabb, abbbba, abbaaaabbabb],negative example:[aaa, , abbaaaabaa, abbaaaaaab, abbaaaabab, aab, abbab, abbaaba, abbaaaba, abbaaaabbabbba, abbbbaabb, abbaaaabbabba, baaba, abbaaaabbab, abbaaa, ab, a, bbb, abbbb, abbaaaa, abaa, abbaaaabbbba, abab, abbaaaabb, abbaaaabbabbbb, abbaaaabbabab, abbaaaabbabaa, abbaaaabbaaab, abbaaabb]"
((a|b)a*ba)*(a|((a|b)a*b)),"positive example:[bbaababaab, bbaaab, bbaaaabaa],negative example:[abb, abaaababbab, aba, abaaababa, abaaaaabbaa, abaaabab, abaaaaabbbb]"
b*(aa*)*b*,"positive example:[bba, bb, , bbabbb, aaab],negative example:[aba, bbaaabaabaa, ababb, abbba]"
(a+bb)*bb*,"positive example:[abbbbb, abbaaabbb],negative example:[, babb, a, abbba, bbbaabaa, abbaaab, abaa, ba, abab]"
a*(b+)(a|bb)*,"positive example:[baaabb, babbbb, babba, aabbbabb, aabbb, ba],negative example:[baba, aa, babaaa, babbb, baaababbab, aabbbabbba, babbaba]"
(111)*,"positive example: [, 111111], negative example: [11, 1, 1101, 111100, 111101, 11100, 11101, 11000110]"
((a|b)*(ab|b)b+(a|b)*b(ba|b)+a*)*,"positive example:[babbbb, , abbabbaabb, abbabbaaaabb, abbbaabbbbab, bbbb, baabbbb, bbbbaba, bbbbabb, abbabbaa, abbabbaababb, abbabb, aaababbbb],negative example:[abb, bbbaa, bab, bbaaba, baa, bbbbbaabab, aaaba, bbbbbaaaab, bbbbabbaabbbaaba, bbbbabaaba]"
0*|1*|0*1+0*1+0*|1*0+1*0+1*,"positive example: [, 00, 00101000, 00101110, 101110, 111101, 00001, 0010001, 1010111, 1010001, 110, 0, 1, 0101, 0110, 1100, 0111, 0100, 1111, 10011, 100001, 10010, 001110],  
negative example: [01, 011010001, 0110101, 1101010, 101010, 00110101, 110111010, 111100010100010, 0010101, 010101, 0100101, 1011010, 011110101, 10001010, 110101011, 110101110, 110100010, 000010101, 1001010, 011000111010, 01101011, 10]"
a*b(a*ba)*a*,"positive example:[bbaba, aabbaaba, ba],negative example:[babba, aa, babb, aabbaabbbbaab, bbab]"
((b*)aaa*),"positive example:[bbaaaa],negative example:[bba, bb, bbabbbaab, aba, aaba, aaaab, aabb]"
(0*1|(11)*|(101)*|111|1),"positive example: [, 11, 01, 11111111, 111, 1, 111111, 0001, 101101], negative example: [101110, 101111, 1000, 1111100, 1111101, 0101011, 11100, 11101, 10, 111100, 111101, 101100, 1111110, 1011, 1111111, 00011, 10110101, 10110100, 0, 01000, 0110, 1101, 0111, 1100, 1001, 111110]"
(1|01*0)*,"positive example:[00, , 001, (1|01*0)*, 11011000],negative example:[11000, 01100]"
(a)*|(b)*baa(ab)*b+,"positive example:[baaabb, aaa, , baaababb, bbbaab, baabbb],negative example:[baaaaa, aba, ab, baaaba, b, aaabbaabb, baabbba, baaabba, baba, baaaa, babb, baaab, bbba, baabab, baabaa, baaaab]"
a*|b*aaa,"positive example:[aaa, , baaa, bbbaaa],negative example:[baba, baaaaa, baaabb, baabb, bbba, babb, b, baaba, baa, abaa, aaab, abbb]"
(0+1)|0,"positive example:[0, 01, 001, 00001],negative example:[, 00, 100, 111, 000011, 0011, 0100, 0111, 0010, 000010]"
(ab)*(aa|bb)*(ba)*(a+b)*,"positive example:[babaab, , ab, bababa, aaaab, aabbbb, aabaab, aaab, aaaa, abba, baab, baabaab, baba, bbba, baaab, aababab, aababaab, aababa, aabbabab, ababba, aabaaaabab, aabbaaaabbba, bbaabbba],negative example:[aaaba, aabaabbbb, bbbab, babba, babbb, babb, baaba, aabbabb, aabbaba, aababaa, aabbbbb, aabababaa, abb, bba, bbaabbb, aba, aabaababbabaa, bbb, aaaabbb, baaa, babaa, aabaaa, aabbaaa, babab, aababbb, aababba]"
((a|b)(a)(a)*),"positive example:[baaa, aaaa],negative example:[, a, b, aaaab, abaa, bbbbab, aabb, bbaa, baba, babb, baaab, aaba, abbbab]"
(a*b*ab*ab*)*,"positive example:[baaaa, babba, aa, , aba, bbbaaaa, baaabbaaa, baaabbabb, baabbaa],negative example:[babbaa, baaa, ab, a, bbb, bbbaabbabb, ba]"
(a|b)(a|bb|ba(a|b))*(b|ba),"positive example:[bbbab, bbabb, baaba, aaaba, aaabaaab, abaab, abbab, baababab, abbb, bbbb],negative example:[, baabb, bbbbb, bbba, bbaba, abaaa, aaabb, abbbb, abaabb, bbabbb, abba]"
0*(1)*0*,"positive example:[00, , 00111, 0011100, 10], negative example:[0011100010010, 101, 10111]"
b*(ba+ab)*b*,"positive example:[bbbaaaabbaab, baabb, , bbb, baabbbbb],negative example:[aaa, baabbaabba, ababb, baabbbaa, baabbbab, baabbab, baabbbbba, baba, baaaa, babb, bbba, baaaabaa, baabab]"
(a|b)((a|b)(a|b))*,"positive example:[aaa, bbb, (a|b)((a|b)(a|b))*],negative example:[aa, bb, aaaa, bbbb]"
(0|1*)*(0000),"positive example:[010000, 011000110000, 100110000, 10010000, 1000010000, 1000000110000, 100010000],negative example:[011, 000, 00, 000011, 00010, 1101, 0011, 0010, 00011, 000010, 0000001, 010]"
(01|10)*,"positive example:[, 01, 0101, 0110, 1001, 1010, 10], negative example:[000, 110, 011, 111, 100, 101, 0111, 1011, 0011001, 010]"
a|b(a)(a)*,"positive example:[baaa],negative example:[abb, baba, bba, , aba, babb, baaab, b, bbb, aaabaa, aabb]"
0*|0((11*0)|0*)|1((00*1)|1*),"positive example:[0, , 1, 101, 01110, 0000, 1111, 10001, 010],negative example:[01, 1011, 00100, 00001, 01001, 0011101, 011101, 100, 01000, 01011, 01010, 1101, 1100, 10011, 10010, 11110]"
(ab|aa|bb|ba)*aaaa*,"positive example:[abaaa, aaaaa, aaabaaa, aaaaabaaa, abbaaaa, aaaaaa, aaabbbaaa, abbbaaa, aaabbaaaa, baaaa, aabbbbaaa, bbaaa, aaaabbaaa, aaaabaaaa, aababaaaa],negative example:[abb, aa, bb, bba, ab, aba, baa, aaaba, aaabb, aaaaaab, aaaab, aabbb, aabab, aaaabb, aaaaab, aaaaba, ba]"
(a|b)(a|b)(a|b*)aaa*,"positive example:[aaaaaa, aabbaa, bbaaaa, bbbbaa],negative example:[aaa, , bba, a, b, aaaba, aaaab, aabbaaaabaa, aabb, bbbb, bbaab, bbabb, bbbbaaaabbb]"
0*(10*10*11*)*,"positive example:[11110111, 1111101111101, 00, , 0011110001001, 11111, 111110101, 111110110111, 1111100010011, 10111],negative example:[1111101110100, 11, 11111110001110, 11110100110, 001001100100, 111100, 111011, 1111111000111010110, 111110110]"
(a(a*b*(aa)a*)*)*,"positive example:[, aaabaabbbaa, abaaa, abaa],negative example:[bbbab, aaabbbaababa, ab, baa, abaaaba, abaababb]"
(a|ba|bb)*,"positive example:[baba, , bb, bba, aaba, baa, (a|ba|bb)*, aabb, bbbb, ba],negative example:[bab, aab, bbb, baab, bbab]"
0*(0|1)0*,"positive example:[000, 100, 01, 00010],negative example:[011, 11, , 101, 0110, 0100110011, 00011]"
0*1(0*10*)+,"positive example:[11, 00100100, 00100111],negative example:[00, 001, 100]"
0*1(0*10*)*,"positive example:[001, 001100, 001111, 1011, 1010, 10001],negative example:[, 00, 001000, 10]"
a*|b*(baa+)*b,"positive example:[aaa, , b, baaaabaab, bbbaab],negative example:[abb, baaaa, babaa, baabaabba, bbba, aba, baabaabbb, baaaabab, aaab, babbbab]"
b*(ab*ab*)*,"positive example: [, aab, abbaaa, bbaa, b*(ab*ab*)*], negative example: [aaa, aaba, bbabbaa]"
1+0(0+1)((1+0)(1+0))*,"positive example:[11100001101110111010, 1001, 10011010],negative example:[100110101001, 00, , 01, 10011110111, 111011101, 100110100, 111, 100, 10000110, 100100, 100101, 1001111011101000, 1001111011101, 10100, 1001101010, 10]"
(a(a|b)a)*,"positive example:[, abaaba, aaaaaa],negative example:[aa, ab, aaba, baa, bbb, aaab, abaa, abbb, aaaa, abab]"
(a|b)a*b(a|b),"positive example:[baabb, aba, bbb, aaaba],negative example:[aaa, , bb, ab, baa, aaabaaaa, baabbbbb]"
b(bb)*|(a)*,"positive example:[aaa, , bbbbb, bbb],negative example:[aba, bbba, bab, baa, abbaabb, aaab, bbaa, bbbb, bbab]"
(a)+(ab(bb)+)*,"positive example:[aa, a, aabbbabbb, aaaabbb, aabbbbb],negative example:[abb, , aba, aabbbaba, baa, aab, aabbbaaa, aabbbabb, aaaabaa, aabab, aabbab, aabbbb, aabbaa, bbbab, aabbbbbaa, aabbbba, aabbba, aabbbaab]"
"a*b|(bb{2,})*a*","positive example: [, ab, a, bbbaaa, bbbbba, b, bbb, aaab], negative example: [abb, bb, bab, aaabba, abbb, abaa, bbaa, baaabba, bbab, abab, bbbabb, bbbaba, bbbaaab, bbbbbab]"
(1(11))*|0*,"positive example:[000, , 111111],negative example:[011, 1, 111100, 111101, 0001, 1100100, 11111, 11100, 11011, 11101, 10, 010]"
(0*10*10*)*|0,"positive example:[011, 11, 0, , 101, 000011, 0101, 00110011, 00100111, 11101],negative example:[001, 111, 0000, 001100111, 0111, 000010011, 1110, 010, 10]"
(b)+(aa)*,"positive example:[baaaa, bbbaa, b],negative example:[abb, baba, baabb, , babb, baaab, bbbaaa, baaba, aabaa, baab, ba, baaaab]"
(a*(ba*b)*a*)*,"positive example:[bb, bba, , (a*(ba*b)*a*)*, aabaabbb],negative example:[baabb, aabbb, bbab]"
(b|a*),"positive example:[aaa, ],negative example:[abb, aba, bbaaba, bab, baa, aaab, bbbb]"
a*(b*(bb)*)*a*(b*(bb)*)*a*,"positive example:[aababaaa, aa, , babbba, baaab, bbba, aab],negative example:[babab, aabbbaaabababaa, bababbb, babaaab, babbbab]"
(((a|b)+)?(baa)a*b)*,"positive example:[, bbaab, babaaaababbbaab, baabaabbaab, abaab, aaabaab, abbaab, baabaabbbaab],negative example:[bbbab, baabba, abb, aba, babb, a, baabaaaabaa, aaab, baababa, baabbb]"
(b|aa)*(a)*,"positive example:[aa, bba, aaa, , aab, (b|aa)*(a)*], negative example:[aabab, abbbab, bbaaab, abaa, aaab]"
a*b*(ba+ab)b*a*,"positive example:[aabaabaaa, baabbba, bbbaab, baaaab],negative example:[baba, aa, babb, aabbbaababaaba, aabbb, aabbbaa, baababbb, baabaaab, baabbbab, baaaabab, ba]"
"a*b(b{2,})*a*","positive example:[bbbaa, bbbbba, aab, bbb, aabaaa],negative example:[bbbab, aa, bb, babbb, baaab, bbbbbaab, bbaa, aabababaa, bbab]"
(ab)*|(ba)*|(aa)*|(bb)*(aaa),"positive example:[baba, , aaa, aa, bbbbaaa, bbaaa, bababa, bbbbbbaaa, aaaaaaaa, aaaaaa, ababab, abab],negative example:[bbaaaaa, aaaba, abaaa, abbaa, aaaaaab, aaabb, abaab, aaaaaaa, aaaabb, aabb, bbaa, baab, babba, bbbab, bbbaa, babbb, bbaaba, ababa, a, b, bbaaabb, ababb, abbbb, aaaaabb, aaaaaba, bbaabb, bbbb, baaa, babaa, bbbbb, aaba, bbbba, bbabb, bbaba, aaaaba, babab]"
0*((1+1)*),"positive example:[00, , 001111],negative example:[001, 00101011, 1101, 1100, 1000, 11110]"
(a*ba*)?(a*ba*ba*ba*)*,"positive example:[, aba, ab, bbb, aaabbbbaabaabaabbb, ba],negative example:[abb, bb, aaa, bab, aaabbaabaabbbbaab, abab]"
1*((1*)?)*|0*,"positive example:[000, , 111],negative example:[01, 101, 11100, 000110011, 010, 10]"
0*1*0*1*0*1*,"positive example:[0011100010111, 1010001, 00, , 101, 101110, 00111, 10],negative example:[101010, 10111010, 1010101, 00101000111000110, 1001010, 11101010]"
0*01*0*10,"positive example:[010010, 0001010, 0111010, 01000010, 010],negative example:[11, , 01, 000100, 100110, 01001001, 01001011, 01001000, 011101, 000, 01001010, 010101, 0100111, 0100001, 01011, 000100110]"
(a|b)*(baa)(b)(a|b)*,"positive example:[babaab, baaabaab, aabbbabaab, babbaab, baaaabaab, baabaa, baabbb],negative example:[baaaa, babb, aababa, aababaa, baaabbb]"
0*1*0*1*0*,"positive example:[00, , 101, 101110, 00111, 001110001000, 10],negative example:[1010100, 1011101, 1110101, 001000100011101, 10101]"
((a*|b*)(a*|b*))aaa,"positive example:[baaaaa, bbbaaa, abaaa, aabbaaa, aabaaa, aaaaa, aaabaaa, aaaaabbaaa, abbbaaa],negative example:[, baa, aaaba, aaabaabb, aaabaaba, aaababb, aabb, baabb, bbba, babbb, baaba, aaaaabbbaaaaa, abb, aa, baaabb, baaaba, aba, a, b, aaaaabbbaa, aaab, baaaaab, babaa, aaba, aaaaabbbaaabb, aaababa]"
(a*ba*bb*)*,"positive example:[abb, , bbabb, bab, bbabaab, bbaaabb, bbbabbaaabab, aabb, bbbb],negative example:[baabaaaba, bba, aa, ab, bbabbbba, bbabbbabbaaaba, bbab]"
a+(a|b)+a+(ab)*,"positive example:[aaaba, aabbaba, abbbaba, abaab, aaaab, aaaaaaba, aaaabba, ababba, aaabba, ababa, abaabba, abaaaaba],negative example:[, abb, abaabaabbab, a, aab, baa, bbb, aaaabaabbab, aaabbaabb, ababbaabb]"
(1*01*01*0*1*)*,"positive example:[00, , 100, 011000, 011011, 11100, 1010],negative example:[0, 01, 111, 111011, 10]"
(baa)*b,"positive example:[baab],negative example:[bba, baba, , ab, baaa, babb, bbb, baaba, aaabba]"
(a?)|((a|b)a*b(a?)),"positive example:[bb, , aba, a, baaba, aab, aaab],negative example:[baabb, abb, aaa, bbba, abaa, bbabbb, bbaaaa, aabb, bbbb, abab]"
b*a*(aa),"positive example:[bbaaaa],negative example:[abb, bba, bb, aba, aaba, aab, bbaaaabbbaab]"
a*(b|aba)*,"positive example:[bb, , aaa, ab, bababbaba, ababb, aaabbaba, abaaba, babaaba, ababa, abbb, abab],negative example:[bba, abbba, abaaa, aaababaa, abaab, abaa, abba, baaaa, babba, baabb, babaa, babbb, bababba, ababba, ababaa]"
(0)*(111*)(0)*,"positive example:[0011, 11110, 0011000],negative example:[00, 100, 001, 101, 1101, 110111, 111101, 001100010010]"
a+|a*b*,"positive example:[aa, , aabbb, a+|a*b*],negative example:[baa, aabbbabbaab, ba]"
(a)*(b)*,"positive example:[aa, , (a)*(b)*, aabbb], negative example:[baa, aabbbabaabb, ba]"
1*(0+1+)*,"positive example:[011, , 000101, 1*(0+1+)*, 1101],negative example:[00010, 11010, 0110]"
(a|b(a)*a)*b(a)*,"positive example:[baaaba, aabab], negative example:[aa, babb, aabbbabb, baaababb, bbaa]"
(1+0*1+)*|(0+1*0+)*|1*|0*,"positive example:[0001000, 11, , 10001101, 10111101, 01001110, 010],negative example:[110, 000111010, 01, 010001, 01011, 10110, 10101, 1011110110, 01001001, 10001000110]"
(0*1|(11)*|(101)*),"positive example:[, 01, 1, 111111, 1111, 0001, 101101],negative example:[000101, 101110, 101111, 101100, 1000, 1011, 10110101, 10110100, 011, 000, 10010011, 1101, 0110, 1100, 0100, 0111, 11100, 11111, 11110, 11101, 10]"
a*b((ba*|a))a*,"positive example:[aabaaa, aabbaa],negative example:[baba, aa, aabaaabbaabb, bbba, bab, aab, aabbaabbaabb, bbb]"
a*baa*a*,"positive example:[aabaaa],negative example:[bba, aa, babaa, baaab, bbb, aab, aababbabb]"
"(a|b)*a{2,}","positive example:[aaaabaa, abbaa, aabaa, aabbaa, bbabaa, abaa],negative example:[abb, aaba, aab, abaaaabbb]"
