Regex,Attempt Regex,DeepSeek Output
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*ba)*)|((a|b)a*b))?,"positive example:[, abaabaaaaba, bbabbabaaba, aaab, baab],negative example:[a, b, bbabbabaab, abaabaaaab, aaabaa, abba, abaabbaa, bbbb, baabab, bbabbbbb]"
(a|(b*bb))*,((a*bbb*a*)+(a*))*,"positive example:[bbabbbbaaabba, , aaabb, abba],negative example:[bbbbaaabaaaba, bbabbab, aba, a, bbababb, abbaba, aaab, ba]"
(a|(b*bb))*,((aa*bbb*a*)+(bbb*a*))*,"positive example:[, abbbabba, abbbaabba, abbbbb, abbbba, aaabbabbbbaaabbabba, abbaaabba],negative example:[bb, abb, a, abbbbabbbbaba, abbaa, abbab, abaa, aaab, abbb, abbbbaaabbababbab, abbbbbaba, abab, abbbabbaba, abbbbabbabaaa, abbbab, abbbaaaba, ba]"
(a|(b*bb))*,((aa*bbb*a*)+(a*))*,"positive example: [, aaabbaaabbbbabb, aaabbaaabbbbabba, abba], negative example: [aaabaabbaa, bb, aaa, ab, abbbbaaaba, abbabbab, abab, ba]"
(a|b)*(bab)(a|b)*,(a|b)*bab(a|b),"positive example:[babaababb, bababb, aababbaabbbaaababb, bababa, babbbabb, babbababb, babbbbabb, babaaababb],negative example:[baababbba, babaab, baababbaa, baababbbb, babaaa, bababaab, aabbbaaa, baababbabab, bababbb]"
(a|(b*bb))*,((a*bbb*a*)+(a*)+(bbb*))*,"positive example: [, abbbbabb, abbbaabb, aaabbbb, abbaabb, abbbbb, abbbabb, abbabbabb, bbbb, abbabbbbaaabb], negative example: [abb, bababb, aba, a, bbb, bbabbabab, aaab, bbabbabaa, bbabba, bbab, bbbab, baaa, bbbaa, bbbbba, bbbba, bbaaabbbbaa]"
(a|(b*bb))*,((a*bbb*a*)+a*)*,"positive example:[abb, bb, , aaabbabbbbaaabb, aaabbabbbbaaa],negative example:[aaa, aba, ab, baa, babaabb, aaabbaba, bbaaabbbbaba]"
(a|(b*bb))*,((a*bbb*a*))*,"positive example:[bbabbbbaaabba, abb, , aaabba],negative example:[aaa, ab, bbabaaa, bbabbbbab, aaaba, abbaba, bbaaabababb, ba]"
(a|(b*bb))*,((a*))*,"positive example:[aa, ],negative example:[aabbbaab, ba]"
(a|(b*bb))*,((a*)+(bbb*a*))*,"positive example:[abb, bb, , aaabbbbaaabbabb, aaabbbbaaabba],negative example:[bbabbab, aaa, aba, ab, aaabbab, bbabaa, bbbbaaababaabb, ba]"
(a|(b*bb))*,((a*)+(bbb*))*,"positive example:[abb, bb, , aaabbbbabb, abbaabb, abbabb],negative example:[aa, bbaba, abbab, abbbba, abbaaab, abaa, ababaabb, ba]"
(a|(b*bb))*,((a*bb)+(bbb*a*))*,"positive example:[, bbbbabbabbbba, bbbbbba, aabbbba, bbbbaaabbbba, abbbba, bbbbabbaaabbbb, bbbbabbaaabbbba],negative example:[aa, ab, bbabaaa, bbabbbbab, bbabbbbbbabbb, bbaaababbab, bbabbbbaaabb, bbabbbab, bbabbbbaba, bbabbbaa, bbab, ba]"
(a|(b*bb))*,(a*|bb)*,"positive example:[bba, , (a*|bb)*, aabb, bbbb],negative example:[baaaba, babb, bbb, bbaba, aabbba]"
(a|(b*bb))*,(bb+a+bbb)*,"positive example:[, bbaaabbbbbabbb, bbbbabbb, bbabbb],negative example:[aaa, bbabbab, bb, bab, bbabbba, baa, bbabbbb, bbabbaa, abbab, bbabaa, bbaaab, bbabab, bbbba, bbabb]"
(a|(b*bb))*,(a)*,"positive example:[aa, ],negative example:[bb, aabaabba]"
(a|(b*bb))*,(abb)*,"positive example:[, abbabb],negative example:[bbbab, ab, a, baa, abbaab, abbaaa, abaa, abbb, abab]"
(a|(b*bb))*,(abba)*,"positive example:[, abba, abbaabba], negative example:[aaa, abb, ab, abbba, abbbb, abbaa, abbaba, aabaabb, abbabb, abaa, abab]"
(a|(b*bb))*,(a?)*(bb)*(a?)*,"positive example:[bba, aa, , bbaaa, aabbbb, bbbb],negative example:[baaa, bbbbb, bbba, bbaaabb, bbaba, aabbb, babbab, bbab]"
(a|(b*bb))*,(a?)*(bb+bbb)*(a?)*,"positive example:[aa, , bbbbba, aabbbbbbb, aabbbbbbbaaa],negative example:[bab, aabbbbaaaba, baa, aab, aabbb, aabbbb, aabb, bbaa, bbab, bbbab, bbbbabb, bbbaa, bbbbbab, bbbbbbbab, bbbbbaaabb, bbbbbaba]"
(a|(b*bb))*,(a?)*(bb|bbb)*(a?)*,"positive example:[aa, , bbbba, aabbaaa, aabb],negative example:[bbaaaba, bbabb, baa, aab, aababbaab, bbbbab, bbab]"
(a|(b*bb))*,(a?)*(bb|bbb|abb)*(a?)*,"positive example:[aa, , bbabbbbbba, bbabb, bbabbaa, bbabbabbbb, aabbaaaa],negative example:[bbaaaab, bab, bbaaba, bbabbba, aab, bbabbbbbbaab, bbabbabab, bbaabb, bbabbabaa, aabaaabba, bbabbaab, bbab]"
(a|(b*bb))*,(a?)*(bb|bbb|abb|bba)*(a?)*,"positive example:[aa, , bbbbabb, bbbaa, bbbba, bbbbaabbbbabb, bbbbaabba, aabbb, aabbbbbbaaaaa, bbbbaabbbbaa, bbbabbbb, aabbbbbb],negative example:[bbabbbbaabbaaaaba, bbaabbb, bbabbbbaabbaabb, bbabbbbaabbaab, aabbabaabbaa, bbabbbbaabaa, bbabbbbaabbb, bbabbbbaabab, bbabbbab, bbabab, bbabbbaab, bbabbbbab, bbabbbbbbab, ba]"
(a|(b*bb))*,(a?)*(bb)*(a)*(bbb)*(a?)*,"positive example:[bbabbbaaa, aa, , bbbbb, bbbaa, bbba, bbaaabbbbbba, bbabbba, bbbba, bbaaabbbbbb, aabbbb],negative example:[bbaaabab, baa, aab, bbabaa, bbbaab, bbabbbba, bbabbbaba, bbab, bbabbbbbab, bbabbbabb, bbbab, bbbbaba, bbabb, bbbbbab, bbabbbbbaa, bbabbbaaab, aababbaab]"
(a|(b*bb))*,(a?)*(bb+bbb)*(a)*(bb+bbb)*(a?)*,"positive example:[aa, , bbbbba, aabbbbbbb, bbbbbabbbbba, aabbbbbbbabbbbbbbaaa, bbbbbaaabbbbb],negative example:[bab, baa, aab, bbbbbabbbbaa, aabbb, aabbbababb, aabb, bbaa, bbab, bbbaaa, bbbbbabbb, bbbbbabbbb, bbbbbaba, bbbbbabbbbbbbab, bbbbbbbaaabbab, bbbbbabbbaa, bbbbbabbbbbab, bbbbbabbbbbaaabb, bbbbbbbaaabb, bbbb, bbbbbabbbab, bbbbbabbbbbaba, bbbbbabab, bbbba, bbbbbab, bbbbbabaa, bbbbbabbaa, bbbbbabbbbab]"
(a|(b*bb))*,(a?)*(bb|bbb)*(a)*(bb|bbb)*(a?)*,"positive example:[aabbabbaaa, aa, , bbbba, bbaaabb, aabb, bbabbbba],negative example:[bbabbaba, bbabbbbab, bab, aabbbbaaabbabbaabb, bbaba, baa, aab, bbabaa, bbabbaaab, bbabab, bbab]"
(a|b)*(bab)(a|b)*,((a+b)*)(bab)((a+b)*),"positive example:[babaab, abbab, babab, aaababbab],negative example:[babba, abb, ab, bababb, baaa, babbb, babaaaba, aaaba, bbaa, bbbb, baab, ba]"
(a|b)*(bab)(a|b)*,a*b*baba*b*,"positive example:[babaab, babb, aabbbab, aabbbabbbb],negative example:[babba, aa, bbba, aab, babaabbbab, aabaaaa, aabaabb, babaabbbaa]"
(a|b)*(bab)(a|b)*,a*b*a*b*baba*b*a*b*,"positive example:[babaab, babaaa, bababb, babbabba, bababa, aabbbabbbbabbbbabbb, babbabaab, aabbbabbbb, baaaababb, babbabbaaab, baababb, baabbbaba, babba, baba, aabbbab, babbaab, babbaaa],negative example:[aa, bababababa, baababbbbaaabbbab, bababbaba, baababbbbaaabbbaa, babbaaba, aab, babbabbaba, baababbaba, babbaaaba, baab, baababaababa, babbbbaaba, bbba, baaba, babaababa, aabaaaa, babaaababa, aabaaaabbbaaaa, aabaaaabbbaabb, babbabababa]"
(b|(a*aa))*,(b*aa+|aa+b*),"positive example:[baaaa, bbbaa, aab, aaaabbb, aaaa],negative example:[abb, , aba, a, b, aabab, baab, baaaabb, bababbaa, babb, bbba, aaba, baaba, aaaabbbaa]"
(b|(a*aa))*,(b*aa+|aa+b*|b*),"positive example:[baaaa, , bbbaa, b, aab, aaaabbb, aaaa],negative example:[aba, a, aaaabab, aabaa, abbaabb, baab, baaaabb, baba, babb, bbba, aaba, baaba, aabbba]"
(b|(a*aa))*,(b*aa+b*|b*),"positive example:[bb, , aab, bbaaaa, bbaaaabbb],negative example:[abb, bba, aba, aaba, aaaaba, aabab, bbaabbbaabbaa]"
(b|(a*aa))*,(b*a*aa+b*|b*),"positive example:[bb, , aab, bbaaaa, bbaaaabbb],negative example:[bbaaaabbbababb, abb, bba, aba, aaba, aabaaa]"
(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*,"positive example:[bb, , aab, bbaaaa, bbaaaabbb],negative example:[abb, bba, bbabaabba, aabbba, aaaaba, aabaa, aabab]"
(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+)|(b*a+ab*aa+)|b*|(b*aa+b*a+a)|(b*a+ab*a+a)|b*,"positive example:[bb, , aaaab, aabbbaa, bbaabaaaa, bbaa],negative example:[abb, bba, bbababbaa, aaba, aabbbabb, aabaaba, aaaabab, aababa, aabaab, aabaaaabb]"
(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+b*)|(b*a+ab*aa+b*)|b*|(b*aa+b*a+ab*)|(b*a+ab*a+ab*)|b*,"positive example:[bb, , bbaabbbaabbb, aaaab, bbaabbbaa, aabaab, aabaaaab, bbaa],negative example:[bba, aaaabbbaaaabab, aaba, aabaaba, aababb, aababa, aabab, bbababaa, abbb, aabaabbba, aabaabaa]"
(a|(b*bb))*,(a|(bbb))*,"positive example: [, aabbba, bbbbbb], negative example: [bbbab, aabbaabbaa, bbbbab, bbbbaa, aabb, bbab]"
(a|b)*(bab)(a|b)*,(bab)+(ab)*,"positive example:[bababab, babbab],negative example:[bb, aa, , babbbb, babaab, babbba, babaaa, bababb, ab, bababa, b, baaaa, babba, baabb, babababa, bababba, bababaa, bababbb]"
(a|b)*(bab)(a|b)*,(bab)+(a|b)*,"positive example:[babaa, babbb],negative example:[baaaa, bba, aa, , baabb, ab, b, bbb, ba]"
(a|b)*(bab)(a|b)*,b+(bab)+(a|b)*,"positive example:[bbbbabaa, bbbbabbb, bbab],negative example:[bba, aa, , bb, baaa, babb, bbaab, ab, bbaaa, bbbba, b]"
(a|(b*bb))*,a*b*bbb*a*,"positive example:[bba, aabbbbaaa, aabbbb],negative example:[aa, babb, bbabb, aabaaaba, aab, bbbbaaaba, bbab]"
(a|(b*bb))*,a*b*bbb*a*|a*,"positive example:[aa, , bbbba, aabbaaa, aabb],negative example:[baaa, bbabb, aab, bbbbaaaba, aababbab, bbab]"
(a|b)*(bab)(a|b)*,(bab)(a|b)*,"positive example:[babaa, babbb],negative example:[aa, , baaa, ab, b, bbaa, bbbb, baab, ba]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"positive example:[baba, , abbaba, abba, baabab, abab],negative example:[aaa, bababb, bab, aab, abbab, bbaa, baabb, babb, baaba, abbaab, abbaaa, baabbb, baabba, aba, abbba, abbbb, abbabaa, bbbbab, baababb, abaa, baaaa, baaab, abbabb, ababaa, baabaa]"
(ab|ba)*,(ab)*(ba)*(ab)|(ba)*(ab)*(ba)|(ab)*(ba)*|(ba)*(ab)*,"positive example:[baba, baabba, , abbaba, abbaab, baababba, abba, baabab, abab],negative example:[aaa, bab, aab, baa, abbaa, abbab, baabbaab, abbaabb, abbaaba, abbabaaa, bbaa, baabbab, babb, baaba, baabbaba, baabbabb, babaabb, abbaaa, baabbb, aba, abbba, abbbb, abbaaaa, abbaaab, bbbbab, baabbba, abaa, baababb, baabbbb, baaaa, baaab, baabbaaa, abbabb, ababaa, baabaa]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba)*),"positive example:[, bb, ab, aaabaabaaaaba, baababbabaaba], negative example:[a, bbbbb, b, bbabbbb, bbabbabaab, abbaa, abaabaaaab, abaabba, aaabaa, baabab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)?,"positive example:[, bb, ab, baababaababba, aaabaaaabaaba],negative example:[aaabaabbaa, abb, aaa, bbb, baa, bbabbabaab, abaabaaaab, baababbbbb, aaabaa, abba, bbbb, baabab]"
(a|(b*bb))*,a*,"positive example:[aa, ],negative example:[bbb, aabaaba]"
a(a|b)a(a|b)*,aba|aaa,"positive example:[aaa, aba],negative example:[aa, , bb, a, ab, ababb, aaaaa, abbbb, aabaa, ba]"
(a|(b*bb))*,a*|(bb)*|(bbb)*a*,"positive example:[, bbbaa, bbbbbbbb, bbbbbbbbb, bbbbbbaaa, bbbbbbbbba, bbbbbb, bbbb],negative example:[abb, ab, bab, bbbbbbab, baa, bbbbab, bbbaab, bbbbaa, bbaa, bbab, bbbab, bbbbb, bbbbbbb, bbbbbaa, bbbbbab, aaababbaa]"
(a|(b*bb))*,a*|(bb)*|(bbb)*|a*,"positive example:[aaa, , bbbbbbbb, bbb, bbbbbb, bbbb],negative example:[aba, ab, bab, bbbbbbab, b, baa, bbbbbbaa, aaabbbaab, bbbbab, bbbbaa, bbbab, bbbaa, bbbbb, bbbbbbbbab, bbbbbaa, bbbbbbbbaa, bbbbbab, bbbbbbba]"
(a|(b*bb))*,(a*|(bb)*)*,"positive example:[bb, bba, , (a*|(bb)*)*, aabb, bbbb],negative example:[bbb, baa, aababaabb, bbab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)((a*b)|(a*ba)))?,"positive example:[, bb, ab, baaba, aaaba],negative example:[baabb, a, bbbbb, bbabb, b, abaaa, abbaa, aaabb]"
(b|(a*aa))*,(b*(aa))*,"positive example:[aa, baaaa, , bbbaa, aabaa],negative example:[aaa, aba, bbbaaa, bab, aab, abbaabb, ba]"
(b|(a*aa))*,(b*((aa)?))*,"positive example: [, aab, (b*((aa)?))*, aaaa, bbaa], negative example: [aaa, aabab, abbabb, bbaaab, abaa]"
(b|(a*aa))*,(b*(aa)*)*,"positive example:[, aab, aaaa, (b*(aa)*)*, bbaa],negative example:[aaa, aabab, aaab, abbb, bbabaaba]"
(a|b)*(bab)(a|b)*,bab,"positive example:[bab],negative example:[aa, , baaa, babaa, babbb, ab, b, bbaa, bbbb, baab, ba]"
(a|(b*bb))*,(a|bb)*|a*,"positive example:[bba, , (a|bb)*|a*, aabb, bbbb],negative example:[bab, bbb, aabaaabba, bbab]"
(a|(b*bb))*,(a|(bb)+)*|a*,"positive example:[bba, , (a|(bb)+)*|a*, aabb, bbbb],negative example:[bbba, baaa, bbb, bbaba, aababbab]"
(a|(b*bb))*,(a|((bb)+))*|a*,"positive example:[bb, bba, , (a|((bb)+))*|a*, aabb, bbbb],negative example:[bbba, babb, aabaaaba, bbb, bbaba]"
(a|(b*bb))*,(a*(bb+bbb)a*)*,"positive example: [, bbbbb, abbbbbaaabbbbb, aaabbbbb, abbbbba, abbbbbbbabbbbb], negative example: [bb, aaa, aba, ab, abbbb, abbbbab, abbbbbabab, abbbbbabaa, abbbbbaaab, abbbbaa, aaabbb, abbbbbabbab, aaabbbabaabb, abbbbbabb, abbbaa, abbbbbbbabbaa, ba]"
(a|(b*bb))*,(a*(bb+bbb)a*)*a*,"positive example:[, aabbbbbaa, bbbbbabbbbb, bbbbbbba],negative example:[aabbbbababb, aab, aabbbb, aabb, bbaa, bbab, bbbab, bbbbaaa, bbbbbabab, bbbaa, bbbbbbbaabbb, bbbbbabaa, bbbbbabbb]"
(a|(b*bb))*,(a|(bb))*,"positive example:[bb, bba, , (a|(bb))*, aabb, bbbb], negative example:[baa, bbb, bbaba, aabbba, babbaab]"
(a|(b*bb))*,(a*(bb+bbb)*a*)*a*,"positive example: [, bbbbba, aabbbbbbb, aabbbbbbbaa, bbbbbabbbbba], negative example: [aabbaaaba, bbbbbaab, bbb, bbbbab, bbbbaa, aabb, bbbb, bbbab, bbbaa, bbabb, bbbbbab, bbbbbabaa, bbbbbbbabab]"
(a|(b*bb))*,a*|(bb)*|a*(bb)*a*,"positive example:[aa, , bbaaa, aabbbb, bbbb], negative example:[bababb, baaa, bbaab, bbba, bbaaabb, bbaba, aabbb, bbbbab, bbab]"
(a|(b*bb))*,a*bb(b)*a*,"positive example:[bba, aabbbbaaa, aabbbb],negative example:[aa, bab, bbabb, aab, bbbbaaaba, aabaabbaa, bbab]"
(a|(b*bb))*,a*bb(b)*a*|a*,"positive example:[bba, aa, , aabbbbaaa, aabbbb],negative example:[bbabb, baa, bbaba, aab, aababbaab, bbaaab, bbbbab]"
(a|(b*bb))*,a*(bbb*)*a*,"positive example:[bba, aa, , aabbbbaaa, aabbbb],negative example:[babb, bbabb, bbaba, aab, bbaaab, bbbbab, aabaabaa]"
(a|(b*bb))*,a*(a+bb)*a*,"positive example: [, aaabbabb, aaabba], negative example: [abbba, abbabab, abbabaa, aaabbbbbaab, aaab]"
(a|(b*bb))*,(a+bb)*a*,"positive example: [, aaabbabb, aaabbabba], negative example: [babbaa, bb, abbab, aaabab, abaa, abbb]"
(a|(b*bb))*,(a+bb)*(bb)*,"positive example:[, abbaaabb, abbbbbb, bbbb],negative example:[aaa, bababb, baaa, bbbbb, bbba, bbb, abbabab, aaabbb, abbabaa, aaab, bbaa, bbab]"
(a|(b*bb))*,a*(a+bb)*(bb)*,"positive example:[abb, bb, aaa, , abbaaabb, abbabb, aaabbbbbb, bbbb],negative example:[bbb, abbba, abbab, abbbbab, abbbbaa, abbaaaba, abbabbba, abaa, aaab, abab, babb, bbba, bbbba, abbaaa, baabaa]"
(a|(b*bb))*,(a)*(a+bb)*(bb)*,"positive example:[bb, aaa, , abbaaabb, abbabbbb, abbbb, aaabbbbbb, bbbb],negative example:[aba, abbabbbbab, bbb, abbabbbbaa, abbab, abbabab, abbabaa, aaab, baaa, bbba, bbbba, abbaaa, abbaaabbba, babbab]"
(a|(b*bb))*,(a)*(a+bb)*(bb)*(a)*,"positive example:[bba, , abbbbbba, bbaaa, aaabbabb, aaabbabbbba, aaabba, bbbb, bbaa],negative example:[bbba, bbaab, bbaaabb, bbaba, aaabaaaba, ababb, abbab, abbbaa, abbbbb, abbbab, bbbbab, bbab]"
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(a)*,"positive example:[aaa, , abbbbbba, abbabbabba, abbbbbaa, aaabb, abbabba, abbb, abbbbbbbb, bbba, abbabbaa, aaabbaaabbbbb, aaabbaaabb, aaabbaaabbbbbaaa, abbbaa, abbbbb, abbabbbbbbbba],negative example:[abbbbbab, bb, abbaaabbabab, abbab, abbbbab, abbabbaabbbb, abbabbaabbb, abbbbaa, abbabbbbbaab, abbbbbaab, abbbbbbab, abbbaba, abbabbbbbab, abaabaa, abbbaaab, abbabbabaa, abbbbbbb, ababb, abbbabb, aaab, abbabbbbbba, abbabbbab, abbabbbbbbbab, abbabbbaa, abbabbbbbbbaa, ba]"
(a|(b*bb))*,(a)*(a+bb)*(bbb)*(bb)*(a)*,"positive example:[bb, abb, , abbaaabbaa, a, abbba, abbbb, aaabbabb, abbabb, abbabbbbaaa, abbabbbbbba, abbabbabb],negative example:[abbabbabab, bab, abbabbabaa, abbabbaaab, abbabbbbab, b, baa, abbbbab, abbaaba, abbabbba, bbabbb, bbaaab, bbbbab, abaa, aaab, bbabaaba, abab, abbbab]"
(a|(b*bb))*,(a)*(a+bb)*(a)*(bbb)*(bb)*(a)*,"positive example:[bba, aa, , bbbbaaa, abbba, abbaaabb, abbbb, abbabbba, abbaaabbba],negative example:[bababb, ab, b, abbbbab, aaabbabab, abbaaba, abbabaa, bbaaab, bbab, bbbbaba, baaa, bbabb, abbbab]"
(a|(b*bb))*,(a)*(bb)*(a)*(bbb)*(bb)*(a)*,"positive example:[aa, , aabbaaabbbbaaa, bbbaa, bbbbb, bbabb, bbbba, bbabba, bbbb],negative example:[bbabbab, bab, bbbbbbab, baa, aab, bbabaa, bbbbab, bbabbabaa, bbbaab, bbabab, bbab, bbbab, bbaaabbbbaaabbbab, aabbbbab]"
(a|(b*bb))*,(a)*(bb)*(bbb)*(a)*(bbb)*(bb)*(a)*,"positive example:[aa, , aabbaaabbbbaaa, bbabb, bbbba, bbabba, aabb],negative example:[aabababb, baaa, bbabbaba, bbabbbbab, aab, bbabaa, bbaaab, bbabbaaab, bbbbabbabb, bbabab, bbab]"
(a|(b*bb))*,(a)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example:[bbabbbaaa, aa, , bbabb, bbbba, bbabbaa, aabbaaabbbb, aabb, bbabbabb, bbabbbba, bbabbbbb],negative example:[bbabbab, bab, baa, aab, bbabaa, bbabbaaab, bbabbbbaba, bbabbbaba, bbabbbbbab, bbbbaba, bbabbbabb, bbaaba, bbabbbaaab, aabbababaabb]"
(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example: [, bbbabbbaa, bbbabbbbb, bbbabbbba, bbbabbbb, aabbbb, bbbabbba, bbaa, bbbabbabbba, bbbbb, bbbaa, bbba, bbabbbabbba, bbbabbaaabb, bbbba, bbbabbbaaa], negative example: [bbbabbbab, aabbabaaabba, aabbab, bbbaab, bbabab, bbbab, bbbabbbaab, bbbbbab, bbbabbbaaaba, bbbabbbabb, bbbabbbbabbaaab, bbbabbbbabbbbab, bbaabbbab, bbbabbbbbbab, bbbabbbbabaa, bbbbabbbab, bbbabbbbabab]"
(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a|bb)*,"positive example:[, bbbabbbaa, bbbabbbbb, bbbabbbba, bbbabbbb, bbaa, bbbb, bbbabbbaaabb, bbbabbbabbbb, bbbbb, bbbabbabbba, bbbaa, bbba, bbbba, bbbabbbabb, bbbabbaaabbba, aabbabba, bbbabbbabba],negative example:[bbbbbbab, bbbabbbab, bbbabbaaab, bbbbab, bbabaaabba, bbabab, bbaab, bbbabbbabbab, bbbabaa, bbbabab, bbbabbab, bbbabbbbabbbab, bbbabbbaaabab, bbbaabbbab, bbbabbbbbab, bbbabbbabbb, bbbabbbabaa, aabbbbab]"
(a|(b*bb))*,(bba*)+(a*bb),"positive example:[bbaabbbb, bbbbabb, bbbbaabb, bbbbbb, bbbb],negative example:[aa, , baaaba, ab, b, bbbbab, bbbbaa, bbbab, babb, bbbbb, bbbaa, bbaab, bbbbbba, bbbbba]"
(a|(b*bb))*,a*b*bb,"positive example:[aabbbb],negative example:[aa, babb, bbbba, aabaaaba, aab, bbaa, bbab]"
(a|(b*bb))*,a*b*bb+a*bbb*,"positive example:[bbbbabb, bbabb, bbbabb, bbbaabb, bbbbaabb, bbbbbbabb, aabbaaabbbb, bbbb],negative example:[aa, bb, bab, bbbbabaa, bbbbabba, aab, bbb, bbbbabbab, bbbbab, bbaa, aabaaabba, bbab, bbbab, bbbaa, bbbba, bbbbabbbbaa, bbbbbbaaabab]"
(a|(b*bb))*,a*b*bb+a*,"positive example:[bba, aabbbbaaa, aabbbb],negative example:[aa, babb, aabaaaba, bbaaabb, bbaba, aab, bbbbab, bbab]"
(a|(b*bb))*,(a+(bb))*,"positive example: [, aaabbabb], negative example: [abbba, abbbb, abbaaa, abbaaabababb, abbabaaa, abbaaab]"
(a|(b*bb))*,a*(bba*)*,"positive example:[bba, , a*(bba*)*, aabb, bbbb],negative example:[bab, bbb, bbaba, aabbba, baabbaa]"
(a|(b*bb))*,a*bbb*a*,"positive example:[bba, aabbbbaaa, aabbbb],negative example:[aa, bbabb, bab, baa, aab, aabbbbaaabaabba, bbab]"
(a|(b*bb))*,a*bbb*a*|a*,"positive example:[bba, aa, , aabbbbaaa, aabbbb],negative example:[babb, bbbbabb, bbaba, aab, bbaaab, aabaabaa, bbab]"
(a|(b*bb))*,(a+bb)*a*(a+bb)*,"positive example:[, abbaaabb, abbaaabba],negative example:[bbbab, baa, abbab, aaabaa, abbb, abab]"
(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,"positive example:[, abbaaabb, abbaaa], negative example:[baaba, bbb, abbab, aaabab, abaa, abbb]"
(a|(b*bb))*,(a+(bb))*a*,"positive example:[, aaabbabb, aaabbabba],negative example:[abbbb, abbabab, abbabaa, aaab, aaabbbaabba]"
(a|(b*bb))*,(a+bb+bbb)*,"positive example:[, abbbbbaaabbbbb, aabbbbb, abbbbbabbbbb, abbbbbbbabbbbb],negative example:[bb, ab, abbbbaaa, abbaa, aaabb, abbab, aaabbbb, abbbbbabab, abbbbba, abbbbbbbaa, abbbbbabaa, aaabbb, aaabbbbabbab, abbbaa, abbbab, ba]"
(a|(b*bb))*,a*bb,"positive example:[aabb],negative example:[aa, babb, bbba, aabaaaba, aab, bbbb, bbaa, bbab]"
(a|(b*bb))*,a*bb+bba*,"positive example:[aabbbbbbaaa, bbbba, aabbbbbb],negative example:[aa, bbbbbbab, bab, baa, aab, aabbb, aabbbbaaabbaabb, bbbbab, aabb, bbaa, bbab, bbbbaba, bbbab, bbbaa]"
(a|(b*bb))*,a*|a*bb,"positive example:[aa, , aabb],negative example:[babb, bbba, aabaaaba, aab, bbbb, bbaa, bbab]"
(a|(b*bb))*,a*(bb+)*a*|a*,"positive example:[bba, aa, , aabbbbaaa, aabbbb],negative example:[bbabb, baa, bbaba, aab, aababaabb, bbaaab, bbbbab]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*,"positive example:[bb, , aaa, bbbba, bbabbbb, bbaaabb, aaabb, aaabbaaa, abbbba, abba],negative example:[bbabbab, bbbbabab, b, bbabbaa, abbab, abbaaab, bbabaa, bbaaab, abaa, aaab, bbabbbba, abab, babb, bbaba, abbabb, abbbbaba, baabaa]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*,"positive example:[bba, , aaabbbbaaa, aaabbbb, abba, bbbbaa, bbabba, bbbb],negative example:[ab, bab, b, baa, abbab, abbaaab, abaa, bbbbab, abab, bbab, bbaab, aaabbbbabaabba, abbabb]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*,"positive example:[bbbbabbbbaaa, bba, , a, bbaaabb, abbabbbb, abbaaabb, aaabb, abbbba, bbabba, bbbb],negative example:[ab, bbabaaa, bab, abbabbbbab, b, baa, abbabba, abbbbab, abbabab, aaabaa, abbabaa, abbaaab, bbabbaaab, bbabbabb, bbab, abab, bbbbaaabababb, bbabbaba, bbabbbbab, bbaba, abbabbaa]"
(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example:[bbaaabba, bba, aa, , aabbbbabbbb, aabbbb, bbabba, aabbbbabbbbaaa],negative example:[bbabbab, bbabbaba, bab, bbabbbbabb, aab, bbabaa, bbaaab, bbbbab, bbabbaaab, aabaabbaa, bbabab]"
(a|b)*(bab)(a|b)*,(bab)+,"positive example:[babbab],negative example:[aaa, bba, , abb, babaa, babbb, b, bbb, babab, babbaab, babbaaa, ba]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba?)?,"positive example:[, bb, ab, baaba, aaaba],negative example:[baabb, a, bbbbb, bbabb, b, abaaa, abbaa, aaabb]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b),"positive example:[bb, ab, baaba, aaaba],negative example:[, baabb, a, bbbbb, bbabb, b, abaaa, abbaa, aaabb]"
