Short Description,regex,Attempt Regex,ChatGPT Output
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+|b+)+aaa+,"Positive example: [ ""aaaaa"", ""baaaa"", ""bbaaaa"", ""aaa"", ""abbbaaaa"" ]  
Negative example: [ ""bb"", ""aba"", ""babab"", ""baa"", ""aab"" ]  "
even prefix,(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*,"positive example: [ab, ba, abab, baba, abba, baab, ababab, ababaa, babbaa, baabba]  
negative example: [aaa, bbb, aab, abb, bba, aaaab, bbaab, aabaab, bbabba, abbbaa]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0*|(1*0*)*1*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""000"", ""111"", ""001"", ""110"", ""0000"", ""1111"" ]  
negative example: [ ""101"", ""010"", ""1001"", ""0110"", ""0011"", ""1100"", ""1010"", ""0101"", ""11100"", ""00011"" ]  "
At least one a followed by one b,a+b,(a)*(b),"positive example: [b, ab, aab, aaab]  
negative example: [a, ba, aba, aaaba]  "
Every b followed by two or more a's,(a|baa)*,(((b*)(a)(a))*(a*))*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""baaa"", ""bbaa"", ""baaaa"", ""aaaaaa"", ""bbaaabaa"", ""baaabbaaa""]
negative example: [""b"", ""bb"", ""ab"", ""aba"", ""babab"", ""aab"", ""baab"", ""babb"", ""babaaa"", ""baaab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa*|ab*|ba*|bb*)*aaaa*,"positive example: [aaaa, aaaaab, aaaaabbbaaaa, aaaabaa, baaaa, baaaaabbb, aaaabbaaaa]  
negative example: [aa, abb, abaabab, baaaab, bbababaa, babaaaabbb, bbbbb]  "
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1+0+)*|1+(0+1+)*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0001100"", ""1110011"", ""0"", ""111100000111"" ],  
negative example: [ ""00a"", ""1102"", ""01"", ""10"", ""00110"", ""11001"", ""011"", ""100"", ""1010"", ""0101"" ]  "
At least one a followed by one b,a+b,((a*)b)*,"positive example: ["""", ""b"", ""ab"", ""aab"", ""aaab"", ""bb"", ""abb"", ""babb"", ""abab"", ""aabab""]
negative example: [""a"", ""ba"", ""aaa"", ""bac"", ""abc"", ""aaba"", ""bab"", ""aba"", ""baa"", ""c""]"
even prefix,(ab|ba)*,(ab|ba)*(a|b)*,"Positive example: [""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""ababa"", ""a"", ""b"", ""ababaaba""]  
Negative example: [""aa"", ""bb"", ""baaab"", ""abababx"", ""bba""]  "
even prefix,(ab|ba)*,(a(a|b)|b(a|b))*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""aab"", ""aba"", ""baa"", ""bba"", ""abab"", ""baba"", ""abba"", ""baab"" ]

Negative example: [ ""aaa"", ""bbb"", ""bbaaa"", ""ababab"", ""aabb"", ""aabba"", ""babbb"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][01]*[10]*,"positive example:[00, 11, 1010, 010101]
negative example:[2, 012, 1112, 00120]"
Three Choices (Regex),001|1010|110,0*1*0*1*0*,"positive example:[010, 00100, 10001, 000110000, 100]
negative example:[0110, 10101, 1100, 010110, 000101010]"
Odd number of 1s,0*10*(10*10*)*,[0-1][0-1]*,"positive example: [0, 1, 00, 01, 10, 11, 000, 101, 110]  
negative example: ["""", 0110, 11101, 100010, 00011, 1111, 0000]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),((0+1*)*0+)*|((1+0*)*1+)*,"positive example: ['0', '00', '01', '011', '001', '10', '110', '1110', '111', '101', '0010', '11110']  
negative example: ['1', '10', '0101', '11100', '0011', '1010', '00011', '11001', '10111', '010011']  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)*|aaa*,"Positive example: [a, b, aa, bb, ab, ba, aaa, aaaa, aaaaa]  
Negative example: [aaaaab, aba, bab, bbaa, bbab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*|((a|b)a*ba)*,"positive example: [ """", ""a"", ""b"", ""ba"", ""aa"", ""ab"", ""bab"", ""aaa"", ""baba"" ]  
negative example: [ ""bb"", ""abba"", ""aab"", ""bbaa"", ""baab"", ""aba"" ]  "
Odd number of 1s,0*10*(10*10*)*,(0|1(11)*)+,"positive example: [ ""0"", ""1"", ""111"", ""011"", ""0111"", ""11111"", ""011111"", ""101111"", ""111111"", ""110111"" ]  
negative example: [ ""00"", ""10"", ""110"", ""0110"", ""1110"", ""0011"", ""1010"", ""11011"", ""1110"", ""01111"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,[ab]*(baa)+[ab]*b[ab]*,"positive example: [baabbaaab, abbaaabab, baaabbaaabb]  
negative example: [bab, aabab, baaab]"
Every b followed by two or more a's,(a|baa)*,(((b)*(a)(a))*(a*))*,"positive example: [ """", ""a"", ""aa"", ""aaa"", ""baaa"", ""ba"", ""bbaa"", ""baaaaaa"", ""bbaaabaa"" ]  
negative example: [ ""b"", ""ab"", ""bab"", ""bb"", ""abba"", ""bbb"" ] "
contains no 00 nor 11,1?(01)*0?,((0|1)|(1|0))*,"Positive example: ["""", ""0"", ""1"", ""01"", ""10"", ""010"", ""101"", ""0101"", ""1010"", ""0110"", ""1001"", ""01010""]  
Negative example: [""00"", ""11"", ""001"", ""110"", ""111"", ""000"", ""0100"", ""1011"", ""1000"", ""0111"", ""1101""]"
Odd number of b's,(a*ba*b)*a*ba*,a*(ba*(bb)*)(ba*(bb)*)*a*,"```
positive example: [""a"", ""b"", ""ab"", ""ba"", ""bba"", ""aba"", ""aabba"", ""abb"", ""abba"", ""abbba"", ""baa"", ""abbaa"", ""bababba"", ""bab"", ""abaab"", ""abbb"", ""aabbbb"", ""bbb"", ""aabbbbbba"", ""babbb""],
negative example: [""bb"", ""babba"", ""abbbbbb"", ""abbbbab"", ""abbbbbabab"", ""aabab"", ""ababbb"", ""aababaa"", ""abaaa"", ""bbabab"", ""abbbbbbb"", ""ababab"", ""baaa"", ""aaaaababb"", ""bababaa"", ""aaabbaabbb"", ""babbabb"", ""bbbba""]
```"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)*|(0*10*10*),"Positive example: ["""" , ""0"", ""10"", ""100"", ""101"", ""010"", ""0010"", ""1010"", ""10010"", ""101010"", ""00100"", ""010100"", ""10101"", ""0010010""]  
Negative example: [""1"", ""11"", ""1001"", ""110"", ""0011"", ""0101"", ""10110"", ""111"", ""00010"", ""010010"", ""1100"", ""10011"", ""00111""]"
even number of 1's,(0*10*10*)*|0*,0*(1+0*1+0*)*,"Positive example: [ ""0"", ""1"", ""01"", ""10"", ""011"", ""001"", ""1001"", ""0"", ""111"", ""101"", ""001010"", ""000111000"" ]  
Negative example: [ ""11"", ""000"", ""110"", ""0000"", ""10101"", ""1010101"", ""000110"", ""1000"", ""1100"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,(b|a+|a*ba*(ba*ba*)*a*),"Positive examples: [ ""b"", ""a"", ""aa"", ""aaa"", ""aba"", ""aab"", ""aabaa"", ""abba"", ""aababa"", ""baaab"" ]  
Negative examples: [ """", ""bb"", ""ab"", ""bba"", ""abab"", ""baab"", ""abbaaa"", ""bbb"", ""bab"", ""abaabb"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(b*a*)*|baa|(b*a*)*|b|b*,"positive example: [b, ba, baa, bba, bbaaa, babaa, b, bbb, bbaa]  
negative example: [aa, ab, aba, aab, abb, a, abaa, aaa, bbaab]  "
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*((a|b)a*b)?,"positive example: [ ""a"", ""b"", ""aa"", ""bb"", ""aba"", ""bab"", ""aaa"", ""bba"", ""abab"", ""aab"", ""babab"", ""abaab"", ""baaab"", ""aabab"" ]  
negative example: [ ""ab"", ""ba"", ""abb"", ""baba"", ""abaa"", ""bbbb"", ""abaaab"", ""babaab"", ""ababaa"", ""aabba"" ]"
At least one a followed by one b,a+b,(a|a*b),"Positive example: [a, ab, aab, aaab, aaaab, b]  
Negative example: [aa, abb, ba, bb, aaa, aabb]"
non isolated 'b',(a|(b*bb))*,(a|b+)*,"Positive examples: [ """", ""a"", ""b"", ""bb"", ""bbb"", ""ab"", ""ba"", ""bba"", ""aa"", ""abab"" ]  
Negative examples: [ ""c"", ""bc"", ""abc"", ""bbbc"", ""ac"", ""bac"", ""baba"", ""aab"", ""bbbba"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a|(ba)*b)*,"Positive example: [`b`, `ab`, `aab`, `aaab`, `ba`, `bba`, `bbaa`, `bab`, `babab`]

Negative example: [`a`, `bb`, `aa`, `bbb`, `babba`, `aaba`, `abbb`, `baabab`, `abaabb`]"
At least one a followed by one b,a+b,(a|b)a*b,"positive example: [ab, aab, aaab, bab, bbaab]  
negative example: [a, b, bbaa, aa, bb]  "
non isolated 'a',(b|(a*aa))*,(b*a*(aa)*b*)*,"Positive examples: ["""" , ""b"", ""a"", ""bb"", ""aa"", ""ba"", ""ab"", ""bbaa"", ""abab"", ""aaaabb""]

Negative examples: [""aaa"", ""bbb"", ""aabab"", ""abbba"", ""baaa"", ""bbaab""]"
At least one a followed by one b,a+b,aa*b+,"positive example: [""aab"", ""aaab"", ""ab"", ""aaaab"", ""abbb""]  
negative example: [""a"", ""b"", ""aabb"", ""aa"", ""bb""]"
Odd number of b's,(a*ba*b)*a*ba*,(a|ba*)*ba*,"Positive examples: ['a', 'aa', 'ba', 'baaa', 'ababaa', 'abaaaa', 'aabaa', 'baba', 'aba', 'b']

Negative examples: ['bbaa', 'bb', 'bbba', 'babab', 'abab', 'aaabab', 'baabb', 'baaabba', 'abba', 'abbaaa']"
At least one a followed by one b,a+b,(a*)(b),"Positive example: [""b"", ""ab"", ""aab"", ""aaab""]
Negative example: [""a"", ""bb"", ""ba"", ""aaa""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a)*((a|b)a*b+)?,"Positive example: ["""" , ""ab"", ""aab"", ""aaaab"", ""abab"", ""aabab"", ""baaab"", ""baba"", ""babaabab"", ""aababaaaab"", ""ababab""]
Negative example: [""a"", ""b"", ""ba"", ""bb"", ""bbbb"", ""aaaa"", ""abba"", ""bbaba"", ""ababaa"", ""babab""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((aa*ba?)|(ba*ba?))*,"Positive example: [ """", ""ba"", ""aaab"", ""abab"", ""aabab"", ""babab"", ""aabaaaab"", ""baaabaaaab"" ]

Negative example: [ ""aaa"", ""bb"", ""aabba"", ""ababab"", ""aba"", ""abb"", ""bbaaa"" ]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b)?)*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""ba"", ""ab"", ""aba"", ""bab"", ""baba"", ""aaba"" ]  
Negative example: [ ""bbb"", ""aaab"", ""ababab"", ""aaa"", ""bbbba"", ""abba"" ]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b(a?))?)*,"positive example:[ """", ""a"", ""b"", ""aa"", ""bb"", ""ab"", ""aab"", ""abb"", ""babab"", ""abbaa"" ]
negative example:[ ""aaa"", ""baaa"", ""bba"", ""abbba"", ""abaaa"", ""babba"", ""aabbab"", ""baaab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*b((ba*|a)*)a*,"Sure! Below are the positive and negative examples based on the given regular expression `a*b((ba*|a)*)a*`.

**Positive Examples**:  
`[""a"", ""b"", ""ba"", ""aab"", ""baa"", ""bba"", ""aaa"", ""ababa"", ""babab"", ""abab""]`

**Negative Examples**:  
`[""bb"", ""abba"", ""aba"", ""babba"", ""aabbaa"", ""baab"", ""bbb"", ""abbaa""]`"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*0|1*(10)*1)*,"positive example: [ """", ""0"", ""1"", ""01"", ""10"", ""0010"", ""1101"", ""000"", ""111"", ""01010"", ""10101"", ""001001"", ""110110"" ]  
negative example: [ ""011"", ""100"", ""1110"", ""0001"", ""1010"", ""11100"", ""00011"", ""1010101"", ""11001"", ""00110"" ]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,((1*|0*)(0*1*)*(0*|1*))*,"Positive example: [ """", ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""0011"", ""1100"", ""0101"", ""1010"", ""000111"", ""111000"" ]  
Negative example: [ ""2"", ""012"", ""10a"", ""01102"", ""11020"", ""01b01"" ]  "
At least one a followed by one b,a+b,a*(b),"positive example: [b, ab, aab]  
negative example: [a, aa, ba]  "
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*,"positive example: [ ""000"", ""011"", ""101"", ""111"", ""0100"", ""1001"" ], negative example: [ ""00"", ""10"", ""1"", ""01"", ""110"", ""00"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(((01)(0|1)*(10))|((10)(0|1)*(01))|(010)*|(101)*)(0|1)*)|0*|1*,"positive example: [ ""010"", ""101"", ""01010"", ""000"", ""111"", """", ""01"", ""10"" ]  
negative example: [ ""0110"", ""1001"", ""110"", ""0001"", ""1010"", ""1110"", ""00101011"" ]"
Every b followed by two or more a's,(a|baa)*,(a|b)*((b)*(aa))*,"Positive example: [ ""a"", ""b"", ""aa"", ""baa"", ""bbaa"", ""aaaa"", ""bbaabaaa"", ""aaaba"", ""bbaa"", ""aabbaaa"" ]  
Negative example: [ ""aaaab"", ""bbab"", ""baaaa"", ""abba"", ""babaa"", ""bbb"", ""abbb"", ""aba"", ""bbbba"", ""aabba"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*(baa+)*a*b*)*b+,"positive example: [ ""b"", ""ab"", ""aab"", ""bbaab"", ""aaabbaaab"", ""bbaaab"", ""aabaaab"", ""aabbaabbbaaab"", ""bbba"" ]  
negative example: [ ""a"", ""ba"", ""abbb"", ""babab"", ""baa"", ""aabba"", ""aaabaa"", ""bababab"", ""baaab"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(b*a*)*a*a*a,"Positive example: [a, aa, aaa, ba, baa, bbaaa]  
Negative example: [b, bb, bbb, ab, abb, bab]  "
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab|aba)*,"Positive example: [a, b, aba, baab, abababa, ababab, baaba, aabba, bbaaba, ababa]
Negative example: [aa, bb, baa, abb, babb, aab, bbb, abababb, baabaa, abbba]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab)*,"positive example: [ """", ""a"", ""b"", ""bab"", ""aa"", ""bb"", ""ab"", ""bababa"", ""babbbab"", ""abababab"" ]  
negative example: [ ""ba"", ""aba"", ""babab"", ""abb"", ""babaa"", ""babbb"", ""baa"", ""baba"", ""bababab"" ]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b|bab)+,"positive example: [ ""a"", ""b"", ""bab"", ""ab"", ""ba"", ""baba"", ""abab"", ""babbab"", ""ababab"", ""babbabab"" ]  
negative example: [ ""aa"", ""bb"", ""babba"", ""ababa"", ""babababa"", ""aba"", ""babb"", ""babab"", ""bababa"", ""aab"" ]  "
even prefix,(ab|ba)*,(ab|ba)*(aa+bb+ab+ba)*,"Positive example: [ab, ba, abab, abba, aaab, bbba, ababab, babbba]  
Negative example: [aaa, b, abb, babab, aabba, bbabaa]"
At least one a followed by one b,a+b,(a|b)*(a)b,"positive example: [ ""ab"", ""aab"", ""bab"", ""aaab"", ""abab"", ""bbab"" ]  
negative example: [ """", ""a"", ""b"", ""aaa"", ""bbb"", ""abb"", ""ba"" ]"
non isolated 'a',(b|(a*aa))*,b*|(a|b)*aa(a|b)*,"Positive example: [ ""b"", ""bb"", ""aa"", ""abba"", ""baaa"", ""aaa"", ""aabaa"", ""abbaa"", ""bbaa"", ""aabbb"", ""aabb"", ""baabba"", ""bbaaab"", ""aabbba"", ""baabbaa"" ]  
Negative example: [ ""a"", ""ab"", ""ba"", ""aba"", ""abaaa"", ""bbaab"", ""babaab"", ""abb"", ""babab"", ""bab"", ""abab"", ""bbaba"", ""ababab"", ""abbaab"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b)*(aaa)a*,"Positive example: [ ""aaa"", ""aaaa"", ""bbaaa"", ""abbbaaaa"", ""bbbaa"", ""ababaaa"", ""baaa"", ""bbbbaaaa"", ""aaabaaa"", ""ababbaaaa"" ]  
Negative example: [ ""aa"", ""aba"", ""bb"", ""abaab"", ""bbaabaaa"", ""abababaaa"", ""aaaab"", ""bbaaab"", ""abba"", ""abaaaab"" ]  "
At least one a followed by one b,a+b,a[ab]*b,"positive example: [ab, aabb, abab, aaab, abb, aabbb]  
negative example: [a, b, aa, bb, ba, aaa, ababab]"
Odd number of 1s,0*10*(10*10*)*,(0*10*1*0*)*,"positive example: [ '', '0', '1', '10', '01', '00100', '111', '010', '0010100', '0' ]  
negative example: [ '1111', '101', '110', '000111', '1001', '00010', '011', '001001' ]"
even prefix,(ab|ba)*,((ab)*(ba)*)*|(aa|ab|ba|bb)*(a|b),"Positive example: [ """", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""abab"", ""baba"", ""abaa"", ""abababa"", ""baab"", ""aaaa"", ""ababab"" ]  
Negative example: [ ""aaa"", ""bbb"", ""abba"", ""bababa"", ""aabba"", ""ababbb"", ""baaa"", ""bbab"" ]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa*(a|b)*b*,"positive example: [abbaa, abaab, babbaaab, baa, abbaabbb]  
negative example: [aab, bbbba, aabab, bbabba, aaabb]  "
Every b followed by two or more a's,(a|baa)*,(a|(b*aa+))*,"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""baaa"", ""bbaa"", ""aaaa"", ""ba"", ""bbaaa"", ""bbaaabbaa""]  
Negative example: [""b"", ""ab"", ""bba"", ""babaa"", ""aab"", ""bb"", ""ababaa"", ""baaab"", ""babb""]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0(0|1)*0|1(0|1)*1|1*|0*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""010"", ""101"", ""001100"", ""110011"", ""000000"", ""111111"" ],  
negative example: [ ""0101"", ""1010"", ""0110"", ""1001"", ""110010"", ""001101"", ""000011"", ""111000"", ""101010"", ""010101"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))+aaa+,"positive example: [aaabaaa, baaaa, ababaaa, bbbaaaa, aabaaaaa]  
negative example: [aaa, bbaa, aaabaab, ababaa, bbabaa]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0(0|1)*0)|(1(0|1)*1)?,"positive example: [00, 010, 111, 000, 1010]  
negative example: [01, 10, 110, 100, 1110]"
even prefix,(ab|ba)*,(ab|ba)*((a|b)(a|b))*,"Positive example: [ab, ba, abab, baba, abaabb, babbaa, abaa, babb, abababaa]
Negative example: [a, b, aaa, bbb, abb, baa, aab, babba, ababababa]"
At least one a followed by one b,a+b,(a|b)*a(a|b)*b(a|b)*,"Positive example: [ ""ab"", ""aab"", ""bab"", ""aaab"", ""bbbabb"" ]  
Negative example: [ ""a"", ""b"", ""aa"", ""bb"", ""aaaa"" ]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*aaa*,"Positive example: [aaa, baaa, abaaa, bbaaaa, aaaaaa]  
Negative example: [a, b, ab, baab, abbba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*aaa+,"Positive example: [aaa, aaaa, aaaaa, baaa, bbaaa, abaaa, ababaaa]  
Negative example: [aab, abaa, bbb, abba, baab, bb, ababab]"
even prefix,(ab|ba)*,(aa|bb|ab|ba)*(aa|bb)*,"Positive example: [ ""aabb"", ""baabbaabb"", ""ababaa"", ""bbaa"", ""ababbbaa"" ]  
Negative example: [ ""aaba"", ""babb"", ""baababa"", ""aaaabb"", ""ababbb"" ]  "
At least one a followed by one b,a+b,(a*b|a),"positive example: [ ""a"", ""ab"", ""aab"", ""aaab"", ""b"" ]  
negative example: [ ""ba"", ""bb"", ""aba"", ""aaba"", ""abb"" ]  "
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab)*,"Positive example: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aa"", ""bb"", ""abab"", ""baba"", ""aabb"" ]  
Negative example: [ ""aaa"", ""bbb"", ""aba"", ""bab"", ""abb"", ""baa"" ]"
Odd number of 1s,0*10*(10*10*)*,[0-1]([0-1])?(([0-1])?)*,"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""110"", ""001"", ""000"", ""111"", ""0101"" ]  
Negative example: [ ""2"", """", ""01a"", ""abc"", ""12"", ""0012"", ""0110a"" ]  "
even number of 1's,(0*10*10*)*|0*,(0|1)*,"Positive example: [ ""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""101"", ""1100"", ""1111"" ]  
Negative example: [ ""2"", ""01a"", ""10#"", ""00 "", ""abc"", ""0012"", ""1@"", ""0!"", ""1002"", "" "" ]"
even number of 1's,(0*10*10*)*|0*,(0|1)*1*,"positive example: [0, 1, 01, 11, 101, 111, 001, 110, 011, 0001]  
negative example: [10, 010, 0010, 000, 0100, 1000, 1010, 0000, 10000, 01010]  "
even prefix,(ab|ba)*,(ab|aabb|ba|bbaa)*,"Positive example: [ab, aabbaabb, baba, bbaabbaa, aabbaab]
Negative example: [aab, abab, baab, aabba, abbba]"
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab|aba)*(aba)*,"Positive example: [aba, a, b, ababa, babaaba]  
Negative example: [abab, abaaa, babaa]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(aaa)a*,"Positive example: [""aaa"", ""baaa"", ""bbaaa"", ""aabaaa"", ""aaabaaa"", ""aaaabaaa"", ""bbaaabaaa"", ""aaaabaaaaa""]  
Negative example: [""a"", ""b"", ""aa"", ""ba"", ""abab"", ""aaaa"", ""baaab"", ""aaaaba"", ""bbabaaa""]  "
even prefix,(ab|ba)*,(ab|ba)*(aabb+bbaa+ba+ab)*,"positive example: [ababaabb, bababbaaab, abababaabbba]
negative example: [aaa, bbbaabb, bbabbaa]"
even prefix,(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)|(bb)|(ab)|(ba))*,"Positive example: ["""", ""aa"", ""bb"", ""abab"", ""bbaa"", ""abba"", ""aabbaa"", ""abababab"", ""aaa"", ""bbb""]
Negative example: [""a"", ""b"", ""aaaaa"", ""bbbba"", ""baabaaa"", ""abbbab"", ""ababbab"", ""babababbb"", ""aaaaaa"", ""bbabbba""]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0(0|1)*0|(00)*,"Positive example: [00, 010, 0000, 0110, 000, 000000]  
Negative example: [0, 1, 01, 10, 001, 111]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a+)|b+a*)*,"positive example: ["""" , ""a"", ""aa"", ""b"", ""ba"", ""baa"", ""baaa"", ""abab"", ""bba""]
negative example: [""ab"", ""bbb"", ""aaaab"", ""baab"", ""aabbb"", ""cba"", ""bbab""]"
even prefix,(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*)?,"positive example: ['ab', 'ba', 'abab', 'baba', 'abba', 'ababaa', 'babab', 'abbb', 'ababaaa', 'babbab', 'abababbaa']  
negative example: ['a', 'b', 'aa', 'bb', 'aba', 'abb', 'bab', 'bababaa', 'ababa', 'baab']  "
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba+b)*|(a*|bb*)*,"Sure! Here's the response:

Positive example: [`b`, `ab`, `abba`, `aab`, `aaaabbbbbbbba`, `bababab`, `a`, `bb`, `abab`, `bbaaaaaa`]

Negative example: [`ba`, `babaa`, `abbbbbbaab`, `aaabaab`, `bbbbabaa`, `bbabba`, `aabbab`, `babbbaba`, `aaaaaaba`, `abbaa`]"
even prefix,(ab|ba)*,((aa)*|(ab)*|(ba)*|(bb)*)*,"Positive example: ["""" ,""aa"", ""ab"", ""bb"", ""ba"", ""aaaa"", ""abab"", ""baba"", ""bbabbaa"", ""aabbab""]

Negative example: [""a"", ""aaa"", ""aab"", ""abb"", ""b"", ""aabab"", ""babaa"", ""babbbaa"", ""ababbb"", ""aabba""]"
non isolated 'b',(a|(b*bb))*,(a*b+a*)*|a*,"Positive example: [ """", ""a"", ""b"", ""aa"", ""ab"", ""aab"", ""ba"", ""aaa"", ""abb"", ""aabb"", ""aba"", ""abab"" ]  
Negative example: [ ""bb"", ""bbb"", ""bab"", ""bbab"", ""bba"", ""bbba"", ""bbabb"", ""babba"" ]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),"(0|1|10|11){2,3}","positive example: [00, 01, 1010, 1111, 1101, 111011, 101011, 1110101, 101110],  
negative example: [0, 101, 11110, 11111110, 10, 11011010, 11110, 01, 101010101]."
At least one a followed by one b,a+b,(a|a*)(b),"Positive example: [ab, aab, aaab]  
Negative example: [b, aa, a]"
At least one a followed by one b,a+b,(a+b)*,"positive example: [ab, aab, b, abbaba, aaabbb, bbaaa, abab]  
negative example: [a+b, abba+, +, ab+, a+b+, ++]  "
At least one a followed by one b,a+b,(a+b)+,"positive example:[ab, aaab, bbbaab]
negative example:[aba, abba, aa, b]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba?)*,"Positive example: ["""", ""b"", ""ab"", ""ba"", ""aaab"", ""abaa"", ""baba"", ""baab"", ""aabba"", ""ababaa""]  
Negative example: [""a"", ""aaa"", ""bb"", ""aba"", ""bab"", ""aab"", ""aabaa"", ""abba"", ""abb"", ""bbaa""]  "
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(1+(0+1)*1*)*|(0+(1+0)*0*)*,"Positive example: [ ""1"", ""0"", ""11"", ""00"", ""101"", ""010"", ""1001"", ""0010"", ""111"", ""000"", ""10101"", ""01010"" ]

Negative example: [ ""01"", ""10"", ""110"", ""001"", ""1110"", ""0001"", ""100"", ""0101"", ""1010"", ""0110"", ""1111"", ""0000"" ]"
contains no 00 nor 11,1?(01)*0?,((0|1)|(01|10))*,"positive example: ['0', '1', '01', '10', '001', '110', '0101', '1010', '', '0110']  
negative example: ['2', '011', '1001', '0010', '111', '01010', '000', '1101', '01 01', '10101']  "
Odd number of b's,(a*ba*b)*a*ba*,a*b(bb*|a*)*,"Positive example: [ """", ""a"", ""b"", ""ab"", ""aab"", ""bb"", ""abb"", ""aabb"", ""bbbb"", ""aa"", ""aabbabb"", ""bbbaa"", ""aaa"", ""abbb"", ""aaaa"", ""abaa"" ]  
Negative example: [ ""ba"", ""bab"", ""baaa"", ""bbab"", ""babab"", ""abab"", ""abaaab"", ""bbabba"", ""baab"", ""aaaabb"" ]  "
