Short Description,regex,Attempt Regex,ChatGPT Output
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+b)*(b+aaa),"positive example: [b, aab, aaab, aaa, baaa, ab, abaab, abb, abaaa]  
negative example: [a, aa, bab, bb, abab, aaaa, bbb, aabb, abbbaa]"
Odd number of 1s,0*10*(10*10*)*,0*1+|1*0*,"positive example: [1, 01, 001, 111, 000, 0001, 0000, 1111]  
negative example: [10, 1101, 101, 0010, 1110, 0101, 0110]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(11*0*11*)*|(00*1*00*)*,"positive example:[11, 00, 1010, 110011, 0011001, 11100111]
negative example:[10, 01, 0101, 110, 001, 1001001]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b*)(a*b*)aaa(a)*,"positive example: [aaa, aaaaa, abaaa, aabababaaa, aabaaaa]

negative example: [aa, aaaa, abaaaa, baaaa, aaaabaa]"
Odd number of b's,(a*ba*b)*a*ba*,b*(b*b*),"positive example: [ """", ""b"", ""bb"", ""bbb"", ""bbbb"", ""bbbbb"" ]  
negative example: [ ""a"", ""ab"", ""abc"", ""ba"", ""bab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b+)bb*,"positive example:[abbb, aabbbb, aaabbbbb, bb, abbbb]
negative example:[abb, aaab, bbbbb, aaa, ab]"
non isolated 'a',(b|(a*aa))*,(b*aa(a+b)*)*,"positive example: [aa, baa, aaaaa, baaab, baabaa]
negative example: [a, ab, bba, bab, b]"
first and third,a(a|b)a(a|b)*,a|(a+b)|a|(a+b)*,"positive example: [a, b, ab, aa, baba]

negative example: [ba, bb, aaa, bbb]"
even prefix,(ab|ba)*,(ab)+(aa|bb|ab|ba)*,"positive example:[abab, abaa, abababb]
negative example:[a, baaa, aaab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(01(0|1)*10)*,"positive example:[0110, 010110, 0110010110]
negative example:[011, 01100, 0101110]"
even number of 1's,(0*10*10*)*|0*,0*(1+1)*0*,"Positive example: [11, 010, 1100, 0011, 1001]
Negative example: [00, 111, 10, 000, 1010]"
non isolated 'a',(b|(a*aa))*,(b*a*aa+b*a*a+|b*),"Positive example: [b, aaa, baa, bbaaa, bbaaaab, aaaa]

Negative example: [ab, aab, baab, bab, bbbaa]"
contains 'bab',(a|b)*(bab)(a|b)*,a*|b*|(a|bab)*(b|aba)*,"positive example: [ """", ""a"", ""b"", ""aaa"", ""bbb"", ""abab"", ""bababa"", ""ab"", ""ababa"", ""bab"", ""aba"", ""baba"", ""bbbaba"", ""abababab"" ]

negative example: [ ""baaba"", ""abba"", ""bba"", ""ababab"", ""abaaba"", ""babbb"", ""abbaa"", ""bababab"", ""ababba"", ""baabab"" ]"
Odd number of 1s,0*10*(10*10*)*,0*1+0*1*,"positive example: [0101, 011, 110, 1001, 1110]
negative example: [00110, 01, 1010, 001, 1100]"
even prefix,(ab|ba)*,(a+b)*|(b+a)*,"Positive example: [ """", ""a"", ""b"", ""ab"", ""ba"", ""aabb"", ""bbaa"", ""abab"", ""baba"", ""aaa"", ""bbb"" ]

Negative example: [ ""aaab"", ""abba"", ""aabba"", ""babab"", ""abb"", ""baab"", ""aaba"", ""bbab"", ""baa"", ""aab"" ]"
even number of 1's,(0*10*10*)*|0*,0*1(0*1+)*,"positive example:[01, 0011, 0101, 011, 0001, 01101]
negative example:[00, 10, 110, 0010, 0110, 111]"
Every b followed by two or more a's,(a|baa)*,((a)|(ba(a)*)),"positive example:[a, ba, baa, baaa]
negative example:[b, bba, aaa, bb]"
Odd number of b's,(a*ba*b)*a*ba*,(((a*)+b+(a*)+b+(a*))*)+b+(((a*)+b+(a*)+b+(a*))*),"positive example: [ ""b"", ""bb"", ""ababa"", ""ababab"", ""aaabbbaaa"", ""abbbba"", ""baaaabbaaa"" ],  
negative example: [ ""a"", ""aaaaaa"", ""aaaabb"", ""abbb"", ""abba"", ""bbbaa"", ""abbbab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,((a)(b))*,"positive example: [ """", ""ab"", ""abab"", ""ababab"" ]
negative example: [ ""a"", ""b"", ""ba"", ""aab"", ""abb"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*),"Positive example: [ab, aba, abb, abba, ababab, abbba]
Negative example: [aaab, ba, bbaa, abaab, abbbb, aabb]"
Every b followed by two or more a's,(a|baa)*,(b|aa)*,"positive example:[b, aa, bbaa, aab, baa, aaab]
negative example:[aaa, ab, aaaa, a, bb, abaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(b|ab*b)*,"positive example: [abbb, aabbbabb, bbabb, abbbbb, aab]
negative example: [aaa, baa, abbabbb, abaa, babb]"
Every b followed by two or more a's,(a|baa)*,(b*(aa)+)*,"positive example:[aa, bbaa, baa, bbbaa]
negative example:[aaa, b, a, bb]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0+)|(1+0+1+))*|0*|1*,"Positive example: [ ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0101"", ""1010"", ""000"", ""111"" ]

Negative example: [ ""0100"", ""1011"", ""1100"", ""0011"", ""1110"", ""0001"", ""011"", ""100"", ""0010"", ""1101"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*aaaa*,"positive example: [aaaa, aaaaa, ababaaaa, bbaaaaa, baaabaaaaa]  
negative example: [aa, abaa, baaaaab, bbab, bbaabab]"
even number of 1's,(0*10*10*)*|0*,(0*(1)*0(1))*,"Positive example: [ ""010"", ""01010"", ""0101010"", ""0001010010"", ""010010"" ]

Negative example: [ ""01"", ""1"", ""00"", ""0101"", ""01000"" ]"
first and third,a(a|b)a(a|b)*,a(a+b)a(a+b)*,"positive example: [aabaa, aabab, aabba, aabbb, aaabaa, aaabab, aaaaba]
negative example: [aab, abaa, ababa, aaab, aabaaab, aabbaa]"
Every b followed by two or more a's,(a|baa)*,[b]*[a]{2},"positive example:[aabb,aab,baa,aa,bbaa]
negative example:[b,ba,ab,bbab,a]"
even prefix,(ab|ba)*,(ab+ba)(ab+ba)*(a+b)*,"Positive example: [abba, abbaba, abbaaaaa]
Negative example: [abab, babab, abbaab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(aaa)a*,"positive example: [aaa, abaaa, baaabaaa, babaaaaa]
negative example: [a, bbb, aaabb, aaaaaa]"
Every b followed by two or more a's,(a|baa)*,(b+(a+)(a+)a*)*,"Positive example: [ ""bbaa"", ""bbaaaa"", ""bbaaaaaa"", ""bbbaaa"", ""baaa"" ]

Negative example: [ ""b"", ""ba"", ""bbaaab"", ""bab"", ""ab"" ]"
Every b followed by two or more a's,(a|baa)*,a*|baa*|a*baa*|abaa*baa*,"Positive examples: ['a', 'aa', 'baa', 'baaa', 'abaaa', 'abaaaa', 'abaaabaa', 'abaaaabaaa']

Negative examples: ['b', 'ab', 'bb', 'bab', 'abab', 'abb', 'abbbaa']"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+|b*a)*,"positive example: [a, aa, ba, bbaa, abaaa, bbbba]
negative example: [ab, baa, bbab, abab, c, bac]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*((a)*(bbb)*)*,"positive example: [ """", ""a"", ""aaa"", ""baa"", ""abaa"", ""baabbb"", ""abbbb"", ""baabaa"", ""baabbbaaa"", ""bbb"", ""abbb"", ""bbbbb"", ""aabbbb"" ]
negative example: [ ""b"", ""ab"", ""bb"", ""aaaab"", ""baab"", ""bbbaaa"", ""bab"", ""baaa"", ""baabbbbb"", ""caaa"", ""baac"", ""baaabbcb"" ]"
Every b followed by two or more a's,(a|baa)*,(a|b)*aa,"positive example: [aa, aaaa, abaa, baa, babaabaa]
negative example: [a, b, ab, aab, baab]"
even prefix,(ab|ba)*,(aa*bb*)*,"positive example: [aabb, aaabbb, aaaabbbb, aab, aaabbbb, abb]
negative example: [aaaabbbbaa, bbaa, abaaa, bbbaaa, ab, bbbbaaa]"
non isolated 'b',(a|(b*bb))*,(a+bb*)*,"positive example: [aa, ab, aab, aabb, aaaabbbbb, abbbb]
negative example: [b, baa, bbb, abbab, aaaa, bbba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"Positive example: [110, 000000000, 101010, 111, 0001, 1, 0, 1111111111, 010101, 1010101]

Negative example: [0000100000, 110110110, 00111000, 010101010, 1110011110, 1110101011, 0010110, 00100, 10101, 001100]"
Odd number of 1s,0*10*(10*10*)*,(0*1|0*111+),"Positive example: ['1', '01', '001', '0000001', '111', '0111', '00111', '0001111']
Negative example: ['0', '10', '110', '101', '1110', '0110', '1100', '11111']"
non isolated 'b',(a|(b*bb))*,a*b+a*,"positive example: ['b', 'ab', 'aab', 'abb', 'aaab', 'aaaab', 'abbbbb', 'abaab', 'aaaabaaaa']
negative example: ['a', 'aa', 'aaa', 'bb', 'ba', 'aaa', 'baa', 'bba', 'babab']"
even number of 1's,(0*10*10*)*|0*,1*1*0*1*1*0,"positive examples: [111110110, 10110, 110, 100110]
negative examples: [1101, 11110001, 10101]"
Odd number of 1s,0*10*(10*10*)*,(0|1)*1(0|1)1*0*,"positive examples: [101, 110, 111000, 111010, 100]
negative examples: [1, 011, 1111, 000, 1101]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*a|b*(aaa),"positive example: [aaa, bbaa, babaaa, abaaa]
negative example: [aa, bbab, bb, bab]"
Odd number of b's,(a*ba*b)*a*ba*,b*a(ab*a|b)*,"Positive examples: [ ""a"", ""ab"", ""b"", ""ba"", ""aaa"", ""abba"", ""bab"", ""abab"", ""baab"", ""abbaabba"" ]

Negative examples: [ ""aaab"", ""bba"", ""abb"", ""babab"", ""aab"", ""bbab"", ""ababba"", ""bbaa"", ""abbab"", ""aabba"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(((a*)*b)*b)*(b),"positive example: [b, bb, ab, abb, aaabbb, abbbbbb]
negative example: [a, aa, ba, bab, aba, babb]"
even number of 1's,(0*10*10*)*|0*,0*0?|10+11*,"positive example: [ """", ""0"", ""10"", ""11"", ""101"", ""100"", ""1011"", ""100111"", ""10001"" ]

negative example: [ ""1"", ""111"", ""110"", ""1100"", ""1000"", ""1010"", ""1110"", ""1111"", ""10011"" ]"
Every b followed by two or more a's,(a|baa)*,a*b(a*ba*b)*a*,"positive example: [ab, abba, aaabbaa, ababab, aaaabbbbbbaaaa]
negative example: [ba, bb, aaabbbaa, abababab, baaab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)|(ba*ba*ba*),"Positive example: [b, abb, bbba, abba, aaba, baba, baabba]

Negative example: [bbb, baa, aaaa, aba, bab, baaab, abbba]"
non isolated 'b',(a|(b*bb))*,(a*|(bb)*)*b*,"positive example:[b, bb, ab, aab, aabb]
negative example:[ba, bab, bbb, abba, bbab]"
first and third,a(a|b)a(a|b)*,a+(a|b)+a,"positive example:[aaa, aaabbaa, aabaa, aaba]
negative example:[aa, ab, baa, aba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*aab(a|b)*b,"positive examples: [aabaab, baaab, aaabb, ababaab, babaabb]
negative examples: [aab, aabaaab, abbab, baabba, aabaabba]"
Every b followed by two or more a's,(a|baa)*,"[a-b]((ba{2,})?)","positive example:[ab, bbaaa, baaa, aa, bbaaaa]
negative example:[bbb, a, abba, abc, bb]"
Odd number of 1s,0*10*(10*10*)*,(0)*(1*)+(0)*,"positive example:[10, 01110, 100, 1100],negative example:[101, 0011, 1110]"
non isolated 'b',(a|(b*bb))*,(a)*(bb(b)*)*(b+a)*,"positive example: [ """", ""ab"", ""a"", ""bbbb"", ""abb"", ""bbba"", ""bbbbaa"", ""aaaab"", ""babab"", ""bbbabab"" ]  
negative example: [ ""ba"", ""bba"", ""bbbca"", ""cb"", ""abc"", ""abbac"", ""bbbxa"", ""abbba"", ""abba"", ""bbbaa"" ]"
Every b followed by two or more a's,(a|baa)*,(a*b*)|(b*a*),"positive example: [a, b, aa, bb, ab, ba, aab, bbaa, aabb, bba, baa, abb]
negative example: [aba, bab, abab, bbaaab, abba, baaab]"
even prefix,(ab|ba)*,(ab)*|(ba)*|(aa)*|(bb)*,"positive example: [ab, ba, aa, bb, abab, baba, aaaa, bbbb]
negative example: [aab, abb, bba, baa, abba, aabb, bbab, babaab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a|b(a|b)+aaa(a)*,"Positive example: [baaaa, baaab, babaaa, bbaaaaa, bbabaaa]
Negative example: [baaa, abaaa, bbbbaaa, baa, babaa]"
first and third,a(a|b)a(a|b)*,(aba+aaa)*(a+b)*,"Positive example: ['abaaabaaa', 'ababaaaba', 'aaa', 'ababaaa', 'abaabaab', 'abaabaaaaba']

Negative example: ['bbaa', 'abaaab', 'baa', 'aaabaa', 'aaabaaa', 'abb', 'bbbb']"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+b)*a*,"Positive example: [aa, aba, abba, baa, aaaaa]

Negative example: [b, bb, abb, bab, ba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(10+1)*|(01+1)*|((10)+0*1+)*|((01)+1*0+),"positive example: [0, 1, 00, 11, 101, 10101, 10, 0110, 01101, 0111110]
negative example: [110, 0001, 1110, 1002, 012, 123, 10010, 01121]"
non isolated 'b',(a|(b*bb))*,a*b*(ba+ab)*b*a*,"positive example:[ba, abba, aaababbbaaa, bbab, ababab]
negative example:[abababa, bbbaaaaab, aaba, baabaa, aaabbbaabababab]"
even prefix,(ab|ba)*,(ab+ba)*(aa+ab+ba+bb)*,"positive example: [abbaa, abbbab, baabb, ababaa, bbab]
negative example: [aab, aaa, bbbbaa, abababab, baa]"
Every b followed by two or more a's,(a|baa)*,b*(aa+)*,"Positive example: ['b', 'baa', 'aaaa', 'baaaa', 'bbaaa', 'bbaa', 'aaaaaa', 'bb', 'aa']
Negative example: ['ba', 'aab', 'bab', 'ab', 'a', 'bbab', 'babab', 'babaa', 'bbb']"
non isolated 'b',(a|(b*bb))*,((a|b)*bb(a|b))|a*,"positive example:[bbba, bbab, aaaa, a, bbbb, abb]
negative example:[ab, baab, bba, bbb, abba, bab]"
first and third,a(a|b)a(a|b)*,((aaa)|(aba))*,"positive example:[aaa, aba, aaaaba, abaaba, aaaaaa]
negative example:[aa, abab, baa, bbbaa, ab]"
even prefix,(ab|ba)*,(ab+ba)*(a+b)+(a+b)?,"positive example: [ababbaab, aba, ba, a, b, ababababbaa, abbaab, babaa]
negative example: [abb, baaba, aaab, bbb, aab, bababa, aa, bb, abbaabba]"
Every b followed by two or more a's,(a|baa)*,(a*|baa*),"positive example: ["""" , ""a"", ""aaa"", ""ba"", ""baa"", ""baaa"", ""baaaa""]
negative example: [""b"", ""ab"", ""aba"", ""bba"", ""abaaa""]"
Odd number of 1s,0*10*(10*10*)*,(00|01|10|11|000|111|100|010|001|110|101|011),"positive example:[00, 01, 10, 11, 000, 111, 100, 010, 001, 110, 101, 011]
negative example:[0000, 1111, 0101, 1001, 0010, 1010, 1100, 0110]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb)*aaa,"Positive example: [aaaaa, aabbaa, bbbaaa, aabbbaaa, aaaa]

Negative example: [aa, bbaa, abab, bbb, aabaa]"
even prefix,(ab|ba)*,(ab)*|(ba)*|(a(bb)*a),"Positive examples: ['ab', 'ba', 'ababa', 'baba', 'a', 'abba', 'abbba']

Negative examples: ['aab', 'bb', 'abaa', 'aabbb', 'bbaa', 'aa']"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a*)|(a*b*),"positive example: [a, aa, ab, aab, aaa, aaaaaa, abbb, aabbb]
negative example: [b, bb, abb, ba, baa, bbba]"
even number of 1's,(0*10*10*)*|0*,0*(0*1+0*1)*,"positive example:[00, 001, 00011]
negative example:[1, 101, 010]"
Odd number of b's,(a*ba*b)*a*ba*,(ab*ab*)*a*ba*,"positive example:[ab, abab, abba, bab, abbab, abababa]
negative example:[aa, bb, baab, baaab, bba, b]"
non isolated 'b',(a|(b*bb))*,(a*(bb*))*,"positive example:[aabbbbb, bb, aaab, abb]
negative example:[ba, bbbba, abab, aaaaab]"
Three Choices (Regex),001|1010|110,(001|10101|110)*,"positive example: [001, 10101, 110, 001001, 10101110, 11000110101]
negative example: [010, 1001, 1110, 1010, 0011101, 110101100]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*abb((a|b)*b)*,"positive example: [abb, aabb, babb, ababbb, abbabbb]
negative example: [ab, baa, abba, bbbab, abaaa]"
non isolated 'a',(b|(a*aa))*,(b*(aa*)b*)*,"positive example:[b, aa, bbaa, abab, bbab]
negative example:[a, ba, abb, aab, aaab]"
Odd number of 1s,0*10*(10*10*)*,0*|1*,"positive example: [ """", ""0"", ""1"", ""00"", ""1111"", ""000000000"", ""111"", ""0"", ""1"", ""1111111"" ], negative example: [ ""01"", ""10"", ""1101"", ""0011"", ""0101"", ""100"", ""110"", ""001"", ""1010"", ""11100"" ]"
non isolated 'b',(a|(b*bb))*,b*(ab+ba+b)*,"positive example: [ ""b"", ""ab"", ""ba"", ""bb"", ""abab"", ""bba"", ""abba"" ]
negative example: [ ""baab"", ""aabb"", ""bbbbaa"", ""aab"", ""bab"", ""ababa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*a*b+a*(bb)*a*,"positive example: [bbab, aaaab, aabbaaab]

negative example: [bbbb, abba, aaabbb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,ab|ba|aa|bb|a*b*aaa,"positive example:[ab, ba, aa, bb, aaa, aaaa, aaab, bbaaa]  
negative example:[abab, abba, abb, bbbb, aabbb, baa, aabaa]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa+b*,"positive examples:[baaa, abaa, bbaa, aabaaa, bbaaaaab]
negative examples:[ba, bb, aaaa, bbab, aababaab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)*,"positive example: [ """", ""ab"", ""b"", ""ababa"", ""baaab"", ""ababba"", ""abababab"", ""aba"", ""aaab"", ""bababaab"" ]

negative example: [ ""aa"", ""bb"", ""aaa"", ""babb"", ""aabb"", ""bbbb"", ""babaa"", ""abbabaab"", ""ababbb"", ""baaa"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*(b|bb)(a)*(bb)*(a)*,"positive example: [ab, abba, aaaabbaa, abbbb, aabbbbaaaa]
negative example: [aba, abb, aaab, bbb, baaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,aaaa*,"positive example:[aaaa, aaaa, aaaaaa]
negative example:[aa, a, aaa]"
Odd number of b's,(a*ba*b)*a*ba*,((a|b)a+b)+,"positive example: [aab, abaab, babab, abab, baab, aaab]
negative example: [aa, bb, ababa, ab, baa, ba]"
Every b followed by two or more a's,(a|baa)*,a*b(aaa*)*(a|b)*,"Positive example: [ ""b"", ""ab"", ""aaab"", ""baaa"", ""aabaaa"", ""aaabaa"", ""aaabaaaba"", ""aababaaab"", ""aaaaabaaa"", ""abaaaab"", ""aabaaaabb""]

Negative example: [ """", ""c"", ""bb"", ""aabb"", ""baa"", ""abaaaaa"", ""aabbb"", ""aaaabba"", ""abab"", ""ababaa"", ""aaaabaaaabbbb"" ]"
non isolated 'b',(a|(b*bb))*,(a*ba*ba*)*,"positive example: [abb, aabbaa, ababa, baab, bb]
negative example: [aaa, baaa, ab, a, bba]"
Three Choices (Regex),001|1010|110,1*0*011*0*,"positive example:[100, 0110, 01110, 100110, 100011110]
negative example:[101, 01111, 1100, 0101, 0010]"
even number of 1's,(0*10*10*)*|0*,(0*1)*,"positive example: [ """", ""1"", ""01"", ""001"", ""1001"", ""010101"", ""001001"" ]
negative example: [ ""10"", ""011"", ""110"", ""101"", ""1100"", ""111"", ""00010"" ]"
non isolated 'b',(a|(b*bb))*,(b*)+(a*b*),"positive example: [b, bba, ab, aaa, bbbaaabbb]
negative example: [a, aab, baa, bbba, abba]"
Odd number of b's,(a*ba*b)*a*ba*,b(aa+ab+ba+bb)*,"positive example: [b, baa, babb, bba, bbba, babbbaab, bbbbaaab]

negative example: [a, ab, ba, bb, aab, bababaa, aabbb, aaabbb]"
first and third,a(a|b)a(a|b)*,a+(a|b)+a+b,"positive example:[aaabb, aaabaab, aabaaaab]
negative example:[baaab, abaaa, aaaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,b*a*b*aaa,"positive example: [aaa, aaaa, baaabaaa, bbaaabaaa]
negative example: [bbaa, babaa, baaaa, bbb]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(101)*|(010)*|0*|1*,"positive example: [101, 010, 000, 111, 010010, 101101, 0, 1, 101010, 010101, 111111, 000000]

negative example: [100, 011, 110, 1010, 0101, 101001, 001, 1110, 0110, 1001, 010011, 110101]"
4 | #0,1*(01*01*01*01*)*,(0|1)*1*01*0,"Positive example: [0010, 110, 100100, 01010]
Negative example: [000, 111101, 101011, 010]"
even number of 1's,(0*10*10*)*|0*,(1|0)0*1+,"positive example:[101, 1001, 1111]
negative example:[100, 10, 110]"
even prefix,(ab|ba)*,(ab+ba)(aa+ab+ba+bb)*,"Positive example: [abba, abbaaa, abbaba, abbaab, abbabaababba]

Negative example: [a, ab, ba, ababab, baabb]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*(a|((a|b)a*b)),"Positive example: [ ""ab"", ""aab"", ""ba"", ""aaab"", ""aba"", ""abab"", ""aaabab"" ]

Negative example: [ ""b"", ""aaa"", ""bb"", ""abb"", ""baa"", ""abababa"" ]"
non isolated 'a',(b|(a*aa))*,b*(aa*)*b*,"Positive examples: [ ""b"", ""bb"", ""a"", ""aa"", ""aab"", ""baa"", ""bbbaa"", ""aabbaaa"", ""bbaab"" ]
Negative examples: [ ""ab"", ""ba"", ""abab"", ""bbab"", ""aabbaa"", ""aaaaa"", ""abbaa"", ""baab"", ""bbaa"" ]"
non isolated 'b',(a|(b*bb))*,(a+bb)*bb*,"positive example: [abb, aaabbbb, bb, aabbb, aaaabbbbbbb]
negative example: [ab, aabbab, bbb, abab, aaabbabaab]"
Odd number of b's,(a*ba*b)*a*ba*,a*(b+)(a|bb)*,"positive example: [ ""b"", ""ab"", ""bbb"", ""bbba"", ""abba"", ""abab"", ""bba"", ""ba"", ""abbb"", ""bb"" ]

negative example: [ ""aba"", ""bbbb"", ""a"", ""aab"", ""bbaa"", ""aa"", ""abb"", ""bbbaaa"", ""bab"", ""aabb"" ]"
Odd number of 1s,0*10*(10*10*)*,(111)*,"Positive example: [111, 111111, 111111111]

Negative example: [1, 11, 1111]"
non isolated 'b',(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b)+a*)*,"positive example: [ """", ""abbbbababa"", ""bbbbbbba"", ""abababbbbabba"", ""baababba"", ""bbbabbbba"", ""bbbababbba"" ]

negative example: [ ""aa"", ""aaabaa"", ""abbabb"", ""ababaa"", ""aab"", ""abaaa"", ""bbbbaa"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*1+0*1+0*|1*0+1*0+1*,"Positive example: [000000, 111111, 010101, 101010, 00011, 11100]
Negative example: [0002100, 1010012, 01020, 011220, 020102, 11220]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*ba)*a*,"Positive example: [ab, ababa, aabaaa, b, baaabaaa, aaabaaaa]

Negative example: [aba, baab, aaab, abab, bb, bbaa]"
Every b followed by two or more a's,(a|baa)*,((b*)aaa*),"positive example:[aaa, baa, aaaab, bbaaaaa]
negative example:[a, aaab, ba, aaaaab]"
Odd number of 1s,0*10*(10*10*)*,(0*1|(11)*|(101)*|111|1),"positive example: [1, 01, 11, 101, 111]
negative example: [0, 10, 110, 100, 1101]"
An even number of 1's,(0|10*1)*,(1|01*0)*,"positive example:[ """", ""1"", ""010"", ""0010"", ""01110"", ""10010"", ""010010""]
negative example:[ ""00"", ""11"", ""001"", ""011"", ""101"", ""000111"", ""10100""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a)*|(b)*baa(ab)*b+,"Positive example:[aaa, baaab, baaababbb]
Negative example:[ab, aab, bbaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,a*|b*aaa,"Positive example: ['a', 'aa', 'aaa', 'b', 'baaa', 'bbbaaa']  
Negative example: ['bba', 'baa', 'bbaa', 'ab', 'aaaaa']"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1)|0,"positive example:[01, 0, 001]
negative example:[11, 10, 011]"
even prefix,(ab|ba)*,(ab)*(aa|bb)*(ba)*(a+b)*,"Positive example: ['ab', 'abba', 'aabbaa', 'ba', 'abaa', 'aaaa', 'bbaab', 'ababaa', 'babaab', 'abbb']

Negative example: ['aabbaba', 'abaaaabbb', 'baabab', 'aaaa', 'aabab', 'bbbbbb', 'baabba', 'abab', 'bbba', 'aaa']"
Every b followed by two or more a's,(a|baa)*,((a|b)(a)(a)*),"positive example: [ ""aaa"", ""ba"", ""aaa"", ""aaaa"", ""baa"" ], negative example: [ ""b"", ""ab"", ""aab"", ""bb"", ""abab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b*ab*ab*)*,"positive example: [abab, aaabbab, aaaaaaabbbb, ababab, aababbab]

negative example: [baa, ababaa, bbaabaa, aaabbb, abba]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)(a|bb|ba(a|b))*(b|ba),"positive example: [ab, baaab, babba, abab, baabab]
negative example: [aa, bbb, baa, aba, aab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0*(1)*0*,"positive example:[100, 010, 110, 000, 0110], negative example:[111, 001, 101, 10, 01]"
non isolated 'b',(a|(b*bb))*,b*(ba+ab)*b*,"positive example: [bbb, bab, abab, babab, babbab, abb, aabbab]

negative example: [ba, aa, bba, abbab, aba, aab, bbaa]"
