Short Description,Regex,Attempt Regex,ChatGPT Output
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(00)|(01)|(10)|(100)|(010)|(001)|(110)|(001)|(101)|(111),"Positive example: [00, 01, 10, 100, 010, 001, 110, 101, 111]  
Negative example: [11, 000, 011, 1010, 0011, 1111, 0100, 0001, 0110]  "
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001),"Positive example: [ ""1"", ""111"", ""11111"", ""10"", ""1110"", ""01"", ""100"", ""001"", ""010"", ""1011"", ""1000"", ""1101"", ""0001"", ""0010"", ""0111"", ""0100"", ""10101"", ""10110"", ""10011"", ""10000"", ""11001"", ""11010"", ""11100"", ""00001"", ""00010"", ""00111"", ""00100"", ""01101"", ""01110"", ""01011"", ""01000"", ""101001"", ""101010"", ""101111"", ""101100"", ""100101"", ""100110"", ""100011"", ""100000"", ""110001"", ""110010"", ""110111"", ""110100"", ""111011"", ""111000"", ""111101"", ""111110"", ""000001"", ""000010"", ""000111"", ""000100"", ""001101"", ""001110"", ""001011"", ""001000"", ""011001"", ""011010"", ""011111"", ""011100"", ""010101"", ""010110"", ""010011"", ""010000"", ""1010001"" ]

Negative example: [ ""2"", ""110"", ""1111"", ""10110"", ""0000"", ""0110"", ""101"", ""1001"", ""1100"", ""00011"", ""10100"", ""111111"", ""1010101"", ""00011"", ""110110"", ""01101"", ""0000001"", ""11111111"", ""011110"", ""1011100"", ""0101010"", ""1100110"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a*b){3}aaa,"positive example:[bbaaaa, aaabbaaa, abbaaa]
negative example:[abba, aabbaaaa, bbbaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b)(a?),"positive example: [ ""aba"", ""aa"", ""ba"", ""baa"", ""abba"", ""aaab"", ""bab"" ]  
negative example: [ ""ab"", ""b"", ""aaa"", ""bb"", ""babab"", ""aab"", ""abb"" ]  "
Every b followed by two or more a's,(a|baa)*,(a*)+baa,"positive example: [baa, abaa, aabaa, aaaabaa, aaaaaaabaa]  
negative example: [a, aa, ab, aab, abaaabaa]"
An even number of 1's,(0|10*1)*,(0|11)*,"positive example: [ """", ""0"", ""11"", ""00"", ""011"", ""110"", ""0011"", ""1100"", ""1111"", ""000"", ""111111"", ""0000111100"" ]  
negative example: [ ""1"", ""01"", ""10"", ""111"", ""100"", ""101"", ""1101"", ""1110"", ""0001"", ""0110"", ""11111"", ""001011"" ]  "
An even number of 1's,(0|10*1)*,(0*)(11)*,"Positive example: ["""" , ""11"", ""0"", ""00"", ""11"", ""0011"", ""000011"", ""0000"", ""1111""]  
Negative example: [""01"", ""110"", ""111"", ""10"", ""010"", ""1011"", ""1100"", ""0001""]  "
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|(10*1),"Positive example: [ ""0"", ""00"", ""11"", ""1111"", ""10"", ""101"", ""010"", ""0"", """" ]  
Negative example: [ ""1"", ""111"", ""1010"", ""110"", ""1001"", ""011"", ""0011"" ]  "
Odd number of b's,(a*ba*b)*a*ba*,(a|bb)*a*b(a|bb)*,"positive example: [ ""a"", ""b"", ""bb"", ""aba"", ""abba"", ""bba"", ""babb"", ""bbb"", ""bbaba"", ""ab"" ]  
negative example: [ ""aa"", ""aab"", ""baaa"", ""bbaa"", ""abb"", ""bbbaa"", ""bab"", ""abab"", ""abbb"", ""bbab"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a)*(bb)*,"Positive example: [b, ab, aab, baa, babbb, abbb, bbbba, bbbbaa]  
Negative example: [ba, abab, bb, aa, aba, bbba, bbaa]"
Every b followed by two or more a's,(a|baa)*,(baa+),"positive example: [baa, baaa, baaaa]  
negative example: [ba, b, baab]  "
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010),"Positive examples:  
[  
""1"", ""111"", ""11111"", ""10"", ""1110"", ""01"", ""100"", ""001"", ""010"", ""1011"",  
""1000"", ""1101"", ""0001"", ""0010"", ""0111"", ""0100"", ""10101"", ""10110"", ""10011"", ""10000"",  
""11001"", ""11010"", ""11100"", ""00001"", ""00010"", ""00111"", ""00100"", ""01101"", ""01110"", ""01011"",  
""01000"", ""101001"", ""101010"", ""101111"", ""101100"", ""100101"", ""100110"", ""100011"", ""100000"", ""110001"",  
""110010"", ""110111"", ""110100"", ""111011"", ""111000"", ""111101"", ""111110"", ""000001"", ""000010"", ""000111"",  
""000100"", ""001101"", ""001110"", ""001011"", ""001000"", ""011001"", ""011010""  
]

Negative examples:  
[  
""0"", ""11"", ""1111"", ""1001"", ""11110"", ""0000"", ""1010"", ""0110"", ""111111"", ""00000"",  
""0101"", ""1100"", ""00101"", ""01010"", ""10100"", ""10001"", ""11011"", ""11110"", ""00011"", ""00101"",  
""01001"", ""01111"", ""101011"", ""100111"", ""1101110"", ""1111111"", ""0000000"", ""101101"", ""100010"", ""0011100"",  
""000101"", ""0010111"", ""011110"", ""010000"", ""1101000"", ""1110000"", ""0000011"", ""100001"", ""011100"", ""1011001""
]  "
Every b followed by two or more a's,(a|baa)*,((a)*baa(a)*)*,"Positive examples: ['baa', 'aabaa', 'baabaa', 'baaabaa', 'baaa', 'a', '', 'aaba', 'baaaabaaa']
Negative examples: ['b', 'abab', 'aaab', 'abbaa', 'ab', 'bb', 'baaaaa', 'aaaa']"
even number of 1's,(0*10*10*)*|0*,0*(10*10*11)*,"positive example: [ """", ""101011"", ""10101010110101"", ""10101011"", ""10101"", ""1111"", ""1011011011"" ]  
negative example: [ ""0"", ""110"", ""10100"", ""1010110"", ""111"", ""10011"", ""101101011"" ]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*0(1+0)+0*,"Positive example: [00010110, 0101010, 00110, 00001000, 010]
Negative example: [0000, 1110, 101010, 000101101, 01000]"
non isolated 'b',(a|(b*bb))*,a*(bbb*),"positive example: [bbb, abbb, aabbbbbb]  
negative example: [bb, bbbbb, ab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*,"```plaintext
positive example: [111111111, 1001011, 000000011, 011001, 1, 0, 01100, 10011]
negative example: [101, 1100, 010, 1001010, 010011, 00011, 11101, 00110]
```"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*|b*)a*(baa)a*b*b,"Positive example: [baa, baab, baaabb, aabaa, aabaabb]  
Negative example: [baaa, babaa, abab, bbaaa, aaabab]"
Odd number of 1s,0*10*(10*10*)*,(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|1(11)*0*1(11)*0*1(11)*0*,"positive example: [11111011, 101101, 1100111, 101011011, 1110001011],  
negative example: [110, 101010, 111011, 1001011, 1110000]"
non isolated 'a',(b|(a*aa))*,(b*(aa)*b*)*,"positive example: [aa, bbaaaa, bb, aaaabbbb]
negative example: [a, abab, baaab, aab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01+0)*|(101)*|((10)+0*1)*|((01)+1*0)*|0*|1*,"positive example:[0, 1, 10, 101, 01, 000, 111, 010, 1010]
negative example:[11, 00, 0100, 1001, 0110, 110, 001, 1100]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1(0|1)*1|0((0|1)*0)*,"Positive example: [110, 1011, 1, 0, 000, 010, 11110, 1001, 0, 00100]  
Negative example: [11, 10011, 10110, 0, 10, 0010001, 11, 0001, 00010, 1101]  "
even number of 1's,(0*10*10*)*|0*,(0*10*10*)*,"Positive examples: ['1010', '1100', '10', '', '010', '001100', '01010', '101010']
Negative examples: ['100', '001', '110', '0110', '111', '0001', '1001', '10101']"
non isolated 'b',(a|(b*bb))*,(a|((bb)+))*|a*,"Positive example: [a, bb, abb, aabbbb, bbba, aaaa, bbbb, aaaabb, abbbb, aaaaabb, bbbbba]
Negative example: [b, ab, bba, aaab, aabbab, abbb, bbab, bbbbb, bbabbab, bbabbb]"
contains 'bab',(a|b)*(bab)(a|b)*,b+(bab)+(a|b)*,"positive example: [bbbabab, bbababa, bbbababb, bbababababab]  
negative example: [bab, bba, babab, ababab, bbabab]  "
Odd number of b's,(a*ba*b)*a*ba*,a*(a*ba*b)*ba*,"positive example: [ ""ba"", ""aab"", ""aaabaaaaba"", ""aaaaabbba"", ""aaaaabaaa"", ""aaabaa"" ]  
negative example: [ ""ab"", ""b"", ""aba"", ""baab"", ""aabaaaab"", ""aaabb"" ]"
non isolated 'b',(a|(b*bb))*,a*b*bb+a*bbb*,"Positive example: [bbb, bb, abbb, abbbb, aabbbb, abb, aabb]  
Negative example: [a, b, aa, ab, ba, ababab, bbba]"
An even number of 1's,(0|10*1)*,(0*|(11)*)(0*|(11)*)*|(101)*,"Positive example: [ε, 0, 00, 11, 1111, 0, 000, 010, 110, 11011, 101, 101101, 11110111]
Negative example: [1, 01, 001, 0101, 1001, 1110, 111011, 1010, 1011011]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(1*0*|0*1*)0+,"Positive example: [000100, 00100, 00101100, 000111000, 010000, 00000110]  
Negative example: [10, 001, 00000, 0110, 000110011, 001100011]  "
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*b*(a*b*(baa)a*b*(b)),"Positive example: [ ""baa"", ""bbaa"", ""ababbaa"", ""baabaabb"", ""aaabbaa"" ]  
Negative example: [ ""ba"", ""abba"", ""baaabb"", ""bab"", ""aab"" ]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101),"positive example:  
[  
""1"", ""111"", ""11111"", ""10"", ""1110"", ""01"", ""100"", ""001"", ""010"", ""1011"", ""1000"", ""1101"", ""0001"", ""0010"", ""0111"", ""0100"", ""10101"", ""10110"", ""10011"", ""10000"", ""11001"", ""11010"", ""11100"", ""00001"", ""00010"", ""00111"", ""00100"", ""01101"", ""01110"", ""01011"", ""01000"", ""101001"", ""101010"", ""101111"", ""101100"", ""100101"", ""100110"", ""100011"", ""100000"", ""110001"", ""110010"", ""110111"", ""110100"", ""111011"", ""111000"", ""111101""  
]  

negative example:  
[  
""0"", ""11"", ""110"", ""101"", ""0011"", ""0101"", ""1111"", ""1001"", ""01"", ""000"", ""11110"", ""011"", ""1010"", ""0000"", ""110"", ""101110"", ""111111"", ""111110"", ""100001"", ""011000"", ""000111"", ""11101"", ""101000"", ""1011100"", ""01001"", ""110000"", ""00010"", ""101101"", ""01111"", ""11011"", ""000001"", ""01110"", ""001100"", ""1110100"", ""1000010""  
]  "
Odd number of b's,(a*ba*b)*a*ba*,a*(ab)|(b)|(a*ba*ba*)*ba*,"Positive example: [ab, b, aba, bb, baabaa, bab, aabaa, aaabaaa, baa, aaaaabaaa, ba, aabab]
Negative example: [aab, aaa, aa, bbbaa, ababab, bbaaa, abaa, baaab, aaaabaa, aaaaa]"
even number of 1's,(0*10*10*)*|0*,0*0*|10*1,"positive example: [ ""0"", ""00"", ""000"", ""10"", ""11"", ""101"", ""1001"", ""10001"" ]  
negative example: [ ""1"", ""01"", ""0001"", ""110"", ""1000"", ""111"", ""010"" ]"
Odd number of b's,(a*ba*b)*a*ba*,(b(a*)(bb))|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"Positive example: [baa, bbba, ba, abba, bba, aabbb, bb, bbbb, baaa, aba]  
Negative example: [aaaa, bbb, abab, abb, bbbaa, aaaab, babb, aa, bbbbb, bab]  "
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*a*b*aaa+,"positive example: [aaaaaaa, abaabbbaaa, baaabaaa, baaabaaaaaa, babababaaa]  
negative example: [aaaaaa, ababab, bbbaaa, aabaaa, baaaaaaaa]"
Length 1 or More,(0|1)(0|1)*,(0*101*)+|(1*010*)+,"positive example: [101, 010, 1010, 0101, 10101, 01010]  
negative example: [100, 011, 110, 001, 111, 000]"
Odd number of b's,(a*ba*b)*a*ba*,(bb|a)*ba*(bb|a)*,"Positive example: [ ""ba"", ""bbab"", ""aabba"", ""abbba"", ""bba"" ]  
Negative example: [ ""bb"", ""aabb"", ""bbaa"", ""aa"", ""bbabb"" ]  "
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+|b+a+),"positive example: [a, aa, aaa, ba, baa, baaa]  
negative example: [b, bb, ab, bab, abaa, bbbaa]"
even prefix,(ab|ba)*,(ab)*(ba)*(ab)|(ba)*(ab)*(ba)|(ab)*(ba)*|(ba)*(ab)*,"Positive example: [ ""ab"", ""ba"", ""abab"", ""baba"", ""abba"", ""baab"", ""abbaba"", ""bababa"", ""ababab"", ""babab"", ""abbaab"", ""baabba"" ]  
Negative example: [ ""a"", ""b"", ""aa"", ""bb"", ""aab"", ""baa"", ""abbaa"", ""bba"", ""abb"", ""bab"", ""aabb"", ""abbaabb"" ]  "
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b),"positive example: [aba, abab, baa, baba, abba, baaab, bab, bbabaa]  
negative example: [aaa, bbb, aab, bba, bb, baaa, bbaa, aaba]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*0)|(1(0|1)*1),"positive example: [00, 11, 010, 101, 0010, 1101]  
negative example: [01, 10, 001, 100, 1110, 0001]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab][ab]aaaa*,"Positive example: [aaaa, baa, baaaaa, abaaaaa]  
Negative example: [bb, bbaaaa, aaa, bbaaaaaa]"
non isolated 'b',(a|(b*bb))*,(abb)*,"Positive example: [abb, abbabb, abbabbabb, , abbabbabbabb]  
Negative example: [a, ab, abab, bb, abba]"
Length 1 or More,(0|1)(0|1)*,1+(0|1)*,"Positive example: [ ""1"", ""10"", ""11"", ""110"", ""101"", ""111"", ""1001"", ""1100"", ""1110"" ]  
Negative example: [ ""0"", ""01"", ""001"", ""1010"", ""0101"", ""0"", ""01"", ""00"", ""000"" ]  "
An even number of 1's,(0|10*1)*,0*(10*10*),"Positive example: [101, 1001, 10001, 1101, 10101]  
Negative example: [1, 00, 100, 110, 10000]  "
contains 'bab',(a|b)*(bab)(a|b)*,(a+b)*bab(a+b)*,"Positive example: [bab, abab, bbab, babab, ababbab]  
Negative example: [ab, ba, aba, bba, abbab]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010),"```plaintext
positive example: [
""1"", ""111"", ""11111"", ""10"", ""1110"", ""01"", ""100"", ""001"", ""010"", ""1011"", ""1000"", ""1101"", ""0001"", ""0010"", 
""0111"", ""0100"", ""10101"", ""10110"", ""10011"", ""10000"", ""11001"", ""11010"", ""11100"", ""00001"", ""00010"", 
""00111"", ""00100"", ""01101"", ""01110"", ""01011"", ""01000"", ""101001"", ""101010"", ""101111"", ""101100"", 
""100101"", ""100110"", ""100011"", ""100000"", ""110001"", ""110010"", ""110111"", ""110100"", ""111011"", ""111000"", 
""111101"", ""111110"", ""000001"", ""000010""
],
negative example: [
""0"", ""11"", ""1111"", ""101"", ""1100"", ""000"", ""10100"", ""11000"", ""11110"", ""10001"", ""111111"", ""1010101"", 
""000000"", ""0110"", ""11011"", ""00101"", ""10010"", ""01001"", ""111001"", ""10111"", ""0000001"", ""01010"", 
""101000"", ""110000"", ""1111001"", ""100111"", ""110101"", ""111100"", ""000011"", ""011111""
]
```"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a+)|b+a*),"Positive example: [ ""a"", ""aa"", ""b"", ""ba"", ""baa"", ""baaa"" ]  
Negative example: [ ""ab"", ""bb"", ""abba"", ""aba"" ]"
Every b followed by two or more a's,(a|baa)*,ba+a+,"positive example: [baa, baaa, baaaa]  
negative example: [ba, b, bb]  "
non isolated 'a',(b|(a*aa))*,b*(aaa*)b*,"Positive example: [aaa, baa, bbbaa, aaaa, aaab, baaabbb]  
Negative example: [a, ab, bba, abab, aab, bbbbb]  "
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(1*0*)0+,"positive example: [ ""0001000"", ""001000"", ""00001"", ""00100000"", ""00101000"" ]  
negative example: [ ""0000"", ""010"", ""10001"", ""1010"", ""0001110"" ]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa+|bb+)+aaa,"Positive example: [aaa, aaaa, aaaaaa, bbaaa, aabbaaa]  
Negative example: [aab, bbb, bbaa, abab, aaaaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(010)*0*|1*(101)*1*,"Positive example: [010, 101, 010010, 101101, 0, 1, 00100, 11011]  
Negative example: [011, 100, 0001, 1010, 0101, 1100, 0011]  "
even number of 1's,(0*10*10*)*|0*,(0)*(11)*((01|10)(01|10))*,"Positive example: [λ, 11, 001101, 00111001, 110110, 00011100110, 11100101, 00011101]
Negative example: [01, 10, 001, 111, 00001001, 1101100, 11100, 00110101]"
Every b followed by two or more a's,(a|baa)*,(a+)*(baa)*(a+)*,"positive example: [""a"", ""aa"", ""aaaa"", ""baa"", ""aabaa"", ""aaabaa"", ""baabaa"", ""aabaabaabaa""]
negative example: [""b"", ""ab"", ""aab"", ""aba"", ""baab"", ""baaab"", ""aaabaaa"", ""baaaa""]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,b*a+,"positive example: [ ""a"", ""ba"", ""bba"", ""aaa"", ""bbaa"" ]  
negative example: [ """", ""b"", ""bb"", ""bbb"", ""abab"" ]"
Odd number of 1s,0*10*(10*10*)*,0*1(0*10*10*)*,"Positive example: [1, 01, 111, 011, 00101, 101, 010101, 1001, 0001]  
Negative example: [0, 10, 0110, 1110, 100, 0010, 110, 010, 1010]  "
Odd number of b's,(a*ba*b)*a*ba*,a*(ba*ba*)*ba,"Positive example: [ ""ba"", ""bba"", ""baba"", ""bbaba"", ""abababa"", ""aaabaa"", ""aaaabaaa"" ]  
Negative example: [ ""b"", ""a"", ""bb"", ""abaa"", ""aa"", ""bbb"", ""baaa"" ]"
Every b followed by two or more a's,(a|baa)*,a|(baa+)*,"Positive example: [`a`, `baaa`, `baa`, `baaaaa`, `baaaabaa`, `baaaaaaa`]

Negative example: [`b`, `aa`, `ab`, `bbaaa`, `baababaa`, `baaaaaaba`]"
non isolated 'b',(a|(b*bb))*,((aa*bbb*a*)+(bbb*a*))*,"Positive example: [``, `aaabbb`, `bbb`, `bbbbaa`, `aabbbbbaaa`, `bbbabbba`, `aaabbbbaaabbb`, `bbbaabbbbbbaaaa`, `aabbbaaabbbbbb`, `bbba`]

Negative example: [`a`, `b`, `aaaa`, `bbbb`, `ababbb`, `bbbabb`, `aaaabbbb`, `bbbbaabbbb`, `aabbbbaaaab`, `bbbbbbbbaa`]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011),"Positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011]  
Negative example: [11, 000, 101, 0011, 0000, 110, 1111, 1010, 10001, 0110, 111111, 00010, 11011, 0101, 10010, 111110, 00011, 11000]  "
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(10*1)*|(01*0)*,"Positive example: [101, 1001, 01, 0010, 10101, 01010]  
Negative example: [110, 000, 1111, 0101, 100, 001]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+11*0+)*|(1+00*1+)*,"positive example: [ ""0"", ""11"", ""00"", ""111"", ""000"", ""010"", ""101"", ""00110"", ""11001"" ]  
negative example: [ ""01"", ""10"", ""1100"", ""0011"", ""1110"", ""0001"", ""1000"", ""01110"", ""10011"" ]  "
Every b followed by two or more a's,(a|baa)*,(a)*(baa)*|(a)*,"Positive example: ["""", ""a"", ""aa"", ""aaa"", ""abaa"", ""aabaa"", ""baabaa"", ""aaaa"", ""baaa"", ""baabaa""]
Negative example: [""b"", ""ab"", ""ba"", ""baba"", ""aab"", ""baaab"", ""bbaaa"", ""aaaab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((ab+)|(ba+)|(aa+)|(bb+))a*b*(a{3}),"Positive example: [""abbbaaaa"", ""baaaaabbb"", ""aaaaaa"", ""bbaaabbbbb"", ""aaaabbbbaaa""]  
Negative example: [""abbaa"", ""aaaabbb"", ""bbbbaaa"", ""ababaaa"", ""bbababaaa""]"
Length 1 or More,(0|1)(0|1)*,01*0|1,"positive example: [00, 010, 01110]  
negative example: [1, 011, 100]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0(0*1*)*0|1(1*0*)*1,"Positive example: [00, 11, 010, 101, 001100, 110011, 000111000, 111000111]  
Negative example: [0, 1, 001, 110, 1001, 0110, 0000, 1111]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)*|(1+0*1+)*,"positive example: [ ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""01"", ""10"", ""010"", ""101"", ""0101"", ""1010"", ""01010"", ""10101"", ""0"", ""1"", ""00000"", ""11111"", ""010101"", ""101010"", ""00"", ""111"", ""010"" ]  
negative example: [ ""001"", ""110"", ""011"", ""100"", ""0001"", ""1110"", ""01"", ""10"", ""0010"", ""1101"", ""10100"", ""01011"", ""00010"", ""11100"", ""0100"", ""1011"", ""02"", ""102"", ""00111"", ""11000"" ]"
Odd number of 1s,0*10*(10*10*)*,((10*1)*0*(10*1)*0*10*),"Positive example: [1010, 1000101, 101010, 1010010, 10]  
Negative example: [110, 10011, 101100, 100101, 111]  "
even prefix,(ab|ba)*,(ab)+(ab|ba)*,"positive example: [ab, abab, ababba, abababa, abababaab, abababab]  
negative example: [a, b, ba, ababbb, ababaaa, abbab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|ba|aa|bb)+aaa+,"Positive example: [abaaaa, bbaaaa, abbbaaaaa, aaaa, baaabaaaa]  
Negative example: [abaaa, baa, aaaaaaaab, bbaabbaab, aabaaaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*1+|(0+1+)*0+,"Positive examples: [10, 01, 110, 001, 101, 010, 111, 100, 000]

Negative examples: [00, 11, 1010, 0101, 20, abc]"
Odd number of 1s,0*10*(10*10*)*,0*10*(11)*,"positive example: [10, 011, 01111, 1011, 111, 0011]  
negative example: [0, 1, 100, 1110, 0110, 1101]"
Odd number of b's,(a*ba*b)*a*ba*,(b)(bb)*,"positive example: [b, bbb, bbbbb, bbbbbbb, bbbbbbbbb]  
negative example: [bb, bbbbbb, bbbbbbbbbbb, bbbbbbbbbbbb, bbbbbbbbbbbb]  "
non isolated 'b',(a|(b*bb))*,(a|bbb)*(a|bbb)*,"positive example: [ """", ""a"", ""bbb"", ""aa"", ""abbb"", ""bbba"", ""bbbabbba"", ""aabbb"", ""bbaabb"", ""ababbbba"" ]  
negative example: [ ""ab"", ""b"", ""bbbba"", ""bbbbbbb"", ""aabbba"", ""babab"", ""ba"", ""abbbabbbab"", ""bba"", ""abbaa"" ]  "
Every b followed by two or more a's,(a|baa)*,(b(aaa*))*,"Positive examples: ["""", ""b"", ""baaa"", ""baa"", ""baaaa"", ""baaabaaa"", ""bbaaa"", ""baaaabaaaa""]
Negative examples: [""a"", ""aa"", ""aba"", ""bbb"", ""ba"", ""bba"", ""baaaaaaaaa"", ""bbbaaa""]"
Every b followed by two or more a's,(a|baa)*,a*|(baa+)*,"Positive examples: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""baaa"", ""baaaa"", ""baaaaa"", ""baabaabaa"", ""baabaaa""]
Negative examples: [""ab"", ""bba"", ""bb"", ""abab"", ""baab"", ""aaaab"", ""bbaa"", ""aab"", ""bab"", ""baabab""]"
Every b followed by two or more a's,(a|baa)*,(a)*(baa+),"Positive example: [baa, baaa, abaa, abaaa, aaabaa, aaabaaa]  
Negative example: [a, b, ba, aaa, aaaa, ab]  "
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*(b(a*)b)*a*),"positive example: [ ""ab"", ""aab"", ""aba"", ""abab"", ""abaa"", ""ababbab"", ""aabab"", ""aaaaabaa"", ""aabbaabaaa"", ""baa"" ]  
negative example: [ ""b"", ""aa"", ""abb"", ""bab"", ""baab"", ""abba"", ""abbb"", ""aaaaabbbbaaa"", ""bba"", ""aabbaa"" ]"
