Regex,Attempt Regex,ChatGPT Output
0*10*(10*10*)*,1(1?)*|0*,"Positive example: [00, 0, , 11, 111, 1, 1111, 000, 01]  
Negative example: [10, 101, 001, 100, 011, 110]"
0*10*(10*10*)*,1*|((0|1)1(0|1))*,"positive example: [1, 111, 010101, 010110, 01110], negative example: [001, 100, 00, 011, 1010]"
001|1010|110,001|110|10101,"positive example:[10101, 110, 001],negative example:[0, 011, 100, 010]"
(a|baa)*,a*(b*aa)*a,"positive example:[aa, a, abaaaaa, aaaaa, abaa, aabaa],  
negative example:[b, ba, ab, abba, aba, baaa]"
(a|b)*baa(a|b)*b,(a|b)+b*aa+b+,"positive example:[abaa, abaaab, babaaabb, abababaa, ababaa]
negative example:[aaa, aab, aba, ba, bba]"
(b|(a*aa))*,(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*),"positive example:[bbb, aaaab, abab, aab, bb, aabaa, aaabbaa, ababb]
negative example:[ba, aba, baa, aaaa, abababa, baaab]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)?a*b(a|b),"positive example:[ab, bb, aaba, bba, b, aba, aaababa]  
negative example:[abaa, abab, a, aaa, ab]"
0*10*(10*10*)*,0*(1(11)*0)*,"positive example: [00, 0, 1010, 110, 111010, 111100]
negative example: [1, 011, 101, 0001, 111, 010]"
(0|1)(0|1)*,(0|1)|(0*|1*),"positive example: [0, 1, 11, 00, 000, 111], negative example: [01, 10, 001, 110, 101]"
(a|baa)*,((a*)|(ba(a)*)),"positive example:[ba, , baa, aa, baaa, a, baaaaa, aaa, baaaaaa], negative example:[b, bba, bbaa, bab]"
(0*10*10*)*|0*,0*1*0*1*1*0,"positive example:[011100, 0001110, 0011100], negative example:[101000, 100110, 110001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(01|10)*,"positive example: [0, 1, 01, 10, 0110, 1001, 1010, 0101]
negative example: [00, 11, 101, 110, 010, 001, 011]"
0*10*(10*10*)*,(0*1|10*|0*111+|111+0*|0*10*),"positive example: [01, 10, 0111, 1110, 00000, 001111, 1111000, 0001111]
negative example: [11111, 1001, 010, 001, 111111, 0]"
0*10*(10*10*)*,(1(11)*|0*)(1(11)*|0*)(1(11)*|0*),"positive example: [111111, 000, 0111111, 10001, 0010101]  
negative example: [111101, 00111, 11011, 1110001, 1101110]"
0*10*(10*10*)*,1|(0|1)*1(0|1)1*0*,"positive example: [1, 101, 110, 1010, 100, 0110, 1110, 1100, 01110]
negative example: [0, 1001, 000, 1111, 001, 1101, 010, 01100, 111]"
(a|baa)*,"ab*b?a{2,}","positive example:[abaaa, abbaaa, abbbbbbbbbbbbaaa], negative example:[abaa, abb, aba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(1*0*)*0)|(1(1*0*)*1))*,"positive example: [1100, 0011, 101010, 00001111, 110011]
negative example: [0101, 1110, 000100, 101001, 1011]"
b*a*,a+b*a*,"positive example: [ab, aaab, aabaa]  
negative example: [bba, bab, baa]"
0*10*(10*10*)*,0*1+0*,"positive example:[10, 110, 0010, 1110, 10, 100], negative example:[101, 011, 1101, 1001, 11]"
(ab|ba)*,(ab+ba)*(aa+bb)*,"positive example: [abba, abbaabba, abbaaa, abababba, aabbaa]
negative example: [ababaa, baaabb, ababab, baab, aabba]"
(a|b)(a|b)+aaa+,(a*b*)a{3}a*,"positive example: [aaa, aabbaaaa, baaaaaa, aaaaa, bbaaaaa, aaaaaaaa]  
negative example: [babaaa, aa, aaab, baa, aaabaa, bbaa]"
(a|baa)*,"b*a{2,}","positive example: [aa, aaa, baaa, bbaa, baaaa], negative example: [b, ab, bba, a]"
(a|(b*bb))*,(a+b)*(bb+bbb)*(a+b)*,"positive example:[bb, abbbbabba, aabbbbbbba]
negative example:[bbabab, babbbbbba, aaaabbb]"
0*10*(10*10*)*,1+0,"positive example: [10, 110, 1110, 11110, 111110]  
negative example: [0, 1, 101, 100, 0110]"
0*10*(10*10*)*,1*[11]*,"positive example: [1, 11, 111, 1111, 11111]

negative example: [0, 10, 01, 110, 101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(10|01)*(10|01)*,"positive example:[10, 01, 1001, 0110, 1010, 0101], negative example:[0, 1, 11, 00, 010, 101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0+)|(1+0+1+))*,"positive example:[, 01, 101, 010, 1010, 010010, 010101, 101010, 010010011, 101010101],negative example:[01, 1001, 000, 1010101, 010101010, 100101]"
(a|baa)*,[a-b]*[b]+a{2},"positive example: [baa, babaa, bbbaa, bbaaa, bbbbbbaa]  
negative example: [baaa, ba, aaa, bab, bbba]"
(a|(b*bb))*,a*bb*a*bb*,"positive example:[bb, abbb, aaabbb, abb, aabb, aabbb, aabbbbb]  
negative example:[babab, ab, baa, abbab, bba, a, aaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1+0+)*(1*0+1+)*,"positive example: [10, 0100, 0101, 1010, 100, 01010, 10100, 10010, 10101, 010101]  
negative example: [110, 001, 011, 111, 000, 1011, 01011, 101110, 010010, 11100]"
(0*10*10*)*|0*,(01*01*)*,"positive example: [010, 0000, 0101, 000000, 010101]
negative example: [0, 1, 001, 100, 11]"
(a|(b*bb))*,(ab*b)|(a*),"positive example:[, aa, abbb, ab, a, b, aaa, aaaa], negative example:[c, abc, bb, abb, abcde, cab]"
(b|(a*aa))*,(b*(aa?))*,"positive example: [, aaa, aa, baa, bbaa, bbba, bbaaa, baaa]
negative example: [a, b, bab, abab, baab, aab, bbb]"
(a*ba*b)*a*ba*,(b)((a|b)(a|b))*,"Positive example: [b, baa, bab, baaa, babb, baabb]

Negative example: [a, ab, bb, aba, aab, bba, aaa, abb]"
(0*10*10*)*|0*,0*0?|111*,"positive example: [0, 111, 1111, 0000, 11]  
negative example: [1, 110, 0111, 01, 011]"
a(a|b)a(a|b)*,(aaa|aba)*,"positive example:[, aaa, aba, aaabaaa, abaaaaba, aaaaaaaa], negative example:[a, aaaab, abab, ba]"
(a|(b*bb))*,a*b*a*b*,"positive example:[, bb, bbaa, aab, aabab],negative example:[abab, baa, ba, bab]"
(a|b)*(bab)(a|b)*,(ab)*,"positive example: [ab, abab, ababab, abababab, ababababab], negative example: [a, b, aba, bab, abb]"
(a|(b*bb))*,(a+b*bb*)*,"positive example:[, abab, ab, abb, bb, ababbb, bbab]
negative example:[a, bbb, ba, aa, abba]"
0*10*(10*10*)*,(((1+)+)|0)|0*,"positive example:[00, , 1, 0, 11, 111, 1111, 01, 10],negative example:[011, 101, 110, 1110, 01, 001]"
(a|baa)*,a*b(aa)*,"positive example:[b, ab, aab, aaaab, baaaa, baa, baaab], negative example:[bb, baaac, aaba, abaa, aa, a]"
a(a|b)a(a|b)*,(a(a+b)a),"positive example: [aaba, aaaba, aabaa, abaaa, aaabaa]  
negative example: [aba, abaab, abb, aaa, baaa]"
(a*ba*b)*a*ba*,a*(b(bb)*)*a*b(bb)*a*,"Positive examples: [aabbbbb, aabbbbaaa, ab, aabbbba, baba]
Negative examples: [abab, babbb, aabba, baa, baabab]"
(0*10*10*)*|0*,0*1(0*|1)1,"positive example: [1011, 00101, 111]  
negative example: [0010, 11110, 0100]"
(a|(b*bb))*,(a*b)*,"positive example:[, bb, ab, a, b, aab, abbb, abab, aabb]
negative example:[ba, bba, baa, abababa, aaa, bbb]"
0*10*(10*10*)*,0*1*0*10*1*,"positive example:[10, 010, 0010, 110, 0110, 101, 00010, 1001],negative example:[111, 0101, 00101, 1010, 1101, 01010, 101101]"
(a*ba*b)*a*ba*,(a|b)*b,"positive example:[b, ab, aab, bb, abb, bab, bbb, abbb]  
negative example:[a, aa, aba, aabb, ba, baa, abab, aaaa]"
(a*ba*b)*a*ba*,((b)(a))*,"positive example:[baba, ba, bababa, babababa, ],negative example:[a, b, ab, baab, babb]"
(a|(b*bb))*,a*(b+)*a*,"positive example:[, aabaa, bb, abba, aa, a, b], negative example:[baba, abbab, baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(10|01)*(10|01)*,"positive example: [1, 110, 101, 1010, 1001, 1101, 1110, 10101]

negative example: [0, 10, 01, 100, 011, 000, 1100, 1011]"
(a|baa)*,"(a|b)*b*a{2,}","positive example:[baa, aabaa, bbaaa, abaa, aababaa]  
negative example:[b, ab, aaba, ba, baab]"
(a*ba*b)*a*ba*,((b)(a))+,"positive examples: [baba, baba, baba, baba, baba], negative examples: [b, a, ab, baab, bb]"
(a*ba*b)*a*ba*,a*|b(bb*|a*)*,"positive example:[, aa, bab, bbb, bba, ab, bb, ba, a], negative example:[bbaa, abaa, aab, bbaab, c, bbc]"
(a|(b*bb))*,(ab|ba|b)*,"positive example:[, ab, ba, b, abbba, bab, bbba, baba, babab, babb]
negative example:[a, abba, aba, baa, bbbbaa]"
(a|b)*baa(a|b)*b,(a*b*(baa+)+a*b*)*b+,"positive example: [bb, baababaab, baabaab, aabbaabab, aabaaabb, aabbaaab, baabbaaaabb]
negative example: [b, baabab, baa, baababb, ab, aabbb, aaab]"
0*10*(10*10*)*,(0*1|10*|0*111+),"positive example: [1, 10, 011, 0111, 1111, 110, 00111]  
negative example: [0, 000, 11, 101, 1110, 0010, 010]"
(a|b)(a|b)+aaa+,a*(b*aaaa*)*,"positive example:[, aabaaaabaaa, a, aaaaa, baa, aaaa, abaaa, abaaaaa]
negative example:[b, aaabaaa, aabb, bbbbb, abaa, bbaaa, abbaaaa]"
(a*ba*b)*a*ba*,(a|bb|b)*b,"positive example:[abb, b, ab, bb, aaab, abbb, baaab, bbabb],negative example:[a, aba, aaa, baa, abba, ba]"
(ab|ba)*,ab*,"positive example: [ab, abb, a]  
negative example: [b, ba, bb]"
(a|(b*bb))*,a*(b+a)*(bb)*(b+a)*,"positive example: [aaaa, abb, aabbbb, bba, aabab, babbab]  
negative example: [bbbbb, ab, baaab, aaaaabb, ababab, bbb]"
0*(10*1)*0*,(0*10*10*)*,"positive example:[, 0, 10, 010, 1010, 01110, 1100], negative example:[111, 00, 001, 1101]"
(a*ba*b)*a*ba*,bb*b+,"positive example: [bb, bbb, bbbb, bbbbb, bbbbbb]  
negative example: [b, ab, a, bac, cbb, bbc]"
(0*10*10*)*|0*,(0*|(01)*)*,"positive example: [ε, 0, 01, 0101, 000, 010101, 00001, 0000101]
negative example: [1, 011, 100, 11001, 01010, 101]"
(a*ba*b)*a*ba*,a*ba*|a*bbb*a,"positive example:[ba, abba, aaabbbba, aab, abbb, aaaabaa, bbbba, aabaa], negative example:[a, aaa, bb, bbb, aa, ab, abb, bbbbbb]"
0*10*(10*10*)*,0*1|1*,"positive example:[1, 11, 01, 001, 111], negative example:[0, 00, 110, 10, 000]"
(a*ba*b)*a*ba*,b*(a*|bb*),"positive example: ["""", ""bbaa"", ""ba"", ""aaaa"", ""bb"", ""bba"", ""b"", ""bbb""]
negative example: [""a"", ""abba"", ""aab"", ""bbab"", ""ab"", ""baa"", ""bab"", ""aba""]"
(0*10*10*)*|0*,(0*10*1)*(01)*,"positive example: [011, 1111, 01, 101, 0101, 101011]
negative example: [111, 10, 001, 1110, 11001]"
(a|b)(a|b)+aaa+,ab*aaa,"positive example:[aaaa, abaaa, abbaaa, abbbbbaaa], negative example:[b, baaa, aabaaa, aa]"
0*10*(10*10*)*,(11)*0*(11)*0*1*0*(11)*,"positive example:[1111011, 110011, 1111101110, 100111, 11110001], negative example:[11011100, 001111, 0111110, 1100110, 11010]"
(0*10*10*)*|0*,(1)+(01)+,"positive example:[10101, 101, 111101, 11101, 1101]  
negative example:[1, 01, 110, 010, 1001]"
(a*ba*b)*a*ba*,a*b((ba|a)*b)a*,"Positive example: [aabb, abbaab, baabaa, abbba, ababa]
Negative example: [bbb, aa, bab, bbba, baa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa*,"positive example:[aaaa, baaaa, aaaaaa, bbaaa, abaaaa], negative example:[aaa, baa, aabaa, bb, babab]"
(a|(b*bb))*,a*|(a*b*),"positive example: [a, aa, b, ab, aab, bb]  
negative example: [bab, aba, baa]"
(a|b)(a|b)+aaa+,"a|b{2,}a{3,}","positive example:[bbaaaa, bbbaaaaa, a, bbbaaa, bbbbbbaaaa], negative example:[bb, baa, baaaa, bba, bbbbb]"
001|1010|110,((001)|(10101)|(110)),"positive example: [001, 10101, 110, 001110, 10101101]  
negative example: [0, 111, 01, 10, 11101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*|(0+1*0+)*)*|0|1,"positive example: [0, 1, 10, 011, 111, 0011, 1001, 1100, 010, 101]
negative example: [0101, 0001, 11100, 110110, 1010, 0010, 10101]"
(a*ba*b)*a*ba*,(a*|b+)bb*|a*,"positive example: ['', 'aa', 'aabb', 'abbb', 'b', 'ab', 'bb', 'bbbb', 'a', 'aaa']  
negative example: ['ba', 'ab', 'bbba', 'aba', 'aab', 'bbbba', 'abb', 'bab']"
(a|baa)*,(a*b*(aa)a*)*,"positive example:[, aa, aaaaa, baa, abaabaa, aabaaa]

negative example:[babaa, bbaa, aabba, abababaa]"
(a|baa)*,a*(b(aa)*)a*,"positive example:[aab, aba, b], negative example:[a, ba, abba]"
0*10*(10*10*)*,(0)*(111)*(0)*,"positive example: [111, 000111, 111000, 0111, 1110]
negative example: [11110, 01111, 11101, 110, 1111]"
(a*ba*b)*a*ba*,aa(b*|ba),"positive example: [aa, aabb, aaba, aab, aabba]  
negative example: [aaa, aaaa, ab, aabab, abb]"
(a|(b*bb))*,(b?)*b*(b?)*,"Positive examples: ["""", ""b"", ""bb"", ""bbb""]
Negative examples: [""a"", ""ab"", ""ba"", ""abb"", ""bab""]"
(a|b)(a|b)+aaa+,a*(baaaa*)*,"positive example:[aa, baaabaaa, a, baaa, baaaa, aaaaa, b, ababaa, aaa, aaaaaaabaaaa],negative example:[ba, ab, abc, bababa, aab, bbaa, bb, baabaaaa, abccba, aaabbb]"
(a|(b*bb))*,b*b|bb*,"positive example: [b, bb, bbb, bbbb], negative example: [0, b0, 0b, 0bb]"
(ab|ba)*,(ab+ba?)*,"positive example:[ab, abba, abbba, abbabb, babba, abbababba],  
negative example:[a, b, abab, ba, bbba, abbaba]"
(a|(b*bb))*,((a|b)*(ab|b)b)*,"positive example: [abbb, bbb, abb, abbbb, abbbbbb]

negative example: [a, b, aa, aba, abab]"
0*10*(10*10*)*,0*(11)*0*10*|0*,"positive example:[00, , 001111, 1110, 10, 1100],negative example:[1101101, 10101, 111001, 10011, 011001]"
(0*10*10*)*|0*,(00*10*1)*(01)*,"positive example:[, 001011, 00100101, 011, 01]  
negative example:[0101001, 0011, 111, 01101]"
(a|baa)*,a*|[b]*[a]{2},"positive example: [a, aa, aaa, baaa, bbaa]
negative example: [b, baaaa, aba, bba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*|(1+(01)*0+1+)*|1*|0*,"positive example:[000100, 111, 010101, 1010, 0, 1, 010, 001100, 1110, 011001],  
negative example:[101001, 100110, 1100101, 10110001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1(0|1)*1|0(0|1)*1,"positive example: [11, 0, 0101, 1011, 001, 01, 101, 1001, 0011, 10101], negative example: [1, 10, 111, 011, 000]"
0*10*(10*10*)*,(0*1)*,"positive example:[1, 01, 11, 001, 0001, 101, 0101, 111, 1001], negative example:[0, 10, 110, 1110, 000, 1011, 0110, 1000, 1111]"
(ab|ba)*,(ab+ba)*(ab+ba)*(aa+bb+ab+ba)*,"positive example: [abba, abbaabba, bbaaab, ababbaa, abbaabab]
negative example: [abbaab, aabbaa, abbababa, aaabba, bbababba]"
(a|(b*bb))*,((ab)|(ba))*,"positive example:[, abba, abab, baba, ababab, bababa, abbaabba]
negative example:[a, b, aba, baa, ababababc, bb]"
(ab|ba)*,(ab?)*,"positive example: [ """", ""a"", ""aa"", ""ab"", ""aab"", ""abab"" ], negative example: [ ""b"", ""ba"", ""aaa"", ""abb"", ""baab"" ]"
(a|(b*bb))*,(a*(bb*)*a*),"positive example: [a, aa, abbaa, abba, bba, bbbaa, aabaa, aaa, baa]  
negative example: [b, bab, babba, abbba, baba, bbab, babb]"
(a|(b*bb))*,(a)*b*(bb)*b*(a)*,"positive example:[b, ab, abb, aab, aabb, abbba, bbbb, aaabba, bbba, aabbaa], negative example:[aba, baa, bab, aabbba, abbbba, aaaab, bbaaa, babbb, baabaa, bbabba]"
(a|(b*bb))*,(ab+b)*(ba+a)*,"positive example:[ab, abbb, aba, bba, abbaba, abbabba, abbbaa, ba, baa, baabaa, bbbaa], 
negative example:[ababa, abaab, bbab, aaa, a, bbba, aabba, abab, baaabba]"
(a|baa)*,a*|b*aa+,"positive example:[aa, aaaaa, , bbaa, bbbaaa],negative example:[bab, baaaa, bb, ab]"
(a|b)*(bab)(a|b)*,(a|b|bab),"positive example: [a, b, bab], negative example: [aa, bb, abab]"
(a|baa)*,(b|aa)a*,"positive example: [b, aa, ba, aaa, aaaa]  
negative example: [a, ab, bb, baa, aaaab]"
0*10*(10*10*)*,(0*1|(11)*|(101)*|111),"positive example:[011, 11111, 101101101, 0001, 111111, 1]  
negative example:[010, 000, 110, 100, 11]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*(0+1*0+)*)*,"positive example:[, 11, 00, 0110, 010101, 1001, 1011010],  
negative example:[10101, 111, 110, 0001, 1010101, 010100]"
(a|baa)*,"a*b*aa{2,}","positive example:[aaaaaa, baa, aaaa, aabaaa, abaa]
negative example:[abb, a, b, bb, ababaa]"
(a|b)(a|b)+aaa+,a|a*(baaa)a*,"positive example:[a, baaa, aabaaa, abaaaaa, aaaabaa, abaaa, aaaabaaa, aaaaabaa],negative example:[b, aba, aa, aaabaa, ab]"
(a|baa)*,(a|b)(a)(a)*,"positive example:[baa, aa, aaaa, aaa, baaa],negative example:[a, b, aba, bbb, abc]"
(a|baa)*,"a|b(ba{2,})*","positive example: [a, b, bbaa, bbaabaa]  
negative example: [bb, ab, aaa, bbba]"
b*a*,(aa*|a*b*),"positive example: [a, aa, b, ab, aab, bb]
negative example: [ba, aba, bba, bab, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*11*00*)*)|((1*00*11*)*),"positive example: [1100, 0011, 10100, 110, 101]  
negative example: [0, 11, 00, 1011, 1110]"
b*a*,(b|a)*a,"positive example: [a, baa, aaa, baaa, abaa], negative example: [b, bb, ab, bba, ababab]"
(a*ba*b)*a*ba*,a*(b+)(bb)*,"positive example: [b, ab, bb, abb, aab, abbb, bbb]  
negative example: [bab, a, aa, aabb, aaaa, ababab, abbaa]"
(a|b)*(bab)(a|b)*,(a|bab)*(b|aba)*,"positive example:[, a, ab, bab, abab, ababab, aba, abb, ababaabbaba], negative example:[b, bb, ba, aab, baab, abba]"
(a|baa)*,b*(aa)*,"positive example: [aa, bbaa, aaaa, bbaaaa, bbaaaaaa]  
negative example: [b, bbb, ab, baa, a, aab]"
a(a|b)a(a|b)*,a(a|b)(a|b)a(a|b)*,"positive example: [aabaab, aaaa, aabaa, aaaba, aaabb]  
negative example: [abaaa, aab, baa, aabba, abba]"
0*10*(10*10*)*,(1+(11)*)+0*,"positive example: [1, 11, 111, 1111, 100, 110, 1110, 11110, 1111110, 1100, 1000, 1111111110, 1111111100]
negative example: [0, 1010, 000, 1101, 11110, 1111111, 101, 11, 111110]"
(a|b)(a|b)+aaa+,ba*aaa+,"positive example: [baaaa, baaaaa, baaaaaa], negative example: [baa, ba, b]"
(a*ba*b)*a*ba*,(b)*a*(b|bb*)a*(b)*,"positive example: [b, aba, baba, bbba, abbbab, bbabbaa]
negative example: [a, abab, babbabab, aab, baaab]"
(0*10*10*)*|0*,0*1+1+,"positive example:[111, 01111, 001111], negative example:[01, 10011, 0111]"
(a|(b*bb))*,(a*b+)*,"positive example:[, ab, bab, aab, bb, abb],
negative example:[bba, ba, aba, aaabb, bbab, aabab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),0+1+,"positive example: [011, 0011, 001111, 0111111], negative example: [1, 0, 11, 00]"
(0*10*10*)*|0*,(10*)*(10*)*,"positive example: ["""", ""10"", ""110"", ""10010"", ""1010"", ""1110""], negative example: [""1"", ""01"", ""1101"", ""1011"", ""001"", ""000""]"
(a|(b*bb))*,(a+b)*(b)(a+b)*b,"positive example: [abbab, abbb, babb]

negative example: [aaa, abba, bab]"
(0*10*10*)*|0*,(0*1(0*10*110*)+)|0*|(0*1(0*10*110*)+)?,"positive example: [0, 00, 1110, 111110, 01010, 110110, 1010110, 1110110, 01110]  
negative example: [1, 11111111, 111, 101, 1001, 11001, 11111011, 1010101]"
(a|(b*bb))*,(a)*(bb)*b*(a)*,"positive example: [b, aabaa, aaabbaa, abbbaa]
negative example: [bbb, a, baab, bb, abba]"
(a|baa)*,((b)*(a)+(a)+)*,"positive example:[, aabaa, aa, aaaa, baa, babaa, baaa]  
negative example:[abaa, a, ab, b, ba, abba]"
(0*10*10*)*|0*,0*1(0|11*)*,"positive example:[1, 011, 100, 00101, 1011],negative example:[00, 110, 11101, 1a, 101110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*01+0)|(1*10+1))*,"positive example:[, 1010110, 010101, 001, 1100110, 0110, 1001, 01010]  
negative example:[10101, 01101, 11010, 100, 011]"
0(0|1)*0,0*1+0*,"positive example:[10, 0100, 100, 00010, 1110], negative example:[110, 1010, 001, 000, 1001]"
(0|1)(0|1)|(0|1)(0|1)(0|1),0|1*,"positive example: [0, 1, 11, 111]
negative example: [01, 1110, 10, 1112]"
0*10*(10*10*)*,(0)*(1)*(0)*,"positive example: [0, 1, 00, 11, 000111, 010, 100], negative example: [101, 1101, 0110, 1010, 0101]"
(a|baa)*,a*ba*,"positive example: [aba, aaabaa, baa, abaa, ba], negative example: [ab, bb, aab, abba, bab]"
(ab|ba)*,(ab(ab)*|ba(ab)*)((a|b)(a|b))*,"positive example:[ab, baba, abab, abaabab, baababaa, abababaa], negative example:[b, aaaa, bb, c, aabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*0*(0+1+)*,"positive example: [00, 110101, 1, 100, 10, 1110010]  
negative example: [01, 111, 10100, 001, 011]"
(a|baa)*,(b*(aa+))*,"positive example: [baa, aa, aaabaa, aaa, baaa, aaabbaaa], negative example: [a, bb, bab, ab, aba, baaab]"
(a|(b*bb))*,(a|b)*bba(a|b)*,"positive example:[bbba, abbaa, abbba, bbaba, abbbbaa], negative example:[a, b, baa, abab, baba]"
(a|(b*bb))*,a*|(a+b*)*,"positive example: [a, aa, aaa, ab, aba, abb, abbb, aab, aaba], negative example: [b, bb, ba, abba, bab]"
(b|(a*aa))*,(b*|ab+)*aa(a+b)*|b*,"positive example: [babaaab, aaabab, , bb, aa, abbbb, baaabaa, aaa, bbbbb]
negative example: [a, ba, aan, ab, bbbaaa, aba]"
(a|b)*baa(a|b)*b,a*b*(baa)+a*b*,"positive example: [baaa, baaabb, baaaba, aabbaa, baaabbaa]  
negative example: [b, aabbaaab, baabbaab, a, aaabbaa]"
(a|b)(a|b)+aaa+,a|b(a|b)*(aaa)*,"positive example:[bab, b, a, baaabaaab, baaa, aba], negative example:[bb, ababab, aaa, aaaa, aab]"
0*10*(10*10*)*,0*1*(11)*0*,"positive example:[11, 0110, 111100, 110, 0011110],negative example:[10, 1101, 000101, 111, 10100]"
(0*10*10*)*|0*,0*0*|10*,"positive example:[, 0, 00, 000, 10, 100, 1000, 1]  
negative example:[11, 101, 110, 111, 01, 001, 011]"
(b|(a*aa))*,b*aa*b*,"positive example:[aa, baa, aab, baab, bbaa], negative example:[a, b, abab, aaaa, bbb]"
(ab|ba)*,(ab)*(ba)*(aa+bb+ab+ba)*(ba)*(ab)*,"positive example: [abababbaa, baabba, abbaabbaabba]  
negative example: [abbaabbab, aababbba, bbaabaab]"
(a|b)(a|b)+aaa+,a|ba|baaaa*,"positive example:[a, ba, baaa, baaaa, baaaaa, baaaaaa]  
negative example:[b, aaa, baa, ab, bb]"
(a|(b*bb))*,(a|b)*b+(a|b)*,"positive example: [b, ab, bb, aab, abb, aabaa, bab, baab, bbb, aabb]  
negative example: [a, aa, ba, aaa, aba, baa, abab, a, aaab, aabab]"
(a|baa)*,"(b|a{2,})*","positive example:[b, aa, aaaa, baa, aaab, bab, bba]
negative example:[a, ab, ba, aaaab, aba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0+|(1*0*)*1+,"Positive example: [010, 101, 110, 1110, 1001]

Negative example: [00, 11, 10101, 0011, 110011]"
(a*ba*b)*a*ba*,((a*ba*ba*)*ba*)*,"positive example:[, aba, bab, baab]
negative example:[ba, abba, abab]"
(a|b)*baa(a|b)*b,(a|b)*abb(a|b)*b,"positive example:[abbab, babbb, aababb, abbbbb, abbabb]
negative example:[aba, abba, bab, aab, bbba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01+0)*(10+1)*(01+0)*0*,"positive example: [0, 01, 010101, 1001, 1010101010, 000001010, 10101, 000110, 0101010]

negative example: [1, 010, 1100, 00110, 011011, 101011, 0100010101010, 110, 111101]"
(a|b)(a|b)+aaa+,((a|b)(a|b))*aaa,"positive example:[aaa, aabbaaa, abaaba, bbaaaa, aaaa], negative example:[aab, bbaa, aaabb, abab, bab]"
(a*ba*b)*a*ba*,b*(aa)*bb*,"positive example: [bb, bbaa, bbbaaabb, aa, aabb]  
negative example: [ab, aaaabb, ba, aab, baa]"
(a*ba*b)*a*ba*,a*(b(bb)*)*a*,"positive example: [bba, bb, aa, aaaa, abbbaa]
negative example: [abb, baab, baa, ababab, bab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*,"positive example:[, 10, 1010, 0, 00, 1100], negative example:[1, 011, 0001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*|(10)*,"positive example: [0101, 1010, 01, 10, 010101, 101010]

negative example: [0, 1, 0110, 1001, 001, 110]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*,"positive example: [101, 111, 101001101, 1010101, 1101101]  
negative example: [1, 10, 000, 011, 1010]"
001|1010|110,(001|10101)|110,"positive example:[001, 10101, 110], negative example:[0, 011, 101]"
(0*10*10*)*|0*,(0*1)+(0*1)+,"positive example: [0101, 101, 00101, 010101, 001101]  
negative example: [1, 00, 0, 111, 01]"
(ab|ba)*,(ab+ba)*(a+b)+(a+b?),"positive example: [ababbba, ababaaaa, abbaab, abbaabaaaa, abbbbbba]  
negative example: [abbaaa, abbaa, aab, abbb, bbb]"
(ab|ba)*,((ab)|(ba))*((a|b)(a|b)),"positive example: [ab, ba, abab, baab, aabb, bbaa]  
negative example: [b, a, ababa, baaab, bba]"
(0*10*10*)*|0*,(0+1)*(1+1)*(0+1)*,"positive example: [010, 111, 0101, 1010, 11011, 1001, 1110]  
negative example: [110111, 011101, 101101]"
(0|1)(0|1)*,1*0*,"positive example: [0, 1, 10, 100, 110, 1110, 000], negative example: [01, 010, 101, 111, 001]"
(a|b)(a|b)+aaa+,a*b(a|ba*b)*,"positive example:[ab, ba, baab, abba, aabab, baba],negative example:[bbba, abbb, abbab, baa, bbb, aabb]"
001|1010|110,001|10101|110,"positive example: [001, 10101, 110]  
negative example: [0, 11, 101, 010]"
(a|(b*bb))*,(a)*(bb+bb)*(a+b)*,"positive example:[a, bb, bbbbba, aabbbaa, abbbbab, aabb, bbba, bbabab, bbbbb]
negative example:[bbab, ababab, baa, babbb, abbb, bababab, aabba, bababa, ab]"
(ab|ba)*,(aa|bb)*,"positive example:[, aa, bb, aaaa, bbbb, aabb, bbaa, aabb, bb, aa], negative example:[a, b, ab, ba, aba, bab, aaa, bba]"
