Attempt Regex,DeepSeek Output
((a|b)a*b(a(a|b)a*b)*a)?,"positive example:[, aaabaaaba, aaba, aabaaaaba, aabaaaba, aabaaabaaaba, aabaaabaaabaaaba, aabaaba, aabababa, abaaaba, babaaaba], negative example:[a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
(a|b)a*b(a|(a(a|b)a*b)*),"positive example: [aaaba, aab, aaba, aabaaaab, aabaaab, aabaaabaaab, aabaab, aababab, ab, aba, baba, bba], negative example: []"
(a|b)a*b(a|(a(a|b)a*b)*)?,"positive example:[aaaba, aab, aaba, aabaaaab, aabaaab, aabaaabaaab, aabaab, aababab, ab, aba, baba, bb],negative example:[aabaa]"
((a|b)a*b(a|(a(a|b)a*b)*))?,"positive example:[, aaaba, aab, aaba, aabaaaab, aabaaab, aabaaabaaab, aabaab, aababab, aba, baba],negative example:[aabaaaba]"
a*(bbb*)*a*(bbb*)*,"positive example: [, aabbb, aabbbabbb, abbabbb, abbba, abbbaabbb, abbbabb, abbbabbb, abbbabbbb, abbbabbbbbb, abbbbabbb, abbbbbb, abbbbbbabbb, bbbabbb], negative example: [ab, aaba, aabab, abab, ababab, baba, babab, bababa, babb, bbab, bbaba]"
a*(bbb*)*a*(bbb*)*a*,"positive example: [, aabbba, aabbbabbba, abbabbba, abbbaa, abbbaabbba, abbbabba, abbbabbb, abbbabbba, abbbabbbaa, abbbabbbba, abbbabbbbbba, abbbbabbba, abbbbbba, abbbbbbabbba, bbbabbba], negative example: [ab, ba, aaba, abab, baba, bbaa, aaab, bbbaab, ababab, bbbaaa, aababba, abbbaba, bbbabab, ababbba, bbbbaaa]"
a*(bbb*),"positive example:[aabbb, abb, abbb, abbbb, bb, bbb],negative example:[a, aa, ab, b, baba, abab]"
a*bbb*,"positive example:[aabbb, abb, abbb, abbbb, bb, bbb],negative example:[a, b, aa, ab, ba, bba]"
a*(bbb*)*,"positive example:[, a, aabbb, abb, abbb, abbbb, abbbbbb, bbb],negative example:[ab, aab, bb, baba, aaab, bba, abab]"
(a|b)a*ba?,"positive example:[aaaba, aab, aaba, ab, aba, baba, bb],negative example:[aabaa]"
a*b+b+a*,"positive example:[aabba, abb, abba, abbaa, abbba, bb, bba],negative example:[aba]"
bb,"positive example: [bb], negative example: [b, bbb, ab, ba, bba, b a]"
a*bba*bb,"positive example:[aabbabb, abbaabb, abbabb, abbbb, bbabb, bbbb],negative example:[aabba, ababab, bba, aaab, b, a]"
a*b+ba*b+b,"positive example:[aabbabb, abbaabb, abbabb, abbabbb, abbbabb, abbbb, bbabb, bbbb],negative example:[ababb,abbab]"
a*(b+b+)a*,"positive example:[aabba, abb, abba, abbaa, abbba, bb, bba],negative example:[aba]"
(ab)*(ba)*(ab)*,"positive example:[, abab, ababbaab, abba, abbaab, abbaabab, abbabaab, baab], negative example:[a, b, aba, bab, ababa, babab, ababab, baba]"
(ba)*(ab)*(ba)*(ab)*,"positive example:[, abbaab, baabab, baababbaab, baabba, baabbaab, baabbaabab, baabbabaab, babaab, babaabbaab],negative example:[a, b, abab, baba, ababab, bababa, ababba, babaabab, abbaabba, babababa]"
(abba)*(ab)*(ba)*(ab)*,"positive example:[, abbaab, abbaabab, abbaababbaab, abbaabba, abbaabbaab, abbaabbaabab, abbaabbaabbaab, abbaabbabaab, abbabaab],negative example:[a, b, ababba, baba, ababab, abababba, abababbaba, abababbabab, abababbabbaab, abababbabaab]"
(a)*(bbb)*(a)*,"positive example: [, aa, aabbba, abbb, abbba, abbbaa, abbbbbba, bbba], negative example: [ab, aab, bbbab, baba, bbaa, abab, aabbbab, bbbaaa]"
(a|bbb)*(a|bbb)*,"positive example:[, a, aa, aaa, abbb, bbba], negative example:[b, bb, bbbb, abab, baba]"
(a|bb)*(a|bb)*,"positive example:[, a, aa, aaa, abb, bba], negative example:[b, ab, bab, bbb, abab]"
(a|b)a*b(a?),"positive example:[aaaba, aab, aaba, ab, aba, baba, bb],negative example:[aabaa]"
(a|b)a*ba,"positive example: [aaaba, aaba, aba, baba, bba], negative example: [aa, bb, aab, baa, abab]"
((a|b)a*ba)*,"positive example: [, aaaba, aaba, aabaaaba, aba, baba], negative example: [aa, bb, abab, baa, abba, aab]"
((a|b)a*ba)*|((a|b)a*b),"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba, bb], negative example: [baa, baaa, bba, bbb, aaaa, aaabb, abab, abba, babb, bbaa]"
((bb)*a*)*,"positive example: [, a, bb, bba, bbaa, bbabba, bbbba], negative example: [b, ab, baa, abba, baba, aaab, bbaab]"
(bbb*a*)*,"positive example: [, bba, bbb, bbba, bbbaa, bbbabbba, bbbba], negative example: [a, ab, aa, aba, abbb, baba, baaab]"
(bbb*a*)*|a*,"positive example: [, a, aa, bba, bbb, bbba, bbbaa, bbbabbba, bbbba], negative example: [ab, ba, bab, abbb, aab, baba, baa, abab]"
(((a|b)a*ba)*|((a|b)a*b))?,"positive example:[, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba], negative example:[aa, aaa, aaaa, ba, bb, baa, bba, bbb, abaa, abba]"
((a|b)a*b(a?))?,"positive example:[, aaaba, aab, aaba, aba, baba],negative example:[aabaa,aabaaaba]"
(a*bb)*a*,"positive example:[, a, aabba, abb, abba, abbaa, abbabba, bba], negative example:[ab, b, aaab, bab, baba, abab, aababba, bbb]"
(a|b)a*b,"positive example: [aaab, aab, ab, bab, bb], negative example: [a, b, ba, aaa, bba]"
((a|b)a*b(a(a|b)b)*(a?))?,"positive example:[, aaabaaba, aaba, aabaab, aabaaba, aabaabaaba, aababba, abaaba, babaaba],negative example:[aabaabaa,aabaabaaabaaba]"
(((a|b)a*ba)*)|((a|b)a*b),"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba, bb], negative example: [ba, baa, baaa, bba, bbb, aaa, aabb, abab, abba, babb]"
(a|b)bb(a|b),"positive example:[abba, abbb, bbba], negative example:[a, b, aa, bb, aba, baa, bbab, bbbb]"
bb+,"positive example:[bb, bbb], negative example:[b, ab, ba]"
bb+|b+b,"positive example:[bb, bbb], negative example:[b, bbbb, ab, ba]"
a*(bb+|b+b)a*,"positive example:[aabba, abb, abba, abbaa, abbba, bb, bba],negative example:[aba]"
a*(bb+|b+b)*a*,"positive example:[, aa, aabba, abb, abba, abbaa, abbba, abbbba, bba], negative example:[aba]"
(bb+|b+b)*a*(bb+|b+b)*a*,"positive example:[, abba, bbaa, bbaabba, bbabb, bbabba, bbabbaa, bbabbba, bbabbbba, bbbabba, bbbba, bbbbabba],negative example:[babba, bbaba]"
a*(bb+|b+b)*a*(bb+|b+b)*a*,"positive example:[, aabba, aabbabba, abbaa, abbaabba, abbabb, abbabba, abbabbaa, abbabbba, abbabbbba, abbbabba, abbbba, abbbbabba, bbabba],negative example:[ababba,abbaba]"
(a*(bb+|b+b)*a)*,"positive example: [, aa, aabba, abba, abbaabba, abbba, abbbba, bba], negative example: [aba]"
aaaabab,"positive example:[aaaabab],negative example:[aaaab, aaaababa, aabab, aaabab, aaaaabab]"
b*a*(bab)(a|b)*,"positive example: [ababa, baababa, bab, babab, bababa, bababaa, bababb, bbaba, bbababa], negative example: [a, b, aa, bb, ab, ba, aab, bba, aba, baa]"
a*b*a*(bab)(a|b)*,"positive example: [aababa, aabababa, abaababa, ababab, abababa, abababaa, abababb, abbaba, abbababa, bab, bababa], negative example: [aa, bb, aab, bba, abab, baba, aabb, bbaa, abba, baab]"
(a|b)b(a(a|b)b)*,"positive example:[ab, abaab, abaabaab, ababb, bb, bbaab],negative example:[a, b, aa, ba, abb, bbb, abaa, baba]"
(a|b)a*b(a(a|b)a*b)*(a?)?,"positive example:[aaabaaaba, aaba, aabaaaaba, aabaaab, aabaaaba, aabaaabaaaba, aabaaba, aabababa, ab, abaaaba, babaaaba, bb],negative example:[aabaaabaa]"
(b*|a+ab*|aa+b*)(b*|aa+b*|a+ab*)(b*|aa+b*|a+ab*),"positive example: [, aa, aaabbb, aabb, aabbb, aabbbb, baaabb, baab, baabb, baabbb, bb, bbaa, bbaaab, bbaab, bbaabb, bbb, bbbb], negative example: [abbb, babb, bbab]"
(b*|a+ab*|aa+b*)(b*|aa+b*|a+ab*)(b*|aa+b*|a+ab*)b*,"positive example: [, aa, aaabbbb, aabbb, aabbbb, aabbbbb, baaabbb, baabb, baabbb, baabbbb, bbaaabb, bbaab, bbaabb, bbaabbb, bbb, bbbb, bbbbb], negative example: [abbbb, babbb, bbabb]"
(b*|a+ab*|aa+b*)b*(b*|aa+b*|a+ab*)b*(b*|aa+b*|a+ab*)b*,"positive example: [, aa, aaabbbbbb, aabbbbb, aabbbbbb, aabbbbbbb, bbaaabbbb, bbaabbb, bbaabbbb, bbaabbbbb, bbbbaaabb, bbbbaab, bbbbaabb, bbbbaabbb, bbbbb, bbbbbb, bbbbbbb], negative example: [abbbbbb, bbabbbb, bbbbabb]"
b*(b*|a+ab*|aa+b*)b*(b*|aa+b*|a+ab*)b*(b*|aa+b*|a+ab*)b*,"positive example:[, aa, baaabbbbbb, baabbbbb, baabbbbbb, baabbbbbbb, bbbaaabbbb, bbbaabbb, bbbaabbbb, bbbaabbbbb, bbbbaaabb, bbbbbaab, bbbbbaabb, bbbbbaabbb, bbbbbb, bbbbbbb, bbbbbbbb],negative example:[babbbbbb,bbbabbbb,bbbbbabb]"
(((a|b)a*ba)*)|((a|b)a*b)|((a|b)aaa*b),"positive example: [, aaaaab, aaaab, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, baaab, baab, bab, baba, bb], negative example: [aa, aaa, aaaaa, b, ba, baa, baaa, baaaa, bba, bbb]"
(((a|b)a*b)|(((a|b)a*ba)*))?,"positive example:[, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba],negative example:[aabaab]"
(a*bb*ba*)*,"positive example: [, aabbba, abba, abbb, abbba, abbbaa, abbbaabbba, abbbba, bbba], negative example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
(((a|b)(a*)ba)*)|((a|b)(a*)b),"positive example:[, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba, bb],negative example:[]"
(a+bbb*),"positive example:[aabbb, abb, abbb, abbbb],negative example:[bbb]"
(a*(bbb*)*a*),"positive example:["""", ""aa"", ""aabbba"", ""abba"", ""abbb"", ""abbba"", ""abbbaa"", ""abbbba"", ""abbbbbba"", ""bbba""],  
negative example:[""abab"", ""aaba"", ""baa"", ""bab"", ""bbab"", ""baba"", ""bbaa"", ""ababab"", ""aabbaa"", ""bbabb""]"
ba,"positive example:[ba], negative example:[a, b, aa, bb, ab, baab, baa, bab]"
(ba)*,"positive example:[, ba, baba], negative example:[b, a, baa]"
(aaa(a+b)*)|(aba(a+b)*),"positive example:[aaa, aaaaab, aaaab, aaaabab, aba, abaaab, abaab, abaabab],negative example:[aaab,abab]"
a*bb*ba*,"positive example: [aabbba, abba, abbb, abbba, abbbaa, abbbba, bb, bbba], negative example: [a, b, aa, ab, ba, aaa, bbb, abab]"
(a*bb*ba*)+(a*),"positive example:[aabbbaa, abbaa, abbba, abbbaa, abbbaaa, abbbaabbbaa, abbbbaa, bb, bbbaa],negative example:[a]"
(a*bb*ba*)+(a)*,"positive example:[aabbbaa, abbaa, abbba, abbbaa, abbbaaa, abbbaabbbaa, abbbbaa, bb, bbbaa],negative example:[a]"
((a*bb*ba*)+(a)*)*,"positive example:[, aabbbaa, abbaa, abbba, abbbaa, abbbaaa, abbbaaabbbaa, abbbaabbbaa, abbbbaa, bbbaa],negative example:[a]"
a((a*bb*ba*)+(a)*)*,"positive example:[a, aaabbbaa, aabbaa, aabbba, aabbbaa, aabbbaaa, aabbbaaabbbaa, aabbbaabbbaa, aabbbbaa, abbbaa],negative example:[aa]"
(((a|b)a*ba)*((a|b)a*b))?,"positive example:[, aaabaaab, aab, aabaaaab, aabaaab, aabaaabaaab, aabaaabaabaaab, aabaab, aababab, abaaab, babaaab], negative example:[a, b, aa, bb, aba, bba, aaa, bbb, aabaa, baba, abab]"
((ab)*)*bab((ab)*)*,"positive example:[ababbabab, abbab, abbabab, abbababab, bab, babab],negative example:[ab, aba, abab, baba, ababab, babb]"
(aaa|aba)(a+b)*,"positive example:[aaa, aaaaab, aaaab, aaaabab, aba, abaab],negative example:[aaab]"
(aaaa|aaab|abaa|abab)(a+b)*,"positive example:[aaaa, aaaaaab, aaaaab, aaaaabab, aaab, aaabab, abaa, abaaab, abab, ababab],negative example:[aaaab]"
(aaa|aba)(a|b)(a+b)*,"positive example:[aaaa, aaaaaab, aaaaab, aaaaabab, aaab, aaabab, abaa, abaaab], negative example:[aaaab]"
aaa|aba,"positive example:[aaa, aba],negative example:[a, aa, ab, ba, aab, abb, baa, bab, bba, bbb]"
((a|b)a*b)|((a|b)a*ba)*,"positive example:[, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba, bb], negative example:[]"
((a|b)a*ba)*((a|b)a*b|(a|b)a*ba),"positive example:[aaabaaab, aab, aabaaaab, aabaaaaba, aabaaab, aabaaaba, aabaaabaaab, aabaab, aabaaba, aababab, aabababa, ab, aba, abaaab, babaaab, bb, bba],negative example:[]"
(((a|b)a*b))|((a|b)a*ba),"positive example: [aaab, aaaba, aab, aaba, ab, aba, bab, baba, bb, bba], negative example: [a, b, aa, ba, aaa, baa, abb, bbb, aaaa, baaa]"
(a*(bbb*)a*)*,"positive example:[, aabbba, abba, abbb, abbba, abbbaa, abbbaabbba, abbbba, bbba],negative example:[ab, aab, ba, baba, baa, bbaba, bbbbaa, abab, babb]"
((a|b)(a*b)a)*((a|b)(a*b)),"positive example:[aaabaaab, aab, aabaaaab, aabaaab, aabaaabaaab, aabaab, aababab, ab, abaaab, babaaab, bb], negative example:[aaa, bbb, aba, bba, a, b, aa, ba, abb, bbbaa]"
((a|b)a*b)(a?),"positive example:[aaaba, aab, aaba, ab, aba, baba, bb],negative example:[aabaa]"
(((a|b)a*b)(a?))?,"positive example:[, aaaba, aab, aaba, aba, baba],negative example:[aabaa,aabaaaba]"
(a+bbb)*,"positive example:[, aabbb, abbb, abbbabbb],negative example:[bbb]"
(((a|b)ba)*(a|b)a*b)?,"positive example:[, aab, abaaaab, abaaab, abaab, abaabaaab, ababab, bbaaab],negative example:[abaaababaaab]"
(aaa|aba)(a+b),"positive example:[aaaaab, aaaab, abaab],negative example:[aaab]"
(aaa|aba)b,"positive example:[aaab, abab], negative example:[aaa, aba, aab, abb, baa, bab, bba, bbb]"
(aaa|aba)b+(aaa|aba)a,"positive example:[aaabaaaa, aaababaa, aaabbaaaa, ababaaaa],negative example:[aaaaaaa]"
(aaa|aba)b|(aaa|aba)a,"positive example:[aaaa, aaab, abaa, abab], negative example:[aaa, aba, aab, abb, baaa, baab, baba, babab]"
((a|b)a*ba)*((b|a)a*b),"positive example: [aaababab, aabaaab, aabaaababab, aababaab, aababab, aababb, ab, ababab, bab, bababab, bb], negative example: [a, b, aa, abba, baaa, baba, bba, bbb, abaa, abab, abbaa]"
(((a|b)a*ba)*)|(((a|b)a*b)?),"positive example:[, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba],negative example:[aabaab]"
(((a|b)a*b)(a(a|b)a*b))?,"positive example:[, aaabaaab, aabaaaab, aabaaab, aabaab, aababab, abaaab, babaaab],negative example:[aabaaabaabaaab]"
(((a|b)a*b)(a(a|b)a*b)*)?,"positive example: [, aaabaaab, aab, aabaaaab, aabaaab, aabaaabaaab, aabaaabaabaaab, aabaab, aababab, abaaab, babaaab], negative example: [a, b, aa, ab, ba, bb, aaa, aaba, abab, baba, babb, bbaa, bbbb]"
(a|b)(a*b|b|ba|a*ba),"positive example: [aaab, aaaba, aab, aaba, ab, aba, bab, bb], negative example: [a, b, aa, ba, baa, baaa, abaa, abba]"
((a|b)(a*b|a*ba))?,"positive example:[, aaab, aaaba, aab, aaba, ab, aba, bab],negative example:[aabaab]"
((((a|b)a*b)a)*)|((a|b)a*b),"positive example: [, aaab, aaaba, aab, aaba, aabaaaba, ab, aba, bab, baba, bb], negative example: [ba, baa, baaa, bba, bbb, aaa, aaaa, abab, abba, babb]"
(a|b)a*b(a(a|b)a*b),"positive example: [aaabaaab, aabaaaab, aabaaab, aabaab, aababab, abaaab, abaab, ababb, babaaab, bbaab], negative example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
bbb*,"positive example:[bb, bbb, bbbb],negative example:[b, a, ab, ba, bbaa]"
((a|b)a*b)|((a|b)a*ba)?,"positive example:[, aaab, aaaba, aab, aaba, ab, aba, bab, baba, bb], negative example:[aabaaaba]"
(a*bba*)*,"positive example: [, aabba, abb, abba, abbaa, abbaabba, bba], negative example: [a, b, aa, bb, aba, bab, baaa, aabb, aaab, abab, baba, abbb, babb, abaaa, aabab, bbaa]"
(a*b(b+)a*)*,"positive example:[, aabba, abb, abba, abbaa, abbaabba, abbba, bba],negative example:[aba]"
"(a+|(b{1}a{2,})+)+","positive example:[a, aa, baa, baabaa],negative example:[,ba,bbaa]"
(a*((bb)*|(bbb)*)*a*)a*,"positive example:[, aaa, aabbaa, abba, abbaa, abbaaa, abbbaa, abbbbaa, abbbbbbaa, bbaa],negative example:[ab, aab, b, bbabb, bbbabb, bbbba, bbbbb, bbbbbbb, abab, abbbaab]"
(bb)*(a)*(bb)*,"positive example: [, abb, bba, bbaabb, bbabb, bbabbbb, bbbb, bbbbabb], negative example: [a, b, ab, ba, baba, aa, bab, bbbba]"
(bb)*(a|bb)*(bb)*,"positive example:[, abb, bba, bbaabb, bbabb, bbabbbb, bbbb, bbbbabb, bbbbbb], negative example:[a, b, ab, ba, baba, aa, abab, bbbba, abbb]"
(bb)*(a|bbb)*(bb)*,"positive example: [, abb, bba, bbaabb, bbabb, bbabbbb, bbbb, bbbbabb, bbbbbbb], negative example: [a, b, aa, ab, ba, bbb, abbb, baba, bbbba]"
(a|bb)*(a|bbb)*(a|bb)*,"positive example:["""", ""aa"", ""aaa"", ""aaaa"", ""aabb"", ""abbba"", ""bbaa""], negative example:[""b"", ""bbbb"", ""abab"", ""bab"", ""bbabb""]"
aaa(a+b)*|aba(a+b)*,"positive example:[aaa, aaaaab, aaaab, aaaabab, aba, abaaab, abaab, abaabab],negative example:[aaab,abab]"
(a*b){3}aaa,"positive example:[aabababaaa, abababaaa, bababaaa],negative example:[ababaaa, ababababaaa]"
b((a*ba*)(a*ba*))*,"positive example:[b, baabaaba, babaaaba, babaab, babaaba, babaabaa, babaabaabaaba, bababa, bbaaba],negative example:[bb, a, ab, baa, baaa, bababab, babaabaaa, babaabab, bbaa]"
(aa)*ba(bb)*,"positive example: [aaaababb, aaba, aababb, aababbbb, ba, babb], negative example: [ab, aab, baa, baba, bba, abab]"
(aa|ab|ba|bb)a*b*aaaa*,"positive example: [aaaaa, aaaaaaa, aaaabaaaa, aaabaaa, aaabaaaa, aaabaaaaa, aaabbaaaa, aabaaaa, abaaa, ababaaaa, baaaa, baabaaaa, bbaaa, bbabaaaa], negative example: [a, b, aa, ab, ba, bb, aab, aba, abb, baa, bab, bba, bbb, aaaa, aaab, aaba, aabb, abaa, abab, abba, abbb, baaa, baab, baba, babb, bbaa, bbab, bbba, bbbb]"
(a)*b,"positive example:[aab, ab, b],negative example:[aa, a, ba]"
ba*(ba*b)*,"positive example:[b, ba, baabab, babaab, babab, bababbab, babb, bbab],negative example:[a, ab, aa, aba, baa, abab, bbaa, abba]"
(a*(bb)*a*)*b(a*(bb)*a*),"positive example: [aababba, aabbababba, abbaababba, abbaabbababba, abbabaa, abbabaabba, abbababb, abbababba, abbababbaa, abbababbbba, abbabbba, abbbabba, abbbbababba, b, babba, bbababba], negative example: [aa, aab, aaba, aabba, ab, aba, abaa, abab, abbaa, abbab, abbba, baa, baab, baba, babb, bba]"
(bb+bbb)*,"positive example: ["""", ""bbbbbb"", ""bbbbbbbbbb"", ""bbbbbbbbbbbb""], negative example: [""b"", ""bb"", ""bbb"", ""bbbbb""]"
(a*(bb+bbb)*a*)+(a*),"positive example:[, a, aaa, aabbbbbaa, abbbbba, abbbbbaa, abbbbbaaa, abbbbbaabbbbbaa, abbbbbbaa, abbbbbbbbbbaa, bbbbbaa],negative example:[abbbbaa]"
(a*(bb+bbb)a*)+(a*),"positive example:[aabbbbbaa, abbbbba, abbbbbaa, abbbbbaaa, abbbbbaabbbbbaa, abbbbbbaa, bbbbb, bbbbbaa],negative example:[a,abbbbaa]"
a?(a|bb)*,"positive example: [, a, aa, aaa, abb, b, bb, bbb, aab, bba], negative example: [ab, aba, abaa, abab, ba, baa, bab, baba]"
(a|baa),"positive example:[a, baa], negative example:[aa, b, ba, aba, aaa, baaa]"
a*b(a|(bb))*,"positive example:[aaba, ab, aba, abaa, abbb, b, ba],negative example:[aa, aab, bb, bba, baba, abab]"
a*b(a|(bb)|bab)*,"positive example:[aaba, ab, aba, abaa, abbab, abbb, b, ba],negative example:[aa, aab, bbb, babab, abab, bbaba, a, baaa]"
(a*|(bb)|bab)*b(a*|(bb)|bab)*,"positive example:[aaba, ab, aba, abaa, abbab, abbb, b, ba, babba, bbba],negative example:[]"
a*(bb)*a*(bb)*a*,"positive example: [, aabba, aabbabba, abbaa, abbaabba, abbabb, abbabba, abbabbaa, abbabbbba, abbbba, abbbbabba, bbabba], negative example: [ab, aab, baba, bbaab, abab, aaabbb, bbaa, babab, ababab, bbbaaa, aabab, baab]"
a*(b*bbb*)*a*(b*bbb*)*a*,"positive example: [, aabbbba, aabbbbabbbba, abbbabbbba, abbbbaa, abbbbaabbbba, abbbbabbba, abbbbabbbb, abbbbabbbba, abbbbabbbbaa, abbbbabbbbba, abbbbabbbbbbbba, abbbbbabbbba, abbbbbbbba, abbbbbbbbabbbba, bbbbabbbba],  
negative example: [ab, aab, bbba, abab, aababbba, bbbababba, abbbababba, abbbababbbba, abbbababbbbaa, abbbababbbbba]"
(ab)*(ba)*(ab)*(ba)*,"positive example: [, ababba, ababbaabba, abbaab, abbaababba, abbaabba, abbaabbaba, abbaba, abbabaabba, baabba], negative example: [a, b, aba, bab, ababab, bababa, abababab, babababa, ababababa, babababab]"
(aaa(a*b*)*)+(aba(a*b*)*),"positive example:[aaaaabaab, aaaaababaab, aaaaba, aaaabaaaababaab, aaaabaab, aaaababa, aaaababaa, aaaababaaab, aaaababaab, aaaababaabab, aaaababaabb, aaaababab, aaaabababaab, aaaabbabaab, aaababaab],negative example:[abaab]"
(aba)+(aaa),"positive example:[abaaaa, abaabaaaa],negative example:[aaa]"
(aba)|(aaa),"positive example:[aaa, aba], negative example:[a, aa, ab, aab, aaaa, abab]"
aa(a*|b*)aaa,"positive example:[aaaaa, aaaaaa, aaaaaaa, aabaaa, aabbaaa],negative example:[aa, aaa, aabaa, aabbb, abaaa]"
(a*)|(baa+)|(a*baa+),"positive example:[, a, aa, aabaa, abaa, abaaa, baa, baaa],negative example:[aba,ba]"
a*(a|bb)*ba*(a|bb)*,"positive example: [aaabaa, aaba, aabaa, aabaaa, aababb, abaa, abbbaa, b], negative example: [abab, bba, aab, baba, aaabb, abba, bab, ababab]"
(ab)+,"positive example:[ab, abab], negative example:[a, b, aa, bb, aba, bab]"
(a*ba*ba*)b,"positive example: [aababab, abaabab, ababaab, ababab, ababb, abbab, babab, bbb], negative example: [a, aa, ab, ba, bba, baba, abba, aaba]"
(a*ba*ba*)*b,"positive example: [aababab, abaabab, ababaab, ababaababab, ababab, ababb, abbab, b, babab], negative example: [aa, aab, aaba, ab, aba, abaa, abab, abba, baa, baab, baba, bba, bbab]"
a*a(a*ba*ba*)*ba*,"positive example: [aaaabababa, aaabaababa, aaababaaba, aaababaabababa, aaababab, aaabababa, aaabababaa, aaababba, aaabbaba, aaba, aabababa, ab]  
negative example: [a, b, aa, bb, aab, aba, abb, baa, bab, bba, bbb, aaaa]"
(a*baa(a)*)*,"positive example:[, aabaaa, abaa, abaaa, abaaaa, abaaaabaaa, baaa], negative example:[a, b, aa, ab, aba, aaba, aabaa, aabaaaaa, ba, baa, baaaaa]"
((a|b)(bb)(a|b))*,"positive example: [, abba, abbaabba, abbb, bbba], negative example: [a, b, aa, bb, aba]"
(a|bb)*|(bbb)*,"positive example:[, a, aa, bb, bbb, bbbbbb], negative example:[ab, bbba, bba, bbbb, aab, baba]"
(a|bb)*|(a|bbb)*,"positive example:["""", ""a"", ""aa"", ""bb"", ""bbb""], negative example:[""ab"", ""ba"", ""b"", ""bba"", ""bbbb""]"
a*baa(a|b)*b+,"positive example:[aabaaab, abaaaab, abaaab, abaaabb, abaab, abaabb, baaab, baab], negative example:[abaaa]"
aa*|baa,"positive example:[a, aa, aaa, baa], negative example:[b, ba, ab, bb, aab, aba, bba, bab]"
(a*bab)*b,"positive example:[aababb, ababababb, ababb, b, babb],negative example:[aa, aaba, ababa, ababab, abababa]"
(ab|ba|aa|bb)+aaa+,"positive example:[aaaaa, abaaa, abaaaa, ababaaa, baaaa, bbaaa],negative example:[aaa, abaa]"
(a|bb)*b,"positive example:[aab, ab, b, bbb], negative example:[aa, a, bba, baba]"
(a|bab|bb)*b,"positive example:[aab, ab, b, babb, bbb], negative example:[aa, aba, bbaba, ba, bba]"
(a*ba*ba*)*(ba|ab|b),"positive example:[aabababa, ab, abaababa, ababaab, ababaaba, ababaabababa, ababab, abababa, ababba, abbaba, b, ba, bababa],negative example:[aa, aaa, aaaa, aab, aaba, aabaa, aabba, abaa, abaaa, abba, baa, baaa, bba]"
(a*ba*ba*)*(ba|ab|b|baa),"positive example: [aabababa, ab, abaababa, ababaab, ababaaba, ababaabababa, ababab, abababa, abababaa, ababba, abbaba, b, ba, baa, bababa], negative example: [a, aa, aaa, aab, aaba, aabaa, aabab, aababa, aababaa, aababab, aabababaab, aabababab, aababababa, aababababab, aabababababa]"
b(a*ba*b)*,"positive example:[b, baabab, babaab, babab, babababab, babb, bbab],negative example:[a, aa, aba, abab, abba, baa, bbaa]"
(baa)+b,"positive example:[baab, baabaab],negative example:[b]"
0|1,"positive example:[0, 1], negative example:[00, 11, 01, 10, 2, a, b]"
(0|1)(0|1)0*1*,"positive example:[00, 000, 00001, 0001, 00011, 001, 01, 0101, 10, 1001], negative example:[0, 1, 011, 11, 101, 110, 111, 1000, 1010, 1100]"
a*(ba*(bb)*)a*,"positive example:[aababba, abaa, abaabba, ababb, ababba, ababbaa, ababbbba, abbba, b, babba],negative example:[bb, bbb, aabbaa, aabbbaa, ababab, abababa, abababb, abbaab, abbab, baba]"
0*10*,"positive example:[0010, 01, 010, 0100, 1, 10],negative example:[00, 11, 000, 101, 0101, 110]"
00*|01*|10*|11*,"positive example:[0, 00, 000, 01, 011, 1, 10, 100, 11, 111], negative example:[001, 010, 101, 110, 0001, 0010, 0011, 0110, 1001, 1010]"
0+0*|0+1*|1+0*|1+1*,"positive example: [0, 00, 000, 001, 01, 011, 1, 10, 100, 11, 110, 111], negative example: [2, 01a, a1, 1010, 0101, 0001, 1110, 123, abc, 10a]"
