Short Description,regex,Attempt Regex,ChatGPT Output
non isolated 'b',(a|(b*bb))*,(a?)*(bb|bbb)*(a)*(bb|bbb)*(a?)*,"Positive example: [aabbabbaaa, aa, , bbbba, bbaaabb, aabb, bbabbbba]  
Negative example: [bbabbaba, bbabbbbab, bab, aabbbbaaabbabbaabb, bbaba, baa, aab, bbabaa, bbabbaaab, bbabab, bbab]"
contains 'bab',(a|b)*(bab)(a|b)*,((a+b)*)(bab)((a+b)*),"positive example: [bab, ababab, abab, baabab, aabbab, baaabab]
negative example: [ba, ab, aab, babaa, babb, aabba, bbabba, baba]"
contains 'bab',(a|b)*(bab)(a|b)*,a*b*baba*b*,"positive example:[abbbaba, abbabab, aabbbbaba, aba, baaababa, bbbabab, bba, ababbbaba], negative example:[bbabaa, ababb, aaaaa, baa, aabba, abaabba, baba, aababba]"
contains 'bab',(a|b)*(bab)(a|b)*,a*b*a*b*baba*b*a*b*,"positive example: [babaab, babaaa, bababb, babbabba, bababa, aabbbabbbbabbbbabbb, babbabaab, aabbbabbbb, baaaababb, babbabbaaab, baababb, baabbbaba, babba, baba, aabbbab, babbaab, babbaaa]

negative example: [aa, bababababa, baababbbbaaabbbab, bababbaba, baababbbbaaabbbaa, babbaaba, aab, babbabbaba, baababbaba, babbaaaba, baab, baababaababa, babbbbaaba, bbba, baaba, babaababa, aabaaaa, babaaababa, aabaaaabbbaaaa, aabaaaabbbaabb, babbabababa]"
non isolated 'a',(b|(a*aa))*,(b*aa+|aa+b*),"positive example:[b, aa, baa, aab, aaaa, baaa, ab, aaa, bbaa, bbbaaa, aaabbb]  
negative example:[, a, b, aba, abb, baab, baaaabb, aabab, bababbaa, babb, baaba]"
non isolated 'a',(b|(a*aa))*,(b*aa+|aa+b*|b*),"positive example:[b, bb, aa, aab, baaa, bbbaa, aaaabbb, aaaa, baa, bbaa, aabbb]  
negative example:[a, aba, aabaa, abbaabb, baab, baba, babb, bbba, aaaabab, aaba, baaba]"
non isolated 'a',(b|(a*aa))*,(b*aa+b*|b*),"positive example: [b, aaa, aabbb, baab, bbaaaaa], negative example: [ab, baa, abab, baaab, aaaba]"
non isolated 'a',(b|(a*aa))*,(b*a*aa+b*|b*),"positive example:[b, aa, bbaa, bb, bbaaaaa, bbbb], negative example:[ab, aabaabb, aba, baa, bab, aabbb]"
non isolated 'a',(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*,"positive example: [b, aa, ab, bbaa, a, bbbbb, abb, baa]

negative example: [ba, aba, aaba, abba, bbaabba, aaa, abab]"
non isolated 'a',(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+)|(b*a+ab*aa+)|b*|(b*aa+b*a+a)|(b*a+ab*a+a)|b*,"positive example:[bb, , aaaab, aabbbaa, bbaabaaaa, bbaa, ba, abb, a, aa, aaa, aaaa, baa, aaba, ab, bab, b, aab, aba, babaa]
negative example:[bbababbaa, aaba, aabbbabb, aabaaba, aaaabab, aababa, aabaab, aabaaaabb, abba, bbbbbabaa, abababa, bbaaab, ababab, baabba]"
non isolated 'a',(b|(a*aa))*,(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+b*)|(b*a+ab*aa+b*)|b*|(b*aa+b*a+ab*)|(b*a+ab*a+ab*)|b*,"positive example:[bb, , bbaabbbaabbb, aaaab, bbaabbbaa, aabaab, aabaaaab, bbaa, aa, abab, abb, aaaa, bbbb, aab, baa, bbba]
negative example:[bba, aaaabbbaaaabab, aaba, aabaaba, aababb, aababa, aabab, bbababaa, abbb, aabaabbba, aabaabaa, aabb, ababaa, abba, baaaaa, bbbab]"
non isolated 'b',(a|(b*bb))*,(a|(bbb))*,"positive example:[a, bbb, aa, abbb, bbbbbb, bbba, aabbba]

negative example:[ab, ba, bab, bbbaa, aaab, bba]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)+(ab)*,"positive example:[babab, babbab, babababab, bababab, babababbab, bababababab],negative example:[bb, aa, , babbbb, babaab, babbba, babaaa, bababb, ab, bababa, b, baaaa, babba, baabb, babababa, bababba, bababaa, bababbb]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)+(a|b)*,"positive example:[bab, babbab, bababba, babbbb, babba], negative example:[ba, a, bb, bbaa, abb, babb]"
contains 'bab',(a|b)*(bab)(a|b)*,b+(bab)+(a|b)*,"positive example: [bbabab, bbbbababa, bbbbbabbbab], negative example: [bb, ba, bab, ababab, aabab, bbabababab, bbbb]"
non isolated 'b',(a|(b*bb))*,a*b*bbb*a*,"positive example:[abbba, abbb, aabbbaaa, aaabbb, bbbbbba, aabbbba, abbbbaaa],negative example:[aa, bbbbaa, bab, abba, bbaa, aba, ba]."
non isolated 'b',(a|(b*bb))*,a*b*bbb*a*|a*,"positive example:[, aa, bbbba, aabbaaa, aabb, bbb, a, aaa, abbbb, bbbbaaa]
negative example:[baaa, bbabb, aab, bbbbaaaba, aababbab, bbab, abaa, abb, bbbb]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)(a|b)*,"positive example:[bab, baba, babb, babaa, babbb, babab, babba], negative example:[aa, , baaa, ab, b, bbaa, bbbb, baab, ba, aba, bb, a, bababab, ba, abb]"
even prefix,(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"positive example: [baba, , abbaba, abba, baabab, abab, ba, ababab, bababa, a]

negative example: [aaa, bababb, bab, aab, abbab, bbaa, baabb, babb, baaba, abbaab, abbaaa, baabbb, baabba, aba, abbba, abbbb, abbabaa, bbbbab, baababb, abaa, baaaa, baaab, abbabb, ababaa, baabaa]"
even prefix,(ab|ba)*,(ab)*(ba)*(ab)|(ba)*(ab)*(ba)|(ab)*(ba)*|(ba)*(ab)*,"positive example: [baba, baabba, abbaba, abbaab, baababba, abba, baabab, abab, ab, baab, abbab, babaab]

negative example: [aaa, bab, aab, baa, abbaa, baabbaab, abbaabb, abbaaba, abbabaaa, bbaa, baabbab, baaba, baabbaba, baabbabb, babaabb, abbaaa, baabbb, aba, abbba, abbbb, abbaaaa, abbaaab, bbbbab, baabbba, abaa, baababb, baabbbb, baaaa, baaab, baabbaaa, abbabb, ababaa, baabaa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba)*),"positive example:[, bb, ab, aaabaabaaaaba, baababbabaaba, baa, baaa, abaaa, aabaa, abb, abba, baba, babb, abbab, ababab]  
negative example:[a, bbbbb, b, bbabbbb, bbabbabaab, abbaa, abaabaaaab, abaabba, aaabaa, baabab, abab, babaa, baaab, aaa, baaabb]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)?,"positive example:[, ba, aa, baba, ab, b, bbaaab, ababbaab, a, baa, baabaab, abaabba, aaaba, abaa, baabaa]  
negative example:[abab, aab, bbb, abbba, aaabbb, baaab, bbaba, aaabb, abbbbb, bbaa, baaabb, baaabab, babba]"
non isolated 'b',(a|(b*bb))*,a*,"positive example:[a, aa, aaa, aaaa, ],negative example:[b, ab, ba, aab, aba]"
first and third,a(a|b)a(a|b)*,aba|aaa,"positive example:[aaa, aba],negative example:[aa, a, bba, ab, abb, aaaaa, ababb, b, ba]"
non isolated 'b',(a|(b*bb))*,a*|(bb)*|(bbb)*a*,"positive example:[, a, aa, bb, bbb, bbba, bbaa, bbbba, bbbbaa, bba, bbbbb, bbbbbb, bbbbbbba, bbbbbbb, bbbaa, bbbaaa]
negative example:[ab, bab, aab, bbbbabab, ba, bbbbab, bbaba, abba, bbbbaabab, aabbb, bbabab, bbbbbab, bbbbbaba, bbbbbbbab]"
non isolated 'b',(a|(b*bb))*,a*|(bb)*|(bbb)*|a*,"positive example:[aaa, """", bbbbbbbb, bbb, bbbbbb, bbbb, aaaa, aa, bbbbbb, bbbb, a]

negative example:[aba, ab, bab, bbbbbbab, b, baa, bbbbbbaa, aaabbbaab, bbbbab, bbbbaa, bbbab, bbbaa, bbbbb, bbbbbbbbab, bbbbbaa, bbbbbbbbaa, bbbbbab, bbbbbbba, abb, ba, bba, aaabbb]"
non isolated 'b',(a|(b*bb))*,(a*|(bb)*)*,"positive example: [bb, bba, , aaa, aabb, bbbb]  
negative example: [bbb, baa, aababaabb, bbab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)((a*b)|(a*ba)))?,"positive example:[, bb, ab, baaba, aaaba, a, bba, abaa]  
negative example:[baabb, bbbbb, bbabb, b, abaaa, abbaa, aaabb, baaa]"
non isolated 'a',(b|(a*aa))*,(b*(aa))*,"positive example: [aa, baa, baaaa, bbaa, bbbbbbaa, aaaa, bbaaa, bbbbaa], negative example: [aaa, aba, bbbaaa, bab, aab, abbaabb, ba, a, ab]"
non isolated 'a',(b|(a*aa))*,(b*((aa)?))*,"positive example: [, b, aab, aa, baa, bbaa, aaabaa, bbbaa]

negative example: [aaa, aabab, abbabb, bbaaab, abaa, baaa, abab]"
non isolated 'a',(b|(a*aa))*,(b*(aa)*)*,"positive example:[, b, bb, aa, aaaa, baa, baaaa, bbbaa]  
negative example:[a, aba, abab, aaab, baab, bbbab, abba]"
contains 'bab',(a|b)*(bab)(a|b)*,bab,"positive example:[bab],negative example:[a, b, bb, abb, bba, abab, baa, bbb, aba, ba]"
non isolated 'b',(a|(b*bb))*,(a|bb)*|a*,"positive example:[, a, aa, bb, aabb, bba], negative example:[bab, bbb, abb, aba]"
non isolated 'b',(a|(b*bb))*,(a|(bb)+)*|a*,"positive example:[, a, aa, bbbb, abbba, bb, abbb, bbaabb]
negative example:[ba, babba, bbbbb, aaabb, bbaaa, bbbab]"
non isolated 'b',(a|(b*bb))*,(a|((bb)+))*|a*,"positive example: [bb, bba, , a, bbbb, aabb, aa]  
negative example: [bbba, babb, aabaaaba, bbb, bbaba, ab, ba]"
non isolated 'b',(a|(b*bb))*,(a*(bb+bbb)a*)*,"positive example:[bbbbbaaa, aabbbbbaabbba, abbbba, aaaabbbbaaaa, bbbba, abbba, aaabbbbaaa, bbaaa, aabbbaaa]

negative example:[bba, bbb, abbbb, baaa, abb, bbbaaba, abba, abbbbbaaaa, ab, aba, abbbbbaa, abb, baa, ababba, aaabbbba]"
non isolated 'b',(a|(b*bb))*,(a*(bb+bbb)a*)*a*,"positive example:[, bb, bbb, abba, abbba, aabbbaaa, abbbbba, aabbbba, aaa, abbaaa],

negative example:[aab, abab, aabb, bba, bbab, bbbab, bbbbaaa, bbbbbabab, ab, aabbbb]"
non isolated 'b',(a|(b*bb))*,(a|(bb))*,"positive example: [a, bb, bbbb, abba, abab, bbaabb], negative example: [b, aa, abb, bbbba, bab, abbb]"
non isolated 'b',(a|(b*bb))*,(a*(bb+bbb)*a*)*a*,"positive example: [a, aa, abbb, abbba, aabb, bbba, bbaa, bbbba]  
negative example: [bb, aaaab, abbbab, abab, bbbab, aaab, bbab, abbbbaa]"
non isolated 'b',(a|(b*bb))*,a*|(bb)*|a*(bb)*a*,"positive example:[aa, , bbaaa, aabbbb, bbbb, a, bb, aabba, aabbaa], negative example:[bababb, baaa, bbaab, bbba, bbaaabb, bbaba, aabbb, bbbbab, bbab, abba, abb, bab]"
non isolated 'b',(a|(b*bb))*,a*bb(b)*a*,"positive example: [bbba, abbba, abba, aabbb, aaabba], negative example: [ab, bbbb, aaaa, ba, bbaba, abbaaa]"
non isolated 'b',(a|(b*bb))*,a*bb(b)*a*|a*,"positive example:[bba, aa, , aabbbbaaa, aabbbb, bbb, aaa, ba, abba], negative example:[bbabb, baa, bbaba, aab, aababbaab, bbaaab, bbbbab, abbaab, ababab]"
non isolated 'b',(a|(b*bb))*,a*(bbb*)*a*,"positive example:[bba, aa, , aabbbbaaa, aabbbb, a, bbb, abbbba, ba, aaa, bbbbaabbba],negative example:[babb, bbabb, bbaba, aab, bbaaab, bbbbab, aabaabaa, ab, baaabba, bbbbaa, abba, bbbbbbba]"
non isolated 'b',(a|(b*bb))*,a*(a+bb)*a*,"positive example:[a, aabb, aaa, aaabbaa, abb, aaaa], negative example:[bb, aba, abba, baa, bbbba]"
non isolated 'b',(a|(b*bb))*,(a+bb)*a*,"positive example:[, abb, abbabb, abbaaa, aabbba], negative example:[aab, bbabba, abbbb, babaaaa, baaabb]"
non isolated 'b',(a|(b*bb))*,(a+bb)*(bb)*,"positive example:[, abba, abbabb, abbaabb, bbbb, abb, abbbb, bb, abbaaabb, abbbbbb]  
negative example:[aaa, bababb, baaa, bbbbb, bbba, bbb, abbabab, aaabbb, abbabaa, aaab, bbaa, bbab, a, baa, aabb]"
non isolated 'b',(a|(b*bb))*,a*(a+bb)*(bb)*,"positive example:[abb, bb, aaa, , abbaaabb, abbabb, aaabbbbbb, bbbb, aabb, abbb, aabbb, aaaabb, aa, aabbbb, aaabb, abbbb, aaaa]
negative example:[bbb, abbba, abbab, abbbbab, abbbbaa, abbaaaba, abbabbba, abaa, aaab, abab, babb, bbba, bbbba, abbaaa, baabaa, ababab, abbaba, aabbbbba, ababba, bbbaa]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(bb)*,"positive example:[a, abba, aaabb, aabb, aabbbb, aaaabbbb, aaabbaa, abb, aabbb, bbb],
negative example:[aba, abbabbbabab, abbabababb, abbabbbba, aab, baaa, bbbaaa, babb]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(bb)*(a)*,"positive example: [a, bba, aa, abbba, aabb, abbaa, aaaa, abba, bbaa, aaaabb]

negative example: [bbab, aba, bbba, bab, aaba, abbbb, abbbaa, abbbab, baaa, aabab]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(bbb)*(a)*,"Positive example: [aaa, , abbbbbba, abbabbabba, abbbbbaa, aaabb, abbabba, abbb, abbbbbbbb, bbba, abbabbaa, aaabbaaabbbbb, aaabbaaabb, aaabbaaabbbbbaaa, abbbaa, abbbbb, abbabbbbbbbba]

Negative example: [abbbbbab, bb, abbaaabbabab, abbab, abbbbab, abbabbaabbbb, abbabbaabbb, abbbbaa, abbabbbbbaab, abbbbbaab, abbbbbbab, abbbaba, abbabbbbbab, abaabaa, abbbaaab, abbabbabaa, abbbbbbb, ababb, abbbabb, aaab, abbabbbbbba, abbabbbab, abbabbbbbbbab, abbabbbaa, abbabbbbbbbaa, ba]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(bbb)*(bb)*(a)*,"positive example: [a, bbb, bb, abb, abbbb, abbabb, abbaa, aabbbb, abbba, abbaaa, aaabbabb, abbabbabb]

negative example: [b, aba, abbaaba, abbabbba, bbabbb, baa, abbabbaaab, abaa, aaab, bab, ababab, abbabbabaa]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(a)*(bbb)*(bb)*(a)*,"positive example:[a, aaa, bba, abbba, abbaaabb, abbbb, abbabbba, abbaaabbba, aaaabb, baa, bbb, bbbaaa],  
negative example:[bababb, ab, b, abbbbab, aaabbabab, abbaaba, abbabaa, bbaaab, bbab, bbbbaba]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(a)*(bbb)*(bb)*(a)*,"positive example:[aa, , aabbaaabbbbaaa, bbbaa, bbbbb, bbabb, bbbba, bbabba, bbbb]

negative example:[bbabbab, bab, bbbbbbab, baa, aab, bbabaa, bbbbab, bbabbabaa, bbbaab, bbabab, bbab, bbbab, bbaaabbbbaaabbbab, aabbbbab]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(bbb)*(a)*(bbb)*(bb)*(a)*,"positive example:[aa, , aabbaaabbbbaaa, bbabb, bbbba, bbabba, aabb, abbb, bbbb, bba, aaa, abba], negative example:[aabababb, baaa, bbabbaba, bbabbbbab, aab, bbabaa, bbaaab, bbabbaaab, bbbbabbabb, bbabab, bbab, aba, aaaab, bbbaa, bab, abbbba]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example:[abbba, bbbbb, a, bb, bbbbaaa, abbb, bbaaa, aaaa, bbbbaa, bbb, bbbaa], negative example:[bbbaabb, abbabb, aaabbb, bbbabba, bbbaab, ababba, abbabba, bbbaabab, babba, abab, ababab]"
non isolated 'b',(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example:[a, bb, aba, abb, bbb, abbba, bbbb, abba, abbba, bba, bbaaa, bbbaaa, bbbaaab, aabbaa, aabbbba]

negative example:[abaab, aaaabbb, abbabb, babbab, abababab, ababbba, abbabbba, abbabbbaa, babab, ababbb, aaabb, aaaaab, bbbbbbaa, bbbabbabab, bbababa]"
non isolated 'b',(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a|bb)*,"positive example: [bbbabbba, a, bbbabbbbaa, bba, bbbbabbb, bbbabbbabbba, bbb, abbba, bbabbba, bbbabbbab, aabba, bbbabbabba, bbbabbaa, aab, bbabba, bbbba, bbbaabb, aa]

negative example: [bbbabbbbba, bbbabbaab, bbababba, bbbabbbabaa, bbbbba, bbbabbaaabbb, babb, bbbab, bbbbabbbab, bbbbabb, bbbbaabba, bbbabbbabbbbba, bbbabbabab, bbbabbbabbbb, bbbabab, bbbabbbbbba, bbabb, bbbbabbba]"
non isolated 'b',(a|(b*bb))*,(bba*)+(a*bb),"positive example:[bbaabbbb, bbbbabb, bbbbaabb, bbbbbb, bbbb, bbbbaaabb, bbaabb, bbbbbbb, bbaabbb, bbbbabbabbb]
negative example:[aa, , baaaba, ab, b, bbbbab, bbbbaa, bbbab, babb, bbbbb, bbbaa, bbaab, bbbbbba, bbbbba, bbbbbaaa, aabb, bb, abba, baa, aaabb]"
non isolated 'b',(a|(b*bb))*,a*b*bb,"positive example: [bb, abb, aabb, aaabbb, abbbbbb, aabbbb], negative example: [aa, babb, bbbba, aabaaaba, aab, bbaa, bbab, aaaa, ba, abab]"
non isolated 'b',(a|(b*bb))*,a*b*bb+a*bbb*,"positive example:[bbb, abbb, bbba, abbbb, aabbaaababb, abbaabbb, aabbb, bbbbabb], negative example:[aaa, abb, babb, bbbabaa, bab, aaabbb, bbbaa, ab, bba, abaa, aab, baab, bb, bbbbba, aaabaa]"
non isolated 'b',(a|(b*bb))*,a*b*bb+a*,"positive example:[bba, abbb, bbba, aabbbb, aaabbbb, abbbba, ababbb, aabbba],negative example:[a, b, aa, ba, ab, aaa, aab, bbb, abba]"
non isolated 'b',(a|(b*bb))*,(a+(bb))*,"positive example:[, abb, aabb, aaabb, aaabbbb, aaabbabb, a, abbbb, bbabb]
negative example:[abba, ab, bba, aaa, abbaa, bb, babba, bbbb]"
non isolated 'b',(a|(b*bb))*,a*(bba*)*,"positive example: [bba, a, bbaabba, aa, aaabb]  
negative example: [abab, bbab, abbabab, ba, bbba]"
non isolated 'b',(a|(b*bb))*,a*bbb*a*,"positive example:[bbb, abbb, aaabbbba, bbbbaaa, abbbba],negative example:[a, bb, aaab, baaabb, ababab, aabbba, bbbab]"
non isolated 'b',(a|(b*bb))*,a*bbb*a*|a*,"positive example: [bba, aa, , aabbbbaaa, aabbbb, bbbb, aaa, a, abbbb, b, aaabbb], negative example: [babb, bbbbabb, bbaba, aab, bbaaab, aabaabaa, bbab, bbbbba, abba, bab, ab]"
non isolated 'b',(a|(b*bb))*,(a+bb)*a*(a+bb)*,"positive example:[a, abba, abbaa, aabba, abbbaa, abbaaabb, abbaaabba]  
negative example:[bba, abbb, aabb, bbba, baa, abbab, aaabaa, abab]"
non isolated 'b',(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,"positive example:[a, abb, abbaaa, abbaaabb, aabbaa], negative example:[baaba, bbb, abbab, aaabab, abaa, abbb]"
non isolated 'b',(a|(b*bb))*,(a+(bb))*a*,"positive example:[a, aa, abb, aabba, aaabbabb, aaabbabba, aabb, aaa, aaaa, abbba]
negative example:[b, ab, aabab, aba, bbba, aaabbbaabba, abbbb, abbabab, abbabaa, aaab]"
non isolated 'b',(a|(b*bb))*,(a+bb+bbb)*,"positive example:[abb, abbb, aaabbb, aabb, abbbabbb, aabbabbb]
negative example:[bbbbb, abba, aabbaa, aba, ababab, aabbbbaa]"
non isolated 'b',(a|(b*bb))*,a*bb,"positive example: [bb, abb, aabb, aaabb, aaaabb]

negative example: [a, b, aa, ab, ba, bba, abab, bbb]"
non isolated 'b',(a|(b*bb))*,a*bb+bba*,"positive example:[abbbba, bbba, abbba, aabbba, aaabbba, bbbba, abbbba, aabbbba], negative example:[aaa, bbaaa, aaabbb, abba, ababa, aaab, abab, bbbbb, abb, bbb]"
non isolated 'b',(a|(b*bb))*,a*|a*bb,"positive example: [aa, , aabb, a, aaa, bb]  
negative example: [babb, bbba, aabaaaba, aab, bbbb, bbaa, bbab, ab, b, bab, abbb]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*,"positive example:[bba, aa, , aabbbbaaa, aabbbb, a, bbbb],negative example:[bbabb, baa, bbaba, aab, aababaabb, bbaaab, bbbbab, bab]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*,"positive example:[bb, , aaa, bbbba, bbabbbb, bbaaabb, aaabb, aaabbaaa, abbbba, abba]  
negative example:[bbabbab, bbbbabab, b, bbabbaa, abbab, abbaaab, bbabaa, bbaaab, abaa, aaab, bbabbbba, abab, babb, bbaba, abbabb, abbbbaba, baabaa]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*,"positive example:[bba, , aaabbbbaaa, aaabbbb, abba, bbbbaa, bbabba, bbbb, aa, aabbaa, bbbbaabb, baaaab, aaaaa, bbbababaa, a]
negative example:[ab, bab, b, baa, abbab, abbaaab, abaa, bbbbab, abab, bbab, bbaab, aaabbbbabaabba, abbabb, abbb, ba, baaab, babba, ababa, babab]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*,"positive example:[bbbbabbbbaaa, bba, , a, bbaaabb, abbabbbb, abbaaabb, aaabb, abbbba, bbabba, bbbb]  
negative example:[ab, bbabaaa, bab, abbabbbbab, b, baa, abbabba, abbbbab, abbabab, aaabaa, abbabaa, abbaaab, bbabbaaab, bbabbabb, bbab, abab, bbbbaaabababb, bbabbaba, bbabbbbab, bbaba, abbabbaa]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example:[aaabbaa, bbbbb, a, aabbb, bbaa, bbbbaa, aabbbb, aaabbbbaaaa],negative example:[abab, bbbbabba, aab, bbab, baab, aabba, bbbaabab, bbababaa]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)+,"positive example: [bab, babbab, babbabbab]

negative example: [babb, abab, babbba, ba, babbb, bb, ababab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba?)?,"positive example:[, bb, ab, baaba, aaaba, bbaa, aba, baa, aabaa], negative example:[baabb, a, bbbbb, bbabb, b, abaaa, abbaa, aaabb, baaab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b),"positive example:[ba, baba, aba, aaab, ab], negative example:[bba, aabab, baabb, aaa, bbab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b)?,"positive example:[, bb, ab, baaba, aaaba, a, b, ba, aba]  
negative example:[abb, aaa, bbabb, bbb, baa, abaaa, aaabbaa, baabbbb, aab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*a)?,"positive example:[, baab, baa, bababab, abbab, bababaaba]  
negative example:[aba, ab, bba, aab, baaa, babbb]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a|(a(a|b)a*b)*),"Positive examples: [baab, aa, aba, baaaa, abaaaba, baabaabb, abbaaa, baaaababa, abaaa, aaab]

Negative examples: [bba, aaaa, abaab, baba, bbabaa, baaab, aaa, abba, b, baaabab]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a|(a(a|b)a*b)*)?,"positive example: [aaaba, bb, ab, baaba, abaab, baa, baaabaa, aaabaa, baab, bbaa],  
negative example: [a, ba, aabab, bababa, baaa, abab, bbabaa, bbaaa, aabba, bbaba]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a|(a(a|b)a*b)*))?,"positive example:[bba, aba, bbabbabaab, abaabaaaab, abaaab, aaab, abaabaab, bbabbabb, baab, bbabab, aba, aab, aa, ab]

negative example:[aaabaabbaa, aaa, baa, abaaa, bbabbabaaba, abba, bbabba, bbabbabba, bbbb, abaabaaaaba, bbaba, abaabaaba, abaaba, baababbbbb, bab, ababab]"
non isolated 'b',(a|(b*bb))*,a*(bbb*)*a*(bbb*)*,"positive example:[bba, aa, , bbabb, aabbbbaaabbbb, aabbbb, a, bbb, abbb, abab, aabbb, aabaab, bbbba],
negative example:[bbabbab, bab, bbabbaa, aab, bbabaa, bbaaab, bbbbab, bbabbbba, aabaaabba, bbabab, abbab, abaa, abbbaaa]"
non isolated 'b',(a|(b*bb))*,a*(bbb*)*a*(bbb*)*a*,"positive example:[aaa, a, aabbaaabbb, bbb, aaabbbbaaa, aaaa, bbbbaaa]  
negative example:[bbaab, abbbb, aba, aabab, abbbaab, baa, babbba, baabba, babbbb, bbbaab]"
non isolated 'b',(a|(b*bb))*,a*(bbb*),"positive example:[bbb, abbb, aabbb, bbbb, aabbbb, aaabbb]  
negative example:[aabababb, bba, aa, baaa, aab, bbbbab, bbaa, abbbba, abb, a, bb]"
non isolated 'b',(a|(b*bb))*,a*bbb*,"positive example: [abbb, aabbb, aabbbb, bbb, bbbb]  
negative example: [ba, aa, ab, bbaa, aabaa, aaab, abb]"
non isolated 'b',(a|(b*bb))*,a*(bbb*)*,"positive example:[, a, aa, aaa, abbb, aabbbb, aabbb, bbb, aaaabbbb], negative example:[b, ba, aba, abb, bba, bab, baa]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*ba?,"positive example:[bb, ab, baaba, aaaba, baba, aba, ba, baab], negative example:[, baabb, a, bbbbb, bbabb, b, abaaa, abbaa, aaabb, aab, abaa]"
non isolated 'b',(a|(b*bb))*,a*b+b+a*,"positive example:[bba, aabbbbaaa, aabbbb, abbba, abbaaa, aaaaabba, bbba, abbb, bbaaa],negative example:[aa, bab, baa, aab, aabbaaababaa, bbabbb, bbbbab, bbab, aba, b, babb]"
non isolated 'b',(a|(b*bb))*,bb,"positive example:[bb],negative example:[aaa, bbba, bab, b, baa, abbab, bbaa, bbbb, bbab]"
non isolated 'b',(a|(b*bb))*,a*bba*bb,"positive example:[abbabb, abbbb, bbaabbb, bbabb, aabbbabb],negative example:[aa, aba, baab, abba, aaaa, bb, abab]."
non isolated 'b',(a|(b*bb))*,a*b+ba*b+b,"positive example:[bbabb, bbbaabb, bbbbabb, abbbabb, abbabbbab, aabbbbbbaa, aaaabbbaaab, bbabbbbab, aaabbbbab, aaabbab],  
negative example:[abab, abbbba, aaaa, baa, abba, aabb, bbbbababb, aabbb, ba, abbbabab, bbbabaab, ab, abbba, bbaaa]"
non isolated 'b',(a|(b*bb))*,a*(b+b+)a*,"positive example:[bbaa, aabbaa, aab, bb, bbba],negative example:[bbabb, aa, baa, abab, aababa]"
